Disease	PRS_ID	Superpopulation	N	Mean_PRS	SD_PRS	Median_PRS	Min_PRS	Max_PRS	Q1_PRS	Q3_PRS	SE_PRS
Schizophrenia	PGS002785	AFR	661	1.007293671166101	0.20216599687299908	1.01108586	0.3289365589999999	1.5669371900000004	0.89025463	1.1446631400000002	0.007863345930061492
Schizophrenia	PGS002785	AMR	347	0.6066616898979539	0.3353933347074778	0.6015911199999999	-0.4759764240999999	1.5726225620000005	0.386367939	0.8545352705	0.018004857571116813
Schizophrenia	PGS002785	EAS	504	0.8649450594087302	0.22133780623571803	0.868623645	0.18700207	1.6667039699999997	0.7036833324999999	1.0094261125	0.009859169496121591
Schizophrenia	PGS002785	EUR	503	0.10150431009481709	0.27640726522745523	0.1121397049999999	-0.5602509820000001	0.8058921700000001	-0.08866050999999994	0.28009144999999996	0.01232439081203267
Schizophrenia	PGS002785	SAS	489	0.7053882874846013	0.250112412700673	0.6961173799999999	-0.0323777099999999	1.491802266	0.5255076999999999	0.8818666199999999	0.011310474269197355
