IID	PRS	PRS_Risk_Group	PRS_Percentile	sample	pop	super_pop	gender
NA18908	1.3004705599999995	High	97.56389776357828	NA18908	YRI	AFR	male
NA18909	1.20556302	High	93.88977635782749	NA18909	YRI	AFR	female
NA18910	0.8269282500000001	Intermediate	56.19009584664537	NA18910	YRI	AFR	male
NA18912	0.8828961000000002	Intermediate	62.539936102236425	NA18912	YRI	AFR	female
NA18915	1.1904435599999998	High	93.0511182108626	NA18915	YRI	AFR	male
NA18916	1.08323642	High	84.46485623003196	NA18916	YRI	AFR	female
NA18917	1.03317737	Intermediate	79.91214057507987	NA18917	YRI	AFR	male
NA18923	1.0888017900000004	High	85.06389776357828	NA18923	YRI	AFR	male
NA18924	0.8765778	Intermediate	61.70127795527157	NA18924	YRI	AFR	female
NA18933	1.2246309249999998	High	95.0479233226837	NA18933	YRI	AFR	female
NA18934	1.16932744	High	91.77316293929712	NA18934	YRI	AFR	male
NA18939	0.6965300499999999	Intermediate	44.56869009584665	NA18939	JPT	EAS	female
NA18940	1.47886564	High	99.72044728434504	NA18940	JPT	EAS	male
NA18941	0.8128835	Intermediate	54.83226837060703	NA18941	JPT	EAS	female
NA18942	0.7024930899999999	Intermediate	45.32747603833866	NA18942	JPT	EAS	female
NA18943	0.8830338761300001	Intermediate	62.57987220447284	NA18943	JPT	EAS	male
NA18944	0.70775144	Intermediate	46.126198083067095	NA18944	JPT	EAS	male
NA18945	0.5170865700000001	Intermediate	30.23162939297125	NA18945	JPT	EAS	male
NA18946	0.8531941000000001	Intermediate	58.626198083067095	NA18946	JPT	EAS	female
NA18947	0.90515031	Intermediate	65.6150159744409	NA18947	JPT	EAS	female
NA18948	1.12362916	High	88.13897763578275	NA18948	JPT	EAS	male
NA18949	0.72112935	Intermediate	47.004792332268366	NA18949	JPT	EAS	female
NA18950	1.1843043199999996	High	92.77156549520768	NA18950	JPT	EAS	female
NA18951	0.8841730900000001	Intermediate	62.819488817891376	NA18951	JPT	EAS	female
NA18952	1.1232726000000004	High	88.09904153354633	NA18952	JPT	EAS	male
NA18953	0.69961364	Intermediate	45.00798722044728	NA18953	JPT	EAS	male
NA18954	0.8101687400000002	Intermediate	54.47284345047924	NA18954	JPT	EAS	female
NA18956	0.6975218799999999	Intermediate	44.808306709265175	NA18956	JPT	EAS	female
NA18957	0.6591999799999999	Intermediate	41.094249201277954	NA18957	JPT	EAS	female
NA18959	1.05822062	High	82.26837060702876	NA18959	JPT	EAS	male
NA18960	0.57679728	Intermediate	34.784345047923324	NA18960	JPT	EAS	male
NA18961	1.03389542	High	80.07188498402556	NA18961	JPT	EAS	male
NA18962	0.7074413	Intermediate	46.00638977635783	NA18962	JPT	EAS	male
NA18963	1.1619885	High	91.3738019169329	NA18963	JPT	EAS	female
NA18964	0.935160449	Intermediate	69.04952076677317	NA18964	JPT	EAS	female
NA18965	1.02593627	Intermediate	79.43290734824281	NA18965	JPT	EAS	male
NA18966	0.9599903200000004	Intermediate	72.12460063897763	NA18966	JPT	EAS	male
NA18967	0.96770635	Intermediate	73.24281150159744	NA18967	JPT	EAS	male
NA18968	0.7761308399999998	Intermediate	51.2779552715655	NA18968	JPT	EAS	female
NA18969	0.5221460699999999	Intermediate	30.431309904153352	NA18969	JPT	EAS	female
NA18970	0.5724580100000001	Intermediate	34.42492012779553	NA18970	JPT	EAS	male
NA18971	0.92415484	Intermediate	67.81150159744409	NA18971	JPT	EAS	male
NA18972	0.8159625000000001	Intermediate	54.9520766773163	NA18972	JPT	EAS	female
NA18973	0.4852048099999999	Intermediate	28.314696485623003	NA18973	JPT	EAS	female
NA18974	0.864820725	Intermediate	60.22364217252396	NA18974	JPT	EAS	male
NA18975	0.93814561	Intermediate	69.44888178913739	NA18975	JPT	EAS	female
NA18976	1.21158572	High	94.20926517571884	NA18976	JPT	EAS	female
NA18977	1.14381707	High	89.65654952076677	NA18977	JPT	EAS	male
NA18978	1.2752117339999998	High	96.60543130990416	NA18978	JPT	EAS	female
NA18979	0.80860408	Intermediate	54.353035143769965	NA18979	JPT	EAS	female
NA18980	1.0964454950000002	High	85.94249201277955	NA18980	JPT	EAS	female
NA18981	1.06626918	High	82.82747603833866	NA18981	JPT	EAS	female
NA18982	0.9887965	Intermediate	75.31948881789138	NA18982	JPT	EAS	male
NA18983	1.2759915202999998	High	96.685303514377	NA18983	JPT	EAS	male
NA18984	0.7084939799999999	Intermediate	46.20607028753994	NA18984	JPT	EAS	male
NA18985	0.96674091	Intermediate	73.00319488817891	NA18985	JPT	EAS	male
NA18986	1.2912113300000003	High	97.32428115015976	NA18986	JPT	EAS	male
NA18987	0.873716347	Intermediate	61.26198083067093	NA18987	JPT	EAS	female
NA18988	0.97754539	Intermediate	74.4408945686901	NA18988	JPT	EAS	male
NA18989	1.1554792400000002	High	90.69488817891371	NA18989	JPT	EAS	male
NA18990	1.3265309999999997	High	98.3626198083067	NA18990	JPT	EAS	male
NA18991	0.8954100999999998	Intermediate	64.09744408945687	NA18991	JPT	EAS	female
NA18992	0.391789858	Intermediate	23.202875399361023	NA18992	JPT	EAS	female
NA18993	0.69744333	Intermediate	44.76837060702875	NA18993	JPT	EAS	female
NA18994	0.589717378	Intermediate	35.822683706070286	NA18994	JPT	EAS	male
NA18995	1.2146382900000003	High	94.36900958466452	NA18995	JPT	EAS	male
NA18997	0.693658585	Intermediate	44.24920127795527	NA18997	JPT	EAS	female
NA18998	0.27927503	Low	17.811501597444092	NA18998	JPT	EAS	female
NA18999	0.7222893399999999	Intermediate	47.32428115015975	NA18999	JPT	EAS	female
NA19000	1.0436686000000002	High	80.91054313099042	NA19000	JPT	EAS	male
NA19001	0.7371629	Intermediate	48.5223642172524	NA19001	JPT	EAS	female
NA19002	0.7606949300000001	Intermediate	50.27955271565495	NA19002	JPT	EAS	female
NA19003	0.7222064000000001	Intermediate	47.28434504792333	NA19003	JPT	EAS	female
NA19004	0.8691848000000001	Intermediate	60.78274760383386	NA19004	JPT	EAS	male
NA19005	1.2525432147	High	95.80670926517573	NA19005	JPT	EAS	male
NA19006	1.03790737	High	80.3514376996805	NA19006	JPT	EAS	male
NA19007	1.0446001339999995	High	81.03035143769968	NA19007	JPT	EAS	male
NA19009	0.933661	Intermediate	68.76996805111821	NA19009	JPT	EAS	male
NA19010	0.6593003000000001	Intermediate	41.13418530351438	NA19010	JPT	EAS	female
NA19011	0.8850986600000001	Intermediate	62.97923322683706	NA19011	JPT	EAS	female
NA19012	1.04277111	High	80.75079872204472	NA19012	JPT	EAS	male
NA19017	1.197783937	High	93.5702875399361	NA19017	LWK	AFR	female
NA19019	1.177812115	High	92.33226837060704	NA19019	LWK	AFR	female
NA19020	0.8062232599999999	Intermediate	53.95367412140575	NA19020	LWK	AFR	male
NA19023	1.0627376700000002	High	82.62779552715655	NA19023	LWK	AFR	female
NA19024	1.156282042	High	90.77476038338658	NA19024	LWK	AFR	female
NA19025	1.0915904300000003	High	85.3035143769968	NA19025	LWK	AFR	male
NA19026	0.9472887999999998	Intermediate	70.6070287539936	NA19026	LWK	AFR	male
NA19027	0.48684915	Intermediate	28.354632587859424	NA19027	LWK	AFR	male
NA19028	1.27362246	High	96.48562300319487	NA19028	LWK	AFR	male
NA19030	0.7921826700000002	Intermediate	52.83546325878594	NA19030	LWK	AFR	female
NA19031	1.171798136	High	92.05271565495208	NA19031	LWK	AFR	male
NA19035	1.18401989	High	92.73162939297124	NA19035	LWK	AFR	male
NA19036	0.957275531	Intermediate	71.72523961661342	NA19036	LWK	AFR	female
NA19037	0.71248113	Intermediate	46.48562300319489	NA19037	LWK	AFR	female
NA19038	0.96605211	Intermediate	72.9632587859425	NA19038	LWK	AFR	female
NA19041	0.97165434	Intermediate	73.68210862619809	NA19041	LWK	AFR	male
NA19042	0.87557997	Intermediate	61.58146964856231	NA19042	LWK	AFR	female
NA19043	1.2531370200000005	High	95.84664536741214	NA19043	LWK	AFR	male
NA19054	1.0414438999999998	High	80.55111821086261	NA19054	JPT	EAS	female
NA19055	0.96251026	Intermediate	72.64376996805112	NA19055	JPT	EAS	male
NA19056	0.96071467	Intermediate	72.2444089456869	NA19056	JPT	EAS	male
NA19057	0.80783683	Intermediate	54.2332268370607	NA19057	JPT	EAS	female
NA19058	0.9269576	Intermediate	67.97124600638978	NA19058	JPT	EAS	male
NA19059	1.0613582500000005	High	82.50798722044729	NA19059	JPT	EAS	female
NA19060	0.7701996769999999	Intermediate	51.03833865814696	NA19060	JPT	EAS	male
NA19062	0.5968570000000001	Intermediate	36.42172523961661	NA19062	JPT	EAS	male
NA19063	1.1416969200000002	High	89.49680511182109	NA19063	JPT	EAS	male
NA19064	0.834811414	Intermediate	56.9888178913738	NA19064	JPT	EAS	female
NA19065	0.5443453100000001	Intermediate	32.42811501597444	NA19065	JPT	EAS	female
NA19066	0.9847299859999998	Intermediate	74.92012779552716	NA19066	JPT	EAS	male
NA19067	0.7069796549999999	Intermediate	45.926517571884986	NA19067	JPT	EAS	male
NA19068	1.04529203	High	81.0702875399361	NA19068	JPT	EAS	male
NA19070	0.936393841	Intermediate	69.16932907348243	NA19070	JPT	EAS	male
NA19072	0.63926499	Intermediate	39.376996805111816	NA19072	JPT	EAS	male
NA19074	0.8221183600000003	Intermediate	55.47124600638978	NA19074	JPT	EAS	female
NA19075	1.0653175800000003	High	82.78753993610223	NA19075	JPT	EAS	male
NA19076	1.4368356	High	99.36102236421723	NA19076	JPT	EAS	male
NA19077	0.5734093299999998	Intermediate	34.54472843450479	NA19077	JPT	EAS	female
NA19078	1.08860527	High	84.98402555910543	NA19078	JPT	EAS	female
NA19079	1.1448389099999998	High	89.73642172523961	NA19079	JPT	EAS	male
NA19080	0.8644873769999999	Intermediate	60.183706070287535	NA19080	JPT	EAS	female
NA19081	0.998792987	Intermediate	76.55750798722045	NA19081	JPT	EAS	female
NA19082	0.936432724	Intermediate	69.20926517571885	NA19082	JPT	EAS	male
NA19083	1.00429322	Intermediate	77.11661341853035	NA19083	JPT	EAS	male
NA19084	0.5267454060000001	Intermediate	30.910543130990416	NA19084	JPT	EAS	female
NA19085	0.9572176	Intermediate	71.685303514377	NA19085	JPT	EAS	male
NA19086	0.7461371300000003	Intermediate	49.32108626198083	NA19086	JPT	EAS	male
NA19087	0.89368527	Intermediate	63.89776357827476	NA19087	JPT	EAS	female
NA19088	0.99331759	Intermediate	75.83865814696486	NA19088	JPT	EAS	male
NA19089	0.929795	Intermediate	68.29073482428115	NA19089	JPT	EAS	male
NA19090	1.00595406	Intermediate	77.27635782747603	NA19090	JPT	EAS	female
NA19091	0.7076425000000001	Intermediate	46.08626198083067	NA19091	JPT	EAS	male
NA19092	1.1673934	High	91.65335463258786	NA19092	YRI	AFR	male
NA19093	1.2338330400000002	High	95.36741214057508	NA19093	YRI	AFR	female
NA19095	0.94640483	Intermediate	70.52715654952077	NA19095	YRI	AFR	female
NA19096	1.30681652	High	97.68370607028754	NA19096	YRI	AFR	male
NA19098	0.94586825	Intermediate	70.48722044728434	NA19098	YRI	AFR	male
NA19099	1.1212851300000004	High	87.81948881789138	NA19099	YRI	AFR	female
NA19102	1.1700777399999998	High	91.85303514376996	NA19102	YRI	AFR	female
NA19107	1.00966828	Intermediate	77.83546325878594	NA19107	YRI	AFR	male
NA19108	0.8545872600000002	Intermediate	58.8258785942492	NA19108	YRI	AFR	female
NA19113	1.09069764	High	85.26357827476039	NA19113	YRI	AFR	male
NA19114	0.93922309	Intermediate	69.52875399361022	NA19114	YRI	AFR	female
NA19116	1.15956676	High	91.05431309904152	NA19116	YRI	AFR	female
NA19117	1.1121325199999998	High	87.06070287539937	NA19117	YRI	AFR	male
NA19118	1.228742978	High	95.2076677316294	NA19118	YRI	AFR	female
NA19119	1.05975052	High	82.38817891373802	NA19119	YRI	AFR	male
NA19121	1.2260739900000002	High	95.12779552715656	NA19121	YRI	AFR	male
NA19129	1.1510884699999997	High	90.41533546325878	NA19129	YRI	AFR	female
NA19130	0.9993659750000004	Intermediate	76.59744408945687	NA19130	YRI	AFR	male
NA19131	1.1923511600000003	High	93.17092651757189	NA19131	YRI	AFR	female
NA19137	0.66909132	Intermediate	41.97284345047924	NA19137	YRI	AFR	female
NA19138	0.861928865	Intermediate	59.82428115015974	NA19138	YRI	AFR	male
NA19141	0.9669059009999998	Intermediate	73.04313099041534	NA19141	YRI	AFR	male
NA19143	1.2143417299999997	High	94.32907348242811	NA19143	YRI	AFR	female
NA19144	0.94425217	Intermediate	70.16773162939297	NA19144	YRI	AFR	male
NA19146	1.2196339900000002	High	94.68849840255592	NA19146	YRI	AFR	male
NA19147	0.8213450300000001	Intermediate	55.43130990415336	NA19147	YRI	AFR	female
NA19149	0.8969663299999999	Intermediate	64.3370607028754	NA19149	YRI	AFR	female
NA19152	1.0176278	Intermediate	78.51437699680511	NA19152	YRI	AFR	female
NA19153	0.7051034599999999	Intermediate	45.68690095846645	NA19153	YRI	AFR	male
NA19159	1.095503278	High	85.78274760383387	NA19159	YRI	AFR	female
NA19160	0.96177123	Intermediate	72.52396166134186	NA19160	YRI	AFR	male
NA19171	1.03822591	High	80.39137380191693	NA19171	YRI	AFR	male
NA19172	1.3166147200000002	High	98.08306709265176	NA19172	YRI	AFR	female
NA19175	0.9718134199999998	Intermediate	73.76198083067092	NA19175	YRI	AFR	male
NA19184	1.05467751	High	81.94888178913739	NA19184	YRI	AFR	male
NA19185	1.1395306200000002	High	89.3370607028754	NA19185	YRI	AFR	female
NA19189	0.6075065	Intermediate	37.30031948881789	NA19189	YRI	AFR	male
NA19190	1.1392426010000003	High	89.29712460063898	NA19190	YRI	AFR	female
NA19197	0.8057210200000001	Intermediate	53.873801916932905	NA19197	YRI	AFR	female
NA19198	0.99232097	Intermediate	75.63897763578275	NA19198	YRI	AFR	male
NA19200	1.0817483200000002	High	84.26517571884983	NA19200	YRI	AFR	male
NA19201	0.808339557	Intermediate	54.31309904153354	NA19201	YRI	AFR	female
NA19204	1.3510642600000002	High	98.60223642172524	NA19204	YRI	AFR	female
NA19206	0.75168577	Intermediate	49.680511182108624	NA19206	YRI	AFR	female
NA19207	1.0971837429999998	High	85.98242811501598	NA19207	YRI	AFR	male
NA19209	0.979177051	Intermediate	74.68051118210862	NA19209	YRI	AFR	female
NA19210	1.22330913	High	94.96805111821088	NA19210	YRI	AFR	male
NA19213	0.8011643449999999	Intermediate	53.47444089456869	NA19213	YRI	AFR	male
NA19214	0.93255884	Intermediate	68.5702875399361	NA19214	YRI	AFR	female
NA19222	1.0122165	Intermediate	78.15495207667732	NA19222	YRI	AFR	female
NA19223	1.1675325299999997	High	91.69329073482427	NA19223	YRI	AFR	male
NA19225	1.4476942	High	99.52076677316292	NA19225	YRI	AFR	female
NA19235	1.01108586	Intermediate	77.95527156549521	NA19235	YRI	AFR	female
NA19236	1.1703225999999998	High	91.9329073482428	NA19236	YRI	AFR	male
NA19238	1.109587062	High	86.90095846645367	NA19238	YRI	AFR	female
NA19239	1.0636405400000002	High	82.66773162939297	NA19239	YRI	AFR	male
NA19247	1.32622234	High	98.3226837060703	NA19247	YRI	AFR	female
NA19248	1.3430613500000002	High	98.5223642172524	NA19248	YRI	AFR	male
NA19256	1.18056521	High	92.49201277955272	NA19256	YRI	AFR	male
NA19257	1.2897231999999998	High	97.28434504792332	NA19257	YRI	AFR	female
NA19307	0.8557481599999999	Intermediate	59.02555910543131	NA19307	LWK	AFR	male
NA19308	0.7790292080000001	Intermediate	51.71725239616614	NA19308	LWK	AFR	male
NA19309	0.95325895	Intermediate	71.20607028753993	NA19309	LWK	AFR	male
NA19310	1.3623986200000002	High	98.7220447284345	NA19310	LWK	AFR	female
NA19312	0.957756	Intermediate	71.76517571884983	NA19312	LWK	AFR	male
NA19314	1.0339202	High	80.15175718849841	NA19314	LWK	AFR	female
NA19315	0.8558502100000001	Intermediate	59.06549520766773	NA19315	LWK	AFR	female
NA19316	0.97621982	Intermediate	74.32108626198082	NA19316	LWK	AFR	female
NA19317	0.929904	Intermediate	68.370607028754	NA19317	LWK	AFR	male
NA19318	0.8625622500000004	Intermediate	59.94408945686901	NA19318	LWK	AFR	male
NA19319	0.9453965140000002	Intermediate	70.36741214057508	NA19319	LWK	AFR	male
NA19320	0.7957607199999999	Intermediate	53.115015974440894	NA19320	LWK	AFR	female
NA19321	0.8990305599999998	Intermediate	64.73642172523961	NA19321	LWK	AFR	female
NA19323	1.00906756	Intermediate	77.71565495207668	NA19323	LWK	AFR	female
NA19324	1.094021732	High	85.58306709265176	NA19324	LWK	AFR	female
NA19327	1.1278815799999995	High	88.5782747603834	NA19327	LWK	AFR	female
NA19328	1.05231541	High	81.74920127795528	NA19328	LWK	AFR	female
NA19331	0.8508682559999999	Intermediate	58.38658146964856	NA19331	LWK	AFR	male
NA19332	1.1510034999999998	High	90.33546325878594	NA19332	LWK	AFR	female
NA19334	0.9606182000000002	Intermediate	72.20447284345049	NA19334	LWK	AFR	male
NA19338	0.9010382	Intermediate	65.09584664536742	NA19338	LWK	AFR	female
NA19346	1.2801374279999995	High	96.84504792332268	NA19346	LWK	AFR	male
NA19347	1.0953241699999998	High	85.70287539936102	NA19347	LWK	AFR	male
NA19350	0.8870796000000001	Intermediate	63.0591054313099	NA19350	LWK	AFR	male
NA19351	0.8823653989999999	Intermediate	62.5	NA19351	LWK	AFR	female
NA19355	0.9493279916	Intermediate	70.7667731629393	NA19355	LWK	AFR	female
NA19360	1.1179619100000002	High	87.42012779552716	NA19360	LWK	AFR	male
NA19372	1.1265555800000002	High	88.45846645367412	NA19372	LWK	AFR	male
NA19374	0.99151265	Intermediate	75.51916932907349	NA19374	LWK	AFR	male
NA19375	0.905667567	Intermediate	65.65495207667732	NA19375	LWK	AFR	male
NA19376	0.8476139999999999	Intermediate	58.02715654952076	NA19376	LWK	AFR	male
NA19377	0.57360366	Intermediate	34.62460063897764	NA19377	LWK	AFR	female
NA19378	0.9767880699999998	Intermediate	74.40095846645367	NA19378	LWK	AFR	female
NA19379	1.3738843920000003	High	98.8817891373802	NA19379	LWK	AFR	female
NA19380	0.9090668080000002	Intermediate	66.01437699680511	NA19380	LWK	AFR	male
NA19383	1.41279275	High	99.16134185303514	NA19383	LWK	AFR	male
NA19384	1.2184608389999998	High	94.60862619808309	NA19384	LWK	AFR	male
NA19385	0.9874259	Intermediate	75.27955271565496	NA19385	LWK	AFR	male
NA19390	1.14806098	High	89.97603833865814	NA19390	LWK	AFR	female
NA19391	1.02104912	Intermediate	79.03354632587859	NA19391	LWK	AFR	female
NA19393	1.0198814599999997	Intermediate	78.75399361022363	NA19393	LWK	AFR	male
NA19394	0.84868841	Intermediate	58.14696485623004	NA19394	LWK	AFR	male
NA19395	0.936622287	Intermediate	69.24920127795528	NA19395	LWK	AFR	female
NA19397	1.1915373299999998	High	93.09105431309904	NA19397	LWK	AFR	male
NA19399	1.149996457	High	90.2555910543131	NA19399	LWK	AFR	female
NA19401	0.8204097799999999	Intermediate	55.31150159744409	NA19401	LWK	AFR	female
NA19403	1.002473136	Intermediate	76.87699680511182	NA19403	LWK	AFR	female
NA19404	0.9004939800000001	Intermediate	64.97603833865814	NA19404	LWK	AFR	female
NA19428	1.1101236999999995	High	86.9408945686901	NA19428	LWK	AFR	male
NA19429	0.8870796199999998	Intermediate	63.09904153354633	NA19429	LWK	AFR	male
NA19430	1.02805578	Intermediate	79.63258785942492	NA19430	LWK	AFR	male
NA19431	0.879651722	Intermediate	61.98083067092652	NA19431	LWK	AFR	female
NA19434	1.13180578	High	88.81789137380191	NA19434	LWK	AFR	female
NA19435	1.09542185	High	85.74281150159744	NA19435	LWK	AFR	female
NA19436	1.1970606	High	93.45047923322684	NA19436	LWK	AFR	female
NA19437	0.94569622	Intermediate	70.44728434504792	NA19437	LWK	AFR	female
NA19438	0.92055284	Intermediate	67.37220447284345	NA19438	LWK	AFR	female
NA19439	0.95834265	Intermediate	71.8849840255591	NA19439	LWK	AFR	female
NA19440	1.1823392	High	92.6517571884984	NA19440	LWK	AFR	female
NA19443	1.2622654399999995	High	96.04632587859425	NA19443	LWK	AFR	male
NA19445	1.08155982	High	84.22523961661342	NA19445	LWK	AFR	female
NA19446	0.8549081199999999	Intermediate	58.905750798722046	NA19446	LWK	AFR	female
NA19448	1.098550605	High	86.06230031948881	NA19448	LWK	AFR	male
NA19449	1.10236053	High	86.4217252396166	NA19449	LWK	AFR	female
NA19451	1.10728681	High	86.66134185303514	NA19451	LWK	AFR	male
NA19452	0.9655088900000002	Intermediate	72.88338658146965	NA19452	LWK	AFR	male
NA19454	0.8397092300000001	Intermediate	57.50798722044729	NA19454	LWK	AFR	male
NA19455	0.70034281	Intermediate	45.16773162939297	NA19455	LWK	AFR	male
NA19456	0.91371388	Intermediate	66.53354632587859	NA19456	LWK	AFR	female
NA19457	1.0332825	Intermediate	79.9520766773163	NA19457	LWK	AFR	female
NA19461	0.6487459700000002	Intermediate	40.13578274760384	NA19461	LWK	AFR	male
NA19462	0.7965456799999999	Intermediate	53.23482428115016	NA19462	LWK	AFR	female
NA19463	0.6049069999999998	Intermediate	37.10063897763578	NA19463	LWK	AFR	female
NA19466	1.1974255300000003	High	93.49041533546328	NA19466	LWK	AFR	male
NA19467	0.69373049	Intermediate	44.2891373801917	NA19467	LWK	AFR	female
NA19468	0.98898846	Intermediate	75.3594249201278	NA19468	LWK	AFR	female
NA19471	1.1238086399999998	High	88.25878594249201	NA19471	LWK	AFR	female
NA19472	0.87948787	Intermediate	61.9408945686901	NA19472	LWK	AFR	female
NA19473	1.09329464	High	85.42332268370608	NA19473	LWK	AFR	female
NA19474	1.15189392	High	90.49520766773162	NA19474	LWK	AFR	female
NA19475	1.09445368	High	85.6629392971246	NA19475	LWK	AFR	female
NA19625	1.0403448000000002	High	80.5111821086262	NA19625	ASW	AFR	female
NA19648	0.138671795	Low	12.220447284345047	NA19648	MXL	AMR	female
NA19649	-0.050125459	Low	6.190095846645368	NA19649	MXL	AMR	male
NA19651	0.19632845	Low	14.456869009584665	NA19651	MXL	AMR	female
NA19652	0.01265275	Low	8.067092651757187	NA19652	MXL	AMR	male
NA19654	0.92180045	Intermediate	67.49201277955271	NA19654	MXL	AMR	female
NA19655	0.41208435	Intermediate	24.72044728434505	NA19655	MXL	AMR	male
NA19657	0.5645702100000001	Intermediate	33.54632587859425	NA19657	MXL	AMR	female
NA19658	0.602199759	Intermediate	36.781150159744406	NA19658	MXL	AMR	male
NA19661	0.6157322399999999	Intermediate	37.97923322683706	NA19661	MXL	AMR	male
NA19663	0.8739762100000001	Intermediate	61.3817891373802	NA19663	MXL	AMR	female
NA19664	0.87924338	Intermediate	61.90095846645367	NA19664	MXL	AMR	male
NA19669	0.45213206	Intermediate	26.916932907348247	NA19669	MXL	AMR	female
NA19670	0.5093727299999999	Intermediate	29.63258785942492	NA19670	MXL	AMR	male
NA19676	0.4555071999999999	Intermediate	27.15654952076677	NA19676	MXL	AMR	male
NA19678	0.3807286671	Intermediate	22.683706070287545	NA19678	MXL	AMR	female
NA19679	-0.024781664	Low	6.7092651757188495	NA19679	MXL	AMR	male
NA19681	0.75788702	Intermediate	50.07987220447284	NA19681	MXL	AMR	female
NA19682	0.8263324200000002	Intermediate	56.11022364217252	NA19682	MXL	AMR	male
NA19684	0.4888495826	Intermediate	28.434504792332262	NA19684	MXL	AMR	female
NA19700	1.1703210300000002	High	91.8929712460064	NA19700	ASW	AFR	male
NA19701	1.283053833	High	97.0447284345048	NA19701	ASW	AFR	female
NA19703	1.0729532199999998	High	83.54632587859425	NA19703	ASW	AFR	male
NA19704	1.06886922	High	83.14696485623003	NA19704	ASW	AFR	female
NA19707	0.8957918500000001	Intermediate	64.1773162939297	NA19707	ASW	AFR	female
NA19711	1.0928951619999998	High	85.38338658146965	NA19711	ASW	AFR	male
NA19712	0.87007362	Intermediate	60.942492012779546	NA19712	ASW	AFR	female
NA19713	0.6115224399999998	Intermediate	37.69968051118211	NA19713	ASW	AFR	female
NA19716	0.5165081899999999	Intermediate	30.191693290734825	NA19716	MXL	AMR	female
NA19717	0.6923297436799999	Intermediate	44.16932907348243	NA19717	MXL	AMR	male
NA19719	0.7349728300000001	Intermediate	48.36261980830671	NA19719	MXL	AMR	female
NA19720	0.7693480959999996	Intermediate	50.99840255591054	NA19720	MXL	AMR	male
NA19722	0.607758339	Intermediate	37.34025559105431	NA19722	MXL	AMR	female
NA19723	0.6067527030000001	Intermediate	37.180511182108624	NA19723	MXL	AMR	male
NA19725	0.8660510700000001	Intermediate	60.42332268370607	NA19725	MXL	AMR	female
NA19726	1.019724269	Intermediate	78.71405750798722	NA19726	MXL	AMR	male
NA19728	0.8755295500000001	Intermediate	61.54153354632588	NA19728	MXL	AMR	female
NA19729	1.10028465	High	86.2220447284345	NA19729	MXL	AMR	male
NA19731	0.9405761500000002	Intermediate	69.68849840255591	NA19731	MXL	AMR	female
NA19732	0.9584450199999998	Intermediate	71.92492012779552	NA19732	MXL	AMR	male
NA19734	1.2485286999999998	High	95.5670926517572	NA19734	MXL	AMR	female
NA19735	1.0599607300000002	High	82.42811501597444	NA19735	MXL	AMR	male
NA19740	0.751406682	Intermediate	49.64057507987221	NA19740	MXL	AMR	female
NA19741	0.5826567200000001	Intermediate	35.263578274760384	NA19741	MXL	AMR	male
NA19746	0.86997209	Intermediate	60.902555910543136	NA19746	MXL	AMR	female
NA19747	0.435348188	Intermediate	25.878594249201274	NA19747	MXL	AMR	male
NA19749	0.6604180219999999	Intermediate	41.373801916932905	NA19749	MXL	AMR	female
NA19750	0.5562635829999999	Intermediate	33.06709265175719	NA19750	MXL	AMR	male
NA19752	0.69024256	Intermediate	43.9297124600639	NA19752	MXL	AMR	female
NA19755	0.90881898	Intermediate	65.97444089456869	NA19755	MXL	AMR	female
NA19756	0.55700746	Intermediate	33.10702875399361	NA19756	MXL	AMR	male
NA19758	0.7874257	Intermediate	52.436102236421725	NA19758	MXL	AMR	female
NA19759	0.88161779	Intermediate	62.34025559105432	NA19759	MXL	AMR	male
NA19761	1.28631782	High	97.16453674121406	NA19761	MXL	AMR	female
NA19762	0.531472698	Intermediate	31.150159744408946	NA19762	MXL	AMR	male
NA19764	0.3339032999999999	Intermediate	20.487220447284347	NA19764	MXL	AMR	female
NA19770	0.7306621520000001	Intermediate	47.843450479233226	NA19770	MXL	AMR	female
NA19771	0.6199437499999999	Intermediate	38.33865814696485	NA19771	MXL	AMR	male
NA19773	0.5894180623999999	Intermediate	35.742811501597444	NA19773	MXL	AMR	female
NA19774	1.10199681	High	86.30191693290735	NA19774	MXL	AMR	male
NA19776	0.8381727999999999	Intermediate	57.26837060702875	NA19776	MXL	AMR	female
NA19777	0.7724816400000001	Intermediate	51.23801916932907	NA19777	MXL	AMR	male
NA19779	0.2373378799999999	Low	15.934504792332268	NA19779	MXL	AMR	female
NA19780	0.5936741799999999	Intermediate	36.102236421725244	NA19780	MXL	AMR	male
NA19782	0.93801586	Intermediate	69.40894568690096	NA19782	MXL	AMR	female
NA19783	0.7560889699999999	Intermediate	49.92012779552716	NA19783	MXL	AMR	male
NA19785	1.16081388	High	91.21405750798722	NA19785	MXL	AMR	female
NA19786	0.60732303	Intermediate	37.22044728434505	NA19786	MXL	AMR	male
NA19788	0.8295453799999999	Intermediate	56.4297124600639	NA19788	MXL	AMR	female
NA19789	0.69101685	Intermediate	44.08945686900959	NA19789	MXL	AMR	male
NA19792	0.38148051	Intermediate	22.76357827476038	NA19792	MXL	AMR	male
NA19794	0.7444976930000001	Intermediate	49.20127795527157	NA19794	MXL	AMR	female
NA19795	0.70119527	Intermediate	45.24760383386581	NA19795	MXL	AMR	male
NA19818	0.7100538500000002	Intermediate	46.36581469648562	NA19818	ASW	AFR	male
NA19819	0.8686942499999999	Intermediate	60.70287539936102	NA19819	ASW	AFR	female
