IID	PRS	PRS_Risk_Group	PRS_Percentile	sample	pop	super_pop	gender
HG00096	-0.2701711890000001	Low	2.2763578274760383	HG00096	GBR	EUR	male
HG00097	-0.40593524	Low	0.7587859424920127	HG00097	GBR	EUR	female
HG00099	0.1602518599999999	Low	12.859424920127797	HG00099	GBR	EUR	female
HG00100	0.24216228	Low	16.333865814696484	HG00100	GBR	EUR	female
HG00101	-0.351910329	Low	1.3578274760383386	HG00101	GBR	EUR	male
HG00102	0.5123662400000001	Intermediate	29.91214057507987	HG00102	GBR	EUR	female
HG00103	-0.13293532	Low	4.073482428115016	HG00103	GBR	EUR	male
HG00105	0.7976424400000002	Intermediate	53.394568690095845	HG00105	GBR	EUR	male
HG00106	0.2361970399999999	Low	15.854632587859424	HG00106	GBR	EUR	female
HG00107	0.08237869	Low	10.18370607028754	HG00107	GBR	EUR	male
HG00108	0.2121377899999999	Low	14.896166134185304	HG00108	GBR	EUR	male
HG00109	-0.2634110919999999	Low	2.4361022364217253	HG00109	GBR	EUR	male
HG00110	0.2736487999999999	Low	17.33226837060703	HG00110	GBR	EUR	female
HG00111	-0.02907727	Low	6.509584664536741	HG00111	GBR	EUR	female
HG00112	-0.18999617	Low	3.2348242811501597	HG00112	GBR	EUR	male
HG00113	-0.00629327	Low	7.42811501597444	HG00113	GBR	EUR	male
HG00114	0.0232720799999999	Low	8.30670926517572	HG00114	GBR	EUR	male
HG00115	0.0801697319999999	Low	10.063897763578275	HG00115	GBR	EUR	male
HG00116	-0.19468668	Low	3.1150159744408943	HG00116	GBR	EUR	male
HG00117	-0.4240391	Low	0.5990415335463258	HG00117	GBR	EUR	male
HG00118	0.136513305	Low	12.100638977635784	HG00118	GBR	EUR	female
HG00119	-0.2955098199999999	Low	1.876996805111821	HG00119	GBR	EUR	male
HG00120	0.4695206999999999	Intermediate	27.595846645367413	HG00120	GBR	EUR	female
HG00121	0.1509925300000001	Low	12.659744408945686	HG00121	GBR	EUR	female
HG00122	-0.501401786	Low	0.2396166134185303	HG00122	GBR	EUR	female
HG00123	0.0979874129999999	Low	10.782747603833863	HG00123	GBR	EUR	female
HG00125	-0.4223404100000001	Low	0.6389776357827476	HG00125	GBR	EUR	female
HG00126	-0.19732295	Low	3.0750798722044728	HG00126	GBR	EUR	male
HG00127	-0.1547595299999999	Low	3.753993610223642	HG00127	GBR	EUR	female
HG00128	0.18905855	Low	14.09744408945687	HG00128	GBR	EUR	female
HG00129	0.43768353	Intermediate	25.918530351437703	HG00129	GBR	EUR	male
HG00130	-0.01931075	Low	6.988817891373802	HG00130	GBR	EUR	female
HG00131	-0.17389475	Low	3.47444089456869	HG00131	GBR	EUR	male
HG00132	-0.3933111099999998	Low	0.9185303514376996	HG00132	GBR	EUR	female
HG00133	-0.1185238399999999	Low	4.552715654952077	HG00133	GBR	EUR	female
HG00136	-0.3969511799999999	Low	0.8785942492012779	HG00136	GBR	EUR	male
HG00137	0.2839144800000001	Low	18.29073482428115	HG00137	GBR	EUR	female
HG00138	-0.2938060599999999	Low	1.9568690095846648	HG00138	GBR	EUR	male
HG00139	-0.3348525200000001	Low	1.5974440894568689	HG00139	GBR	EUR	male
HG00140	0.07740284	Low	10.023961661341852	HG00140	GBR	EUR	male
HG00141	0.0624152499999999	Low	9.464856230031948	HG00141	GBR	EUR	male
HG00142	-0.08189073	Low	5.431309904153355	HG00142	GBR	EUR	male
HG00143	0.0397840099999999	Low	8.626198083067091	HG00143	GBR	EUR	male
HG00145	-0.2031102299999999	Low	2.915335463258786	HG00145	GBR	EUR	male
HG00146	-0.2649418839999999	Low	2.3961661341853038	HG00146	GBR	EUR	female
HG00148	0.2268889000000001	Low	15.375399361022366	HG00148	GBR	EUR	male
HG00149	-0.2301125299999999	Low	2.7955271565495208	HG00149	GBR	EUR	male
HG00150	-0.4207927200000001	Low	0.6789137380191693	HG00150	GBR	EUR	female
HG00151	-0.2944905199999998	Low	1.9169329073482428	HG00151	GBR	EUR	male
HG00154	-0.2864018800000001	Low	2.156549520766773	HG00154	GBR	EUR	female
HG00155	0.1276095199999999	Low	11.861022364217252	HG00155	GBR	EUR	male
HG00157	0.3493033	Intermediate	21.24600638977636	HG00157	GBR	EUR	male
HG00158	-0.3730260900000001	Low	1.1980830670926517	HG00158	GBR	EUR	female
HG00159	0.2319953	Low	15.694888178913738	HG00159	GBR	EUR	male
HG00160	-0.0753599	Low	5.6709265175718855	HG00160	GBR	EUR	male
HG00171	0.4931606399999999	Intermediate	28.554313099041533	HG00171	FIN	EUR	female
HG00173	-0.0250376199999999	Low	6.669329073482428	HG00173	FIN	EUR	female
HG00174	-0.03440589	Low	6.3099041533546325	HG00174	FIN	EUR	female
HG00176	0.5101605100000001	Intermediate	29.71246006389776	HG00176	FIN	EUR	female
HG00177	-0.31289663	Low	1.7971246006389778	HG00177	FIN	EUR	female
HG00178	0.7216263500000001	Intermediate	47.084664536741215	HG00178	FIN	EUR	female
HG00179	-0.1051327499999999	Low	4.752396166134186	HG00179	FIN	EUR	female
HG00180	0.28169354	Low	18.011182108626198	HG00180	FIN	EUR	female
HG00181	0.05341488	Low	9.105431309904152	HG00181	FIN	EUR	male
HG00182	0.2583898099999999	Low	16.972843450479232	HG00182	FIN	EUR	male
HG00183	0.1387315849999999	Low	12.26038338658147	HG00183	FIN	EUR	male
HG00185	0.287932	Low	18.410543130990416	HG00185	FIN	EUR	male
HG00186	0.70663903	Intermediate	45.88658146964856	HG00186	FIN	EUR	male
HG00187	0.3029549199999999	Low	18.80990415335463	HG00187	FIN	EUR	male
HG00188	0.4039828299999999	Intermediate	24.281150159744406	HG00188	FIN	EUR	male
HG00189	0.28029839	Low	17.89137380191693	HG00189	FIN	EUR	male
HG00190	0.3675448799999999	Intermediate	21.84504792332268	HG00190	FIN	EUR	male
HG00231	0.11203263345	Low	11.182108626198085	HG00231	GBR	EUR	female
HG00232	0.238545847	Low	16.054313099041533	HG00232	GBR	EUR	female
HG00233	0.12515099	Low	11.701277955271564	HG00233	GBR	EUR	female
HG00234	-0.3806906799999999	Low	1.1182108626198082	HG00234	GBR	EUR	male
HG00235	-0.362448617	Low	1.317891373801917	HG00235	GBR	EUR	female
HG00236	0.03957636	Low	8.586261980830672	HG00236	GBR	EUR	female
HG00237	-0.3645568350000001	Low	1.2380191693290734	HG00237	GBR	EUR	female
HG00238	0.59203416	Intermediate	36.022364217252395	HG00238	GBR	EUR	female
HG00239	0.5388203100000001	Intermediate	31.869009584664536	HG00239	GBR	EUR	female
HG00240	-0.0392722199999999	Low	6.230031948881789	HG00240	GBR	EUR	female
HG00242	-0.0546932499999999	Low	5.9904153354632586	HG00242	GBR	EUR	male
HG00243	-0.5602509820000001	Low	0.0399361022364217	HG00243	GBR	EUR	male
HG00244	0.31571264	Low	19.528753993610223	HG00244	GBR	EUR	male
HG00245	-0.1742243299999999	Low	3.4345047923322687	HG00245	GBR	EUR	female
HG00246	0.7310668	Intermediate	47.92332268370607	HG00246	GBR	EUR	male
HG00250	0.3525568419999998	Intermediate	21.3258785942492	HG00250	GBR	EUR	female
HG00251	-0.3977088611000001	Low	0.8386581469648562	HG00251	GBR	EUR	male
HG00252	-0.0369254	Low	6.2699680511182105	HG00252	GBR	EUR	male
HG00253	0.15952022	Low	12.819488817891376	HG00253	GBR	EUR	female
HG00254	0.7374517715000001	Intermediate	48.602236421725244	HG00254	GBR	EUR	female
HG00255	0.3970175999999999	Intermediate	23.642172523961666	HG00255	GBR	EUR	female
HG00256	0.20582066	Low	14.656549520766774	HG00256	GBR	EUR	male
HG00257	-0.0527937844	Low	6.1102236421725244	HG00257	GBR	EUR	female
HG00258	0.270078139	Low	17.172523961661344	HG00258	GBR	EUR	female
HG00259	0.1174799999999999	Low	11.38178913738019	HG00259	GBR	EUR	female
HG00260	0.3959159939999999	Intermediate	23.522364217252395	HG00260	GBR	EUR	male
HG00261	-0.1298117325999999	Low	4.233226837060703	HG00261	GBR	EUR	female
HG00262	0.12742197	Low	11.821086261980833	HG00262	GBR	EUR	female
HG00263	-0.07410356	Low	5.710862619808307	HG00263	GBR	EUR	female
HG00264	0.0876932599999999	Low	10.42332268370607	HG00264	GBR	EUR	male
HG00265	-0.46826279	Low	0.3993610223642172	HG00265	GBR	EUR	male
HG00266	0.3092705868999999	Low	19.049520766773163	HG00266	FIN	EUR	female
HG00267	0.24199446	Low	16.293929712460063	HG00267	FIN	EUR	male
HG00268	-0.1155775499999999	Low	4.712460063897764	HG00268	FIN	EUR	female
HG00269	0.05980793	Low	9.345047923322683	HG00269	FIN	EUR	female
HG00271	0.50471982	Intermediate	29.39297124600639	HG00271	FIN	EUR	male
HG00272	-0.02325379	Low	6.7891373801916926	HG00272	FIN	EUR	female
HG00273	-0.438448389	Low	0.4792332268370607	HG00273	FIN	EUR	male
HG00274	0.7063999919999998	Intermediate	45.846645367412144	HG00274	FIN	EUR	female
HG00275	0.3479915549999999	Intermediate	21.16613418530352	HG00275	FIN	EUR	female
HG00276	0.12429492	Low	11.661341853035143	HG00276	FIN	EUR	female
HG00277	-0.00078206	Low	7.5479233226837055	HG00277	FIN	EUR	male
HG00278	-0.13931037	Low	3.873801916932907	HG00278	FIN	EUR	male
HG00280	-0.1205616299999999	Low	4.512779552715656	HG00280	FIN	EUR	male
HG00281	-0.3402750709999999	Low	1.477635782747604	HG00281	FIN	EUR	female
HG00282	0.07296984	Low	9.824281150159743	HG00282	FIN	EUR	female
HG00284	0.2464660199999999	Low	16.49361022364217	HG00284	FIN	EUR	male
HG00285	0.2541845699999999	Low	16.813099041533548	HG00285	FIN	EUR	female
HG00288	0.386958286	Intermediate	22.963258785942493	HG00288	FIN	EUR	female
HG00290	0.2450696099999999	Low	16.373801916932905	HG00290	FIN	EUR	male
HG00304	0.224767257	Low	15.215654952076676	HG00304	FIN	EUR	female
HG00306	0.13811735	Low	12.140575079872203	HG00306	FIN	EUR	female
HG00308	0.1777647499999999	Low	13.578274760383383	HG00308	FIN	EUR	male
HG00309	0.1384496899999999	Low	12.180511182108626	HG00309	FIN	EUR	female
HG00310	0.19782958	Low	14.496805111821088	HG00310	FIN	EUR	male
HG00311	-0.18417553	Low	3.2747603833865817	HG00311	FIN	EUR	male
HG00313	0.35604267	Intermediate	21.445686900958467	HG00313	FIN	EUR	female
HG00315	-0.02255311	Low	6.869009584664537	HG00315	FIN	EUR	female
HG00318	0.2742243999999999	Low	17.531948881789138	HG00318	FIN	EUR	female
HG00319	0.50043605	Intermediate	29.11341853035144	HG00319	FIN	EUR	female
HG00320	-0.13848173	Low	3.993610223642172	HG00320	FIN	EUR	female
HG00321	0.57726627	Intermediate	34.82428115015975	HG00321	FIN	EUR	male
HG00323	0.32643989	Intermediate	20.08785942492013	HG00323	FIN	EUR	female
HG00324	0.24699552	Low	16.573482428115017	HG00324	FIN	EUR	female
HG00325	0.2161709860000001	Low	14.976038338658146	HG00325	FIN	EUR	male
HG00326	-0.0065060979999999	Low	7.388178913738019	HG00326	FIN	EUR	female
HG00327	0.2284382699999999	Low	15.535143769968052	HG00327	FIN	EUR	female
HG00328	0.2415895099999999	Low	16.25399361022364	HG00328	FIN	EUR	female
HG00329	0.3868410799999999	Intermediate	22.923322683706072	HG00329	FIN	EUR	male
HG00330	0.22661301	Low	15.335463258785945	HG00330	FIN	EUR	female
HG00331	0.3505645500000001	Intermediate	21.28594249201278	HG00331	FIN	EUR	female
HG00332	0.00678672	Low	7.747603833865814	HG00332	FIN	EUR	female
HG00334	-0.01289236	Low	7.1086261980830665	HG00334	FIN	EUR	female
HG00335	-0.1480733799999999	Low	3.8338658146964857	HG00335	FIN	EUR	male
HG00336	0.4396432040000001	Intermediate	26.03833865814697	HG00336	FIN	EUR	male
HG00337	0.1329444739999999	Low	11.980830670926515	HG00337	FIN	EUR	female
HG00338	0.48856316	Intermediate	28.394568690095845	HG00338	FIN	EUR	male
HG00339	-0.33247059	Low	1.6373801916932909	HG00339	FIN	EUR	female
HG00341	0.783443168	Intermediate	52.1964856230032	HG00341	FIN	EUR	male
HG00342	0.1341220699999999	Low	12.06070287539936	HG00342	FIN	EUR	male
HG00343	0.1205704699999999	Low	11.461661341853036	HG00343	FIN	EUR	female
HG00344	-0.4128509099999999	Low	0.7188498402555911	HG00344	FIN	EUR	female
HG00345	0.1037007499999999	Low	10.942492012779551	HG00345	FIN	EUR	male
HG00346	-0.193342869	Low	3.1549520766773163	HG00346	FIN	EUR	female
HG00349	-0.2856059699999999	Low	2.196485623003195	HG00349	FIN	EUR	female
HG00350	0.44746456	Intermediate	26.71725239616613	HG00350	FIN	EUR	female
HG00351	0.661159528	Intermediate	41.49361022364217	HG00351	FIN	EUR	male
HG00353	0.2253936199999999	Low	15.2555910543131	HG00353	FIN	EUR	female
HG00355	-0.0135543239999999	Low	7.068690095846645	HG00355	FIN	EUR	female
HG00356	-0.0904142799999999	Low	5.1916932907348246	HG00356	FIN	EUR	female
HG00357	0.11469053	Low	11.301916932907348	HG00357	FIN	EUR	female
HG00358	-0.11747022	Low	4.63258785942492	HG00358	FIN	EUR	male
HG00360	0.2707289789999999	Low	17.252396166134183	HG00360	FIN	EUR	male
HG00361	0.1614500999999999	Low	12.939297124600635	HG00361	FIN	EUR	female
HG00362	-0.0518874509999999	Low	6.1501597444089455	HG00362	FIN	EUR	female
HG00364	0.16534981	Low	13.099041533546329	HG00364	FIN	EUR	female
HG00365	0.0760166799999999	Low	9.94408945686901	HG00365	FIN	EUR	female
HG00366	0.22551662	Low	15.295527156549522	HG00366	FIN	EUR	male
HG00367	0.09284843	Low	10.6629392971246	HG00367	FIN	EUR	female
HG00368	-0.0295123999999999	Low	6.469648562300319	HG00368	FIN	EUR	female
HG00369	0.23899622	Low	16.094249201277954	HG00369	FIN	EUR	male
HG00371	0.24066027	Low	16.134185303514375	HG00371	FIN	EUR	male
HG00372	0.0855802299999999	Low	10.263578274760384	HG00372	FIN	EUR	male
HG00373	0.572696175	Intermediate	34.46485623003195	HG00373	FIN	EUR	female
HG00375	0.072549343	Low	9.784345047923322	HG00375	FIN	EUR	male
HG00376	-0.0972407099999999	Low	5.031948881789138	HG00376	FIN	EUR	female
HG00378	0.62500685	Intermediate	38.65814696485623	HG00378	FIN	EUR	female
HG00379	0.0565346879999999	Low	9.26517571884984	HG00379	FIN	EUR	female
HG00380	0.1741715399999999	Low	13.4185303514377	HG00380	FIN	EUR	female
HG00381	0.2590891600000001	Low	17.012779552715653	HG00381	FIN	EUR	female
HG00382	0.26772372	Low	17.13258785942492	HG00382	FIN	EUR	male
HG00383	0.140898938	Low	12.420127795527156	HG00383	FIN	EUR	female
HG00384	0.1849943999999999	Low	13.89776357827476	HG00384	FIN	EUR	female
HG00403	0.9095823	Intermediate	66.1741214057508	HG00403	CHS	EAS	male
HG00404	0.8546204369999999	Intermediate	58.86581469648562	HG00404	CHS	EAS	female
HG00406	0.6872109500000001	Intermediate	43.65015974440895	HG00406	CHS	EAS	male
HG00407	0.6875682999999999	Intermediate	43.73003194888179	HG00407	CHS	EAS	female
HG00409	0.53673049	Intermediate	31.549520766773163	HG00409	CHS	EAS	male
HG00410	1.07640804	High	83.86581469648561	HG00410	CHS	EAS	female
HG00419	0.7004456000000001	Intermediate	45.20766773162939	HG00419	CHS	EAS	female
HG00421	1.02517401	Intermediate	79.35303514376997	HG00421	CHS	EAS	male
HG00422	1.033486766	Intermediate	79.99201277955271	HG00422	CHS	EAS	female
HG00428	1.0500860400000005	High	81.58945686900958	HG00428	CHS	EAS	female
HG00436	1.0886743600000004	High	85.02396166134186	HG00436	CHS	EAS	male
HG00437	0.956274182	Intermediate	71.52555910543131	HG00437	CHS	EAS	female
HG00442	0.76594109	Intermediate	50.75878594249201	HG00442	CHS	EAS	male
HG00443	0.54289914	Intermediate	32.3482428115016	HG00443	CHS	EAS	female
HG00445	0.7604136199999998	Intermediate	50.23961661341853	HG00445	CHS	EAS	male
HG00446	0.92321228	Intermediate	67.61182108626198	HG00446	CHS	EAS	female
HG00448	0.4276717699999998	Intermediate	25.399361022364214	HG00448	CHS	EAS	male
HG00449	0.54015271	Intermediate	32.06869009584665	HG00449	CHS	EAS	female
HG00451	0.80554229	Intermediate	53.79392971246006	HG00451	CHS	EAS	male
HG00452	0.8235037500000002	Intermediate	55.670926517571885	HG00452	CHS	EAS	female
HG00457	0.8721195399999999	Intermediate	61.142172523961655	HG00457	CHS	EAS	male
HG00458	0.72305494	Intermediate	47.40415335463259	HG00458	CHS	EAS	female
HG00463	0.5939865599999998	Intermediate	36.14217252396166	HG00463	CHS	EAS	male
HG00464	0.93532854	Intermediate	69.08945686900958	HG00464	CHS	EAS	female
HG00472	0.98571026	Intermediate	75.11980830670927	HG00472	CHS	EAS	male
HG00473	0.8125182949999998	Intermediate	54.71246006389776	HG00473	CHS	EAS	female
HG00475	0.66388359	Intermediate	41.69329073482428	HG00475	CHS	EAS	male
HG00476	0.783246012	Intermediate	52.07667731629393	HG00476	CHS	EAS	female
HG00478	0.9368254299999998	Intermediate	69.32907348242811	HG00478	CHS	EAS	male
HG00479	0.78012992	Intermediate	51.75718849840255	HG00479	CHS	EAS	female
HG00500	0.8545746599999999	Intermediate	58.78594249201278	HG00500	CHS	EAS	male
HG00513	1.6667039699999997	High	100.0	HG00513	CHS	EAS	female
HG00524	0.8525868400000001	Intermediate	58.54632587859425	HG00524	CHS	EAS	male
HG00525	0.96888203	Intermediate	73.3226837060703	HG00525	CHS	EAS	female
HG00530	0.9165749400000002	Intermediate	66.97284345047923	HG00530	CHS	EAS	male
HG00531	0.9613946000000002	Intermediate	72.40415335463258	HG00531	CHS	EAS	female
HG00533	0.56501498	Intermediate	33.58626198083067	HG00533	CHS	EAS	male
HG00534	1.02074421	Intermediate	78.95367412140575	HG00534	CHS	EAS	female
HG00536	1.11771378	High	87.38019169329073	HG00536	CHS	EAS	male
HG00537	1.13386877	High	89.1373801916933	HG00537	CHS	EAS	female
HG00542	0.45074436	Intermediate	26.797124600638977	HG00542	CHS	EAS	male
HG00543	0.5541664999999999	Intermediate	32.94728434504792	HG00543	CHS	EAS	female
HG00551	0.51767898	Intermediate	30.27156549520767	HG00551	PUR	AMR	female
HG00553	0.39127858	Intermediate	23.1629392971246	HG00553	PUR	AMR	male
HG00554	0.6547165299999997	Intermediate	40.69488817891374	HG00554	PUR	AMR	female
HG00556	1.020335537	Intermediate	78.8338658146965	HG00556	CHS	EAS	male
HG00557	1.11022155	High	86.98083067092651	HG00557	CHS	EAS	female
HG00559	0.93311736	Intermediate	68.65015974440894	HG00559	CHS	EAS	male
HG00560	0.6809427100000001	Intermediate	42.97124600638978	HG00560	CHS	EAS	female
HG00565	0.8258665600000001	Intermediate	56.03035143769968	HG00565	CHS	EAS	male
HG00566	0.4349362	Intermediate	25.798722044728432	HG00566	CHS	EAS	female
HG00580	0.565937973	Intermediate	33.78594249201278	HG00580	CHS	EAS	male
HG00581	0.55208347	Intermediate	32.82747603833866	HG00581	CHS	EAS	female
HG00583	0.3978502399999999	Intermediate	23.722044728434504	HG00583	CHS	EAS	male
HG00584	1.27748584	High	96.76517571884985	HG00584	CHS	EAS	female
HG00589	0.7652697999999999	Intermediate	50.67891373801917	HG00589	CHS	EAS	male
HG00590	1.41322834	High	99.20127795527156	HG00590	CHS	EAS	female
HG00592	0.92324493	Intermediate	67.65175718849841	HG00592	CHS	EAS	male
HG00593	0.95264896	Intermediate	71.08626198083067	HG00593	CHS	EAS	female
HG00595	0.8877344011	Intermediate	63.17891373801917	HG00595	CHS	EAS	male
HG00596	0.4836619439999999	Intermediate	28.23482428115016	HG00596	CHS	EAS	female
HG00598	0.99481061	Intermediate	75.99840255591054	HG00598	CHS	EAS	male
HG00599	0.8022313000000001	Intermediate	53.55431309904153	HG00599	CHS	EAS	female
HG00607	1.0025206699999998	Intermediate	76.91693290734824	HG00607	CHS	EAS	male
HG00608	0.8983485440000001	Intermediate	64.61661341853035	HG00608	CHS	EAS	female
HG00610	1.0059554	Intermediate	77.31629392971246	HG00610	CHS	EAS	male
HG00611	0.68083011	Intermediate	42.93130990415335	HG00611	CHS	EAS	female
HG00613	0.902664884	Intermediate	65.33546325878594	HG00613	CHS	EAS	male
HG00614	1.09858375	High	86.10223642172524	HG00614	CHS	EAS	female
HG00619	1.04589991	High	81.19009584664538	HG00619	CHS	EAS	male
HG00620	0.88755621	Intermediate	63.13897763578274	HG00620	CHS	EAS	female
HG00622	1.020554286	Intermediate	78.8738019169329	HG00622	CHS	EAS	male
HG00623	1.0148445799999997	Intermediate	78.39456869009584	HG00623	CHS	EAS	female
HG00625	1.20054378	High	93.65015974440894	HG00625	CHS	EAS	male
HG00626	0.542741864	Intermediate	32.308306709265175	HG00626	CHS	EAS	female
HG00628	0.7814686100000001	Intermediate	51.91693290734825	HG00628	CHS	EAS	male
HG00629	0.994296053	Intermediate	75.87859424920129	HG00629	CHS	EAS	female
HG00631	0.952297877	Intermediate	71.00638977635782	HG00631	CHS	EAS	male
HG00632	0.6919191499999998	Intermediate	44.129392971246006	HG00632	CHS	EAS	female
HG00634	0.9925476599999998	Intermediate	75.67891373801918	HG00634	CHS	EAS	male
HG00637	0.1862104299999999	Low	13.937699680511182	HG00637	PUR	AMR	male
HG00638	0.01065963	Low	7.907348242811501	HG00638	PUR	AMR	female
HG00640	0.3206458800000001	Low	19.80830670926517	HG00640	PUR	AMR	male
HG00641	0.40086406	Intermediate	24.12140575079872	HG00641	PUR	AMR	female
HG00650	0.97112221	Intermediate	73.60223642172524	HG00650	CHS	EAS	male
HG00651	0.8360571000000002	Intermediate	57.02875399361022	HG00651	CHS	EAS	female
HG00653	1.0596226000000002	High	82.34824281150159	HG00653	CHS	EAS	male
HG00654	0.975022056	Intermediate	74.24121405750799	HG00654	CHS	EAS	female
HG00656	1.0116205	Intermediate	78.03514376996804	HG00656	CHS	EAS	male
HG00657	0.6532196399999999	Intermediate	40.45527156549521	HG00657	CHS	EAS	female
HG00662	0.8226023499999997	Intermediate	55.55111821086262	HG00662	CHS	EAS	male
HG00663	0.7849266999999999	Intermediate	52.35623003194888	HG00663	CHS	EAS	female
HG00671	0.9487856699999998	Intermediate	70.68690095846645	HG00671	CHS	EAS	male
HG00672	0.9125601	Intermediate	66.41373801916933	HG00672	CHS	EAS	female
HG00674	1.1042895999999998	High	86.5814696485623	HG00674	CHS	EAS	male
HG00675	0.8748797679999999	Intermediate	61.46166134185304	HG00675	CHS	EAS	female
HG00683	1.0962889400000002	High	85.90255591054313	HG00683	CHS	EAS	male
HG00684	0.8198304	Intermediate	55.27156549520767	HG00684	CHS	EAS	female
HG00689	0.6737406199999999	Intermediate	42.37220447284345	HG00689	CHS	EAS	male
HG00690	0.80042547	Intermediate	53.43450479233227	HG00690	CHS	EAS	female
HG00692	1.01963592	Intermediate	78.6741214057508	HG00692	CHS	EAS	male
HG00693	0.6645369399999999	Intermediate	41.81309904153355	HG00693	CHS	EAS	female
HG00698	0.8185592300000001	Intermediate	55.191693290734825	HG00698	CHS	EAS	male
HG00699	0.8497413100000002	Intermediate	58.18690095846646	HG00699	CHS	EAS	female
HG00701	0.7040800799999999	Intermediate	45.48722044728434	HG00701	CHS	EAS	male
HG00704	0.7525515610000001	Intermediate	49.72044728434505	HG00704	CHS	EAS	male
HG00705	0.8736073560000003	Intermediate	61.2220447284345	HG00705	CHS	EAS	female
HG00707	0.6230969705699999	Intermediate	38.53833865814696	HG00707	CHS	EAS	male
HG00708	0.24978279	Low	16.65335463258786	HG00708	CHS	EAS	female
HG00717	1.28745339	High	97.20447284345047	HG00717	CHS	EAS	female
HG00728	0.5328006599999999	Intermediate	31.34984025559105	HG00728	CHS	EAS	male
HG00729	0.9360415300000002	Intermediate	69.129392971246	HG00729	CHS	EAS	female
HG00731	0.401666336	Intermediate	24.201277955271568	HG00731	PUR	AMR	male
HG00732	0.6292214600000001	Intermediate	38.93769968051119	HG00732	PUR	AMR	female
HG00734	0.2525260678	Low	16.773162939297126	HG00734	PUR	AMR	female
HG00736	0.394094838	Intermediate	23.362619808306707	HG00736	PUR	AMR	male
HG00737	0.684529193	Intermediate	43.41054313099041	HG00737	PUR	AMR	female
HG00739	0.1826458999999999	Low	13.817891373801915	HG00739	PUR	AMR	male
HG00740	0.20404091	Low	14.616613418530353	HG00740	PUR	AMR	female
HG00742	0.08087281	Low	10.103833865814696	HG00742	PUR	AMR	male
HG00743	0.8054217199999999	Intermediate	53.75399361022364	HG00743	PUR	AMR	female
HG00759	0.96889881	Intermediate	73.3626198083067	HG00759	CDX	EAS	female
HG00766	1.1049292229999996	High	86.62140575079871	HG00766	CDX	EAS	female
HG00844	1.1478678750000002	High	89.93610223642172	HG00844	CDX	EAS	male
HG00851	1.16820222	High	91.7332268370607	HG00851	CDX	EAS	female
HG00864	0.9707367	Intermediate	73.5223642172524	HG00864	CDX	EAS	female
HG00867	0.59047899	Intermediate	35.94249201277955	HG00867	CDX	EAS	female
HG00879	0.7127340499999999	Intermediate	46.56549520766774	HG00879	CDX	EAS	female
HG00881	0.7279888700000001	Intermediate	47.64376996805112	HG00881	CDX	EAS	male
HG00956	1.0269063160000005	Intermediate	79.51277955271566	HG00956	CDX	EAS	female
HG00978	1.1476098599999998	High	89.89616613418531	HG00978	CDX	EAS	female
HG00982	0.5916038099999998	Intermediate	35.98242811501598	HG00982	CDX	EAS	male
HG01028	0.8650194999999998	Intermediate	60.26357827476039	HG01028	CDX	EAS	male
HG01029	0.8545698700000001	Intermediate	58.74600638977636	HG01029	CDX	EAS	female
HG01031	0.8843292999999999	Intermediate	62.85942492012779	HG01031	CDX	EAS	male
HG01046	1.11463089	High	87.1405750798722	HG01046	CDX	EAS	female
HG01047	0.24148623	Low	16.21405750798722	HG01047	PUR	AMR	male
HG01048	0.1682376049999999	Low	13.258785942492011	HG01048	PUR	AMR	male
HG01049	0.6015911199999999	Intermediate	36.74121405750799	HG01049	PUR	AMR	female
HG01051	0.4161122	Intermediate	25.0	HG01051	PUR	AMR	male
HG01052	0.8895300100000002	Intermediate	63.33865814696485	HG01052	PUR	AMR	female
HG01054	0.12120989	Low	11.501597444089455	HG01054	PUR	AMR	male
HG01055	-0.182335298	Low	3.3146964856230032	HG01055	PUR	AMR	female
HG01058	0.3786261199999999	Intermediate	22.48402555910543	HG01058	PUR	AMR	female
HG01060	-0.102367702	Low	4.832268370607029	HG01060	PUR	AMR	male
HG01061	0.3714619699999999	Intermediate	22.164536741214057	HG01061	PUR	AMR	female
HG01063	0.58738114	Intermediate	35.623003194888184	HG01063	PUR	AMR	male
HG01064	0.94101436	Intermediate	69.80830670926518	HG01064	PUR	AMR	female
HG01066	0.5691009119999997	Intermediate	34.06549520766774	HG01066	PUR	AMR	male
HG01067	0.4623088399999999	Intermediate	27.43610223642173	HG01067	PUR	AMR	female
HG01069	0.7336599629999999	Intermediate	48.08306709265175	HG01069	PUR	AMR	male
HG01070	0.00025864	Low	7.587859424920127	HG01070	PUR	AMR	female
HG01072	0.4961238599999999	Intermediate	28.793929712460063	HG01072	PUR	AMR	male
HG01073	0.194631003	Low	14.416932907348242	HG01073	PUR	AMR	female
HG01075	0.5829203700000001	Intermediate	35.3035143769968	HG01075	PUR	AMR	male
HG01077	0.3255726340000001	Low	20.007987220447284	HG01077	PUR	AMR	female
HG01079	0.4347557799999999	Intermediate	25.75878594249201	HG01079	PUR	AMR	male
HG01080	0.26010641	Low	17.052715654952078	HG01080	PUR	AMR	female
HG01082	0.4596593699999999	Intermediate	27.316293929712455	HG01082	PUR	AMR	male
HG01083	0.40166057	Intermediate	24.161341853035143	HG01083	PUR	AMR	female
HG01085	0.696832061	Intermediate	44.64856230031949	HG01085	PUR	AMR	male
HG01086	0.21826414	Low	15.015974440894569	HG01086	PUR	AMR	female
