IID	PRS	Risk_Group	pop	super_pop	gender
HG01494	-3.4284524	Intermediate	CLM	AMR	male
HG01495	-2.9305645	Intermediate	CLM	AMR	female
HG01497	-4.029151	Low	CLM	AMR	male
HG01498	-3.5270624999999995	Intermediate	CLM	AMR	female
HG01500	-2.1764413	Intermediate	IBS	EUR	male
HG01501	-0.8247665000000002	High	IBS	EUR	female
HG01503	-2.554627700000001	Intermediate	IBS	EUR	male
HG01504	-2.5497858	Intermediate	IBS	EUR	female
HG01506	-2.2205523000000005	Intermediate	IBS	EUR	male
HG01507	-2.3000709	Intermediate	IBS	EUR	female
HG01509	-4.456447899999999	Low	IBS	EUR	male
HG01510	-1.5038543999999998	Intermediate	IBS	EUR	female
HG01512	-2.5707621	Intermediate	IBS	EUR	male
HG01513	-2.2564177	Intermediate	IBS	EUR	female
HG01515	-3.618780399999999	Low	IBS	EUR	male
HG01516	-4.394355200000001	Low	IBS	EUR	female
HG01518	-3.3935198	Intermediate	IBS	EUR	male
HG01519	-3.058338499999999	Intermediate	IBS	EUR	female
HG01521	-5.036680699999999	Low	IBS	EUR	male
HG01522	-2.1608874	Intermediate	IBS	EUR	female
HG01524	-3.750947699999999	Low	IBS	EUR	male
HG01525	-3.694720760000001	Low	IBS	EUR	female
HG01527	-2.2030876	Intermediate	IBS	EUR	male
HG01528	-4.4619831	Low	IBS	EUR	female
HG01530	-3.5651913	Low	IBS	EUR	male
HG01531	-2.4024818709999995	Intermediate	IBS	EUR	female
HG01536	-3.1608689	Intermediate	IBS	EUR	male
HG01537	-2.2337013000000008	Intermediate	IBS	EUR	female
HG01550	-3.859015440000001	Low	CLM	AMR	male
HG01551	-2.0914024	Intermediate	CLM	AMR	female
HG01556	-3.34041454	Intermediate	CLM	AMR	male
HG01565	-2.7880183000000005	Intermediate	PEL	AMR	male
HG01566	-2.2327279099999995	Intermediate	PEL	AMR	female
HG01571	-2.681348500000001	Intermediate	PEL	AMR	male
HG01572	-2.732814261	Intermediate	PEL	AMR	female
HG01577	-3.5009652000000004	Intermediate	PEL	AMR	male
HG01578	-1.22402704	High	PEL	AMR	female
HG01583	-1.9606945	Intermediate	PJL	SAS	male
HG01586	-0.3912555000000004	High	PJL	SAS	male
HG01589	-2.0164552	Intermediate	PJL	SAS	male
HG01593	-1.6345949000000006	Intermediate	PJL	SAS	female
HG01595	-3.7346155000000008	Low	KHV	EAS	female
HG01596	-3.4978996	Intermediate	KHV	EAS	male
HG01597	-3.9428572	Low	KHV	EAS	female
HG01598	-2.5087467999999995	Intermediate	KHV	EAS	female
HG01599	-2.3718636	Intermediate	KHV	EAS	female
HG01600	-3.056071200000001	Intermediate	KHV	EAS	female
HG01602	-2.958107000000001	Intermediate	IBS	EUR	female
HG01603	-2.995550549999999	Intermediate	IBS	EUR	male
HG01605	-1.4112928000000005	Intermediate	IBS	EUR	female
HG01606	-3.9612956000000006	Low	IBS	EUR	male
HG01607	-3.48237467	Intermediate	IBS	EUR	female
HG01608	-2.931751600000001	Intermediate	IBS	EUR	male
HG01610	-1.5780661000000002	Intermediate	IBS	EUR	male
HG01612	-4.1170483	Low	IBS	EUR	female
HG01613	-2.447319799999999	Intermediate	IBS	EUR	female
HG01615	-4.213693699999999	Low	IBS	EUR	male
HG01617	-2.0919651959999994	Intermediate	IBS	EUR	male
HG01618	-3.3712598900000006	Intermediate	IBS	EUR	female
HG01619	-2.5048998999999994	Intermediate	IBS	EUR	male
HG01620	-2.9214980000000006	Intermediate	IBS	EUR	female
HG01623	-3.1066679	Intermediate	IBS	EUR	female
HG01624	-2.3244508	Intermediate	IBS	EUR	male
HG01625	-1.455025	Intermediate	IBS	EUR	male
HG01626	-4.209089799999999	Low	IBS	EUR	female
HG01628	-3.1890874	Intermediate	IBS	EUR	female
HG01630	-4.4320965	Low	IBS	EUR	male
HG01631	-3.1745886	Intermediate	IBS	EUR	male
HG01632	-4.148838	Low	IBS	EUR	female
HG01668	-3.1998870699999995	Intermediate	IBS	EUR	female
HG01669	-2.5433002000000013	Intermediate	IBS	EUR	male
HG01670	-3.7167931999999992	Low	IBS	EUR	female
HG01672	-2.986267719999999	Intermediate	IBS	EUR	male
HG01673	-3.704010499999999	Low	IBS	EUR	female
HG01675	-3.3490631000000004	Intermediate	IBS	EUR	male
HG01676	-1.348177600000001	Intermediate	IBS	EUR	female
HG01678	-4.64554443	Low	IBS	EUR	male
HG01679	-3.2789992000000003	Intermediate	IBS	EUR	female
HG01680	-5.720842000000001	Low	IBS	EUR	male
HG01682	-5.2625321	Low	IBS	EUR	male
HG01684	-3.167521399999999	Intermediate	IBS	EUR	female
HG01685	-4.705771500000002	Low	IBS	EUR	female
HG01686	-1.8274541	Intermediate	IBS	EUR	male
HG01694	-2.9965907	Intermediate	IBS	EUR	male
HG01695	-3.590618300000001	Low	IBS	EUR	female
HG01697	-3.0688498	Intermediate	IBS	EUR	female
HG01699	-3.546754800000001	Intermediate	IBS	EUR	male
HG01700	-4.052858	Low	IBS	EUR	male
HG01702	-4.22586845	Low	IBS	EUR	female
HG01704	-2.4387367	Intermediate	IBS	EUR	female
HG01705	-2.138781	Intermediate	IBS	EUR	male
HG01707	-3.3773208999999995	Intermediate	IBS	EUR	female
HG01708	-4.040519000000001	Low	IBS	EUR	male
HG01709	-2.3478275900000005	Intermediate	IBS	EUR	male
HG01710	-3.4605896000000005	Intermediate	IBS	EUR	female
HG01746	-3.5551372699999995	Intermediate	IBS	EUR	female
HG01747	-2.7297362	Intermediate	IBS	EUR	male
HG01756	-2.210673	Intermediate	IBS	EUR	male
HG01757	-3.8964945000000006	Low	IBS	EUR	female
HG01761	-2.7891696	Intermediate	IBS	EUR	male
HG01762	-2.661434	Intermediate	IBS	EUR	female
HG01765	-1.9789481	Intermediate	IBS	EUR	male
HG01766	-3.15039118	Intermediate	IBS	EUR	female
HG01767	-3.47446452	Intermediate	IBS	EUR	male
HG01768	-3.5132761	Intermediate	IBS	EUR	female
HG01770	-1.1582478000000005	High	IBS	EUR	female
HG01771	-3.9120001	Low	IBS	EUR	male
HG01773	-1.9005631000000005	Intermediate	IBS	EUR	female
HG01775	-3.6575407	Low	IBS	EUR	male
HG01776	-3.1283574	Intermediate	IBS	EUR	female
HG01777	-4.1881077	Low	IBS	EUR	male
HG01779	-3.5455287	Intermediate	IBS	EUR	female
HG01781	-4.3698572	Low	IBS	EUR	male
HG01783	-2.3694256	Intermediate	IBS	EUR	male
HG01784	-5.3591929	Low	IBS	EUR	female
HG01785	-3.896496050000001	Low	IBS	EUR	male
HG01786	-3.3753256000000005	Intermediate	IBS	EUR	female
HG01789	-3.9090118	Low	GBR	EUR	male
HG01790	-1.9895226	Intermediate	GBR	EUR	female
HG01791	-2.562890200000001	Intermediate	GBR	EUR	male
HG01794	-3.4730633	Intermediate	CDX	EAS	female
HG01795	-2.4552671	Intermediate	CDX	EAS	female
HG01796	-2.182361661999999	Intermediate	CDX	EAS	female
HG01797	-3.0538756000000005	Intermediate	CDX	EAS	female
HG01798	-2.3657821	Intermediate	CDX	EAS	female
HG01799	-2.592730799999999	Intermediate	CDX	EAS	female
HG01800	-1.7648264	Intermediate	CDX	EAS	female
HG01801	-2.1415406000000003	Intermediate	CDX	EAS	female
HG01802	-3.038780350000001	Intermediate	CDX	EAS	female
HG01804	-3.3636326	Intermediate	CDX	EAS	female
HG01805	-3.0286392	Intermediate	CDX	EAS	female
HG01806	-2.99740187	Intermediate	CDX	EAS	female
HG01807	-3.292480487	Intermediate	CDX	EAS	female
HG01808	-3.3172706	Intermediate	CDX	EAS	female
HG01809	-3.0772612	Intermediate	CDX	EAS	female
HG01810	-2.6613064	Intermediate	CDX	EAS	male
HG01811	-2.5492375400000005	Intermediate	CDX	EAS	male
HG01812	-2.6031656200000004	Intermediate	CDX	EAS	female
HG01813	-2.595196	Intermediate	CDX	EAS	female
HG01815	-2.1700027500000005	Intermediate	CDX	EAS	female
HG01816	-3.2384352	Intermediate	CDX	EAS	male
HG01817	-2.6889108000000004	Intermediate	CDX	EAS	female
HG01840	-2.9285613	Intermediate	KHV	EAS	male
HG01841	-3.07062682	Intermediate	KHV	EAS	female
HG01842	-2.818502399999999	Intermediate	KHV	EAS	male
HG01843	-2.4729992	Intermediate	KHV	EAS	female
HG01844	-3.472315300000001	Intermediate	KHV	EAS	male
HG01845	-4.3445866	Low	KHV	EAS	female
HG01846	-3.734160600000001	Low	KHV	EAS	male
HG01847	-2.730727699999999	Intermediate	KHV	EAS	female
HG01848	-3.3026170000000006	Intermediate	KHV	EAS	female
HG01849	-2.204921500000001	Intermediate	KHV	EAS	male
HG01850	-3.4198351	Intermediate	KHV	EAS	female
HG01851	-4.1477643	Low	KHV	EAS	female
HG01852	-2.3324471999999994	Intermediate	KHV	EAS	male
HG01853	-2.1822308000000006	Intermediate	KHV	EAS	female
HG01855	-4.11573145	Low	KHV	EAS	female
HG01857	-3.81558322	Low	KHV	EAS	female
HG01858	-1.1931328200000009	High	KHV	EAS	female
HG01859	-3.2024555209999988	Intermediate	KHV	EAS	female
HG01860	-3.13020142	Intermediate	KHV	EAS	male
HG01861	-3.726621199999999	Low	KHV	EAS	male
HG01862	-2.3673625999999994	Intermediate	KHV	EAS	female
HG01863	-2.3960056	Intermediate	KHV	EAS	female
HG01864	-2.5981197	Intermediate	KHV	EAS	male
HG01865	-3.429828900000001	Intermediate	KHV	EAS	male
HG01866	-2.9582364	Intermediate	KHV	EAS	male
HG01867	-2.6353901500000005	Intermediate	KHV	EAS	male
HG01868	-2.5190035	Intermediate	KHV	EAS	female
HG01869	-2.97565187	Intermediate	KHV	EAS	female
HG01870	-3.2672481	Intermediate	KHV	EAS	female
HG01871	-3.5239172	Intermediate	KHV	EAS	female
HG01872	-3.8934023200000007	Low	KHV	EAS	male
HG01873	-2.9445721	Intermediate	KHV	EAS	male
HG01874	-1.9202513000000008	Intermediate	KHV	EAS	female
HG01878	-3.2222745	Intermediate	KHV	EAS	female
HG01879	-1.764478199999999	Intermediate	ACB	AFR	male
HG01880	-1.5109530000000009	Intermediate	ACB	AFR	female
HG01882	0.8916364000000008	High	ACB	AFR	male
HG01883	-1.3553409999999997	Intermediate	ACB	AFR	female
HG01885	-1.8341832	Intermediate	ACB	AFR	male
HG01886	-0.6646260700000004	High	ACB	AFR	female
HG01889	-0.7504847999999996	High	ACB	AFR	female
HG01890	-0.5012497999999994	High	ACB	AFR	male
HG01892	-3.225484600000001	Intermediate	PEL	AMR	male
HG01893	-2.9738930000000003	Intermediate	PEL	AMR	female
HG01894	-0.2285267000000004	High	ACB	AFR	female
HG01896	-0.2617595000000015	High	ACB	AFR	female
HG01912	-0.6150407999999997	High	ACB	AFR	male
HG01914	-0.5863817000000001	High	ACB	AFR	male
HG01915	-1.4662434	Intermediate	ACB	AFR	female
HG01917	-3.391218	Intermediate	PEL	AMR	male
HG01918	-4.2088732	Low	PEL	AMR	female
HG01920	-4.180332400000001	Low	PEL	AMR	male
HG01921	-3.4710983000000004	Intermediate	PEL	AMR	female
HG01923	-4.765693100000002	Low	PEL	AMR	male
HG01924	-3.275647	Intermediate	PEL	AMR	female
HG01926	-4.347202599999999	Low	PEL	AMR	male
HG01927	-4.168288800000001	Low	PEL	AMR	female
HG01932	-1.888264100000001	Intermediate	PEL	AMR	male
HG01933	-3.0618667000000004	Intermediate	PEL	AMR	female
HG01935	-3.7421521	Low	PEL	AMR	male
HG01936	-3.0182639	Intermediate	PEL	AMR	female
HG01938	-3.9893996	Low	PEL	AMR	male
HG01939	-4.4072666	Low	PEL	AMR	female
HG01941	-2.650936	Intermediate	PEL	AMR	male
HG01942	-3.0853233	Intermediate	PEL	AMR	female
HG01944	-3.143996699999999	Intermediate	PEL	AMR	male
HG01945	-4.0522625	Low	PEL	AMR	female
HG01947	-3.0667918	Intermediate	PEL	AMR	male
HG01948	-3.416816599999999	Intermediate	PEL	AMR	female
HG01950	-4.225495700000001	Low	PEL	AMR	male
HG01951	-3.8264488	Low	PEL	AMR	female
HG01953	-2.528713	Intermediate	PEL	AMR	male
HG01954	-3.91067581	Low	PEL	AMR	female
HG01956	-1.1252428199999995	High	ACB	AFR	female
HG01958	-2.7088588	Intermediate	ACB	AFR	female
HG01961	-4.0143851	Low	PEL	AMR	male
HG01965	-3.7353286	Low	PEL	AMR	female
HG01967	-2.9977708500000007	Intermediate	PEL	AMR	male
HG01968	-3.6160379	Low	PEL	AMR	female
HG01970	-2.9075999	Intermediate	PEL	AMR	male
HG01971	-3.895097899999999	Low	PEL	AMR	female
HG01973	-3.9669016	Low	PEL	AMR	female
HG01974	-3.1674999500000003	Intermediate	PEL	AMR	male
HG01976	-3.8619047	Low	PEL	AMR	female
HG01977	-3.1768452	Intermediate	PEL	AMR	male
HG01979	-4.150093909999999	Low	PEL	AMR	male
HG01980	-4.1836002	Low	PEL	AMR	female
HG01982	-3.8949735000000008	Low	PEL	AMR	male
HG01985	-0.7993195	High	ACB	AFR	female
HG01986	0.8201073999999999	High	ACB	AFR	male
HG01988	-3.273236850000001	Intermediate	ACB	AFR	male
HG01989	-1.08615838	High	ACB	AFR	female
HG01990	-1.74077925	Intermediate	ACB	AFR	male
HG01991	-4.314163400000001	Low	PEL	AMR	male
HG01992	-3.191001110000001	Intermediate	PEL	AMR	female
HG01997	-3.768505199999999	Low	PEL	AMR	female
HG02002	-2.8279505000000005	Intermediate	PEL	AMR	male
HG02003	-2.9420714	Intermediate	PEL	AMR	female
HG02006	-2.5256394	Intermediate	PEL	AMR	female
HG02008	-5.558169800000001	Low	PEL	AMR	male
HG02009	-0.8000329500000004	High	ACB	AFR	male
HG02010	-0.4943606000000006	High	ACB	AFR	female
HG02012	-1.0264738000000004	High	ACB	AFR	female
HG02013	-1.3071509000000006	Intermediate	ACB	AFR	male
HG02014	0.3834726000000003	High	ACB	AFR	male
HG02016	-2.2394822	Intermediate	KHV	EAS	female
HG02017	-2.8448439500000005	Intermediate	KHV	EAS	male
HG02019	-4.320900669999999	Low	KHV	EAS	female
HG02020	-2.506871	Intermediate	KHV	EAS	male
HG02023	-2.7828206000000004	Intermediate	KHV	EAS	male
HG02025	-3.4572139	Intermediate	KHV	EAS	female
HG02026	-4.0638266000000005	Low	KHV	EAS	male
HG02028	-2.751667800000001	Intermediate	KHV	EAS	female
HG02029	-1.5011654000000003	Intermediate	KHV	EAS	male
HG02031	-3.63478669	Low	KHV	EAS	female
HG02032	-3.780086100000001	Low	KHV	EAS	male
HG02035	-3.0510545	Intermediate	KHV	EAS	male
HG02040	-2.368474799999999	Intermediate	KHV	EAS	male
HG02047	-2.3679927	Intermediate	KHV	EAS	male
HG02048	-1.8362831999999991	Intermediate	KHV	EAS	female
HG02049	-3.8809617	Low	KHV	EAS	female
HG02050	-3.5673630000000003	Low	KHV	EAS	male
HG02051	-0.8548409999999996	High	ACB	AFR	male
HG02052	-1.0973042	High	ACB	AFR	female
HG02053	-1.0050985	High	ACB	AFR	male
HG02054	-0.2239388999999991	High	ACB	AFR	female
HG02057	-3.2418673999999994	Intermediate	KHV	EAS	female
HG02058	-3.5315917	Intermediate	KHV	EAS	male
HG02060	-2.499876579999999	Intermediate	KHV	EAS	female
HG02061	-3.2745796000000005	Intermediate	KHV	EAS	male
HG02064	-3.831601000000002	Low	KHV	EAS	male
HG02067	-3.3885618	Intermediate	KHV	EAS	male
HG02069	-1.8490482000000004	Intermediate	KHV	EAS	female
HG02070	-2.5805842	Intermediate	KHV	EAS	male
HG02072	-3.0726374999999995	Intermediate	KHV	EAS	female
HG02073	-3.6839312	Low	KHV	EAS	male
HG02075	-2.5767948	Intermediate	KHV	EAS	female
HG02076	-2.72462465	Intermediate	KHV	EAS	male
HG02078	-2.5153474	Intermediate	KHV	EAS	female
HG02079	-4.317007899999999	Low	KHV	EAS	male
HG02081	-3.348558499999999	Intermediate	KHV	EAS	female
HG02082	-1.7603885999999995	Intermediate	KHV	EAS	male
HG02084	-3.171756300000001	Intermediate	KHV	EAS	female
HG02085	-2.8457202999999995	Intermediate	KHV	EAS	male
HG02086	-3.466805800000001	Intermediate	KHV	EAS	female
HG02087	-3.0952977	Intermediate	KHV	EAS	female
HG02088	-2.9410699000000005	Intermediate	KHV	EAS	male
HG02089	-4.1007356	Low	PEL	AMR	female
HG02090	-4.8219553	Low	PEL	AMR	male
HG02095	-0.5719476000000003	High	ACB	AFR	female
HG02102	-3.7656049	Low	PEL	AMR	female
HG02104	-4.620323883000001	Low	PEL	AMR	male
HG02105	-3.565813	Low	PEL	AMR	female
HG02107	-2.1073044000000007	Intermediate	ACB	AFR	male
HG02108	-1.4491420000000002	Intermediate	ACB	AFR	female
HG02111	-1.1387206999999993	High	ACB	AFR	female
HG02113	-2.9218627999999995	Intermediate	KHV	EAS	female
HG02116	-2.789341899999999	Intermediate	KHV	EAS	male
HG02121	-2.8397243	Intermediate	KHV	EAS	female
HG02122	-4.0306431	Low	KHV	EAS	male
HG02127	-3.0063570000000004	Intermediate	KHV	EAS	female
HG02128	-1.6332962999999996	Intermediate	KHV	EAS	male
HG02130	-2.574186100000001	Intermediate	KHV	EAS	female
HG02131	-2.9236386	Intermediate	KHV	EAS	male
HG02133	-3.6795913	Low	KHV	EAS	female
HG02134	-2.5665399	Intermediate	KHV	EAS	male
HG02136	-4.957469229999998	Low	KHV	EAS	female
HG02137	-1.5171180999999996	Intermediate	KHV	EAS	male
HG02138	-3.6184565	Low	KHV	EAS	male
HG02139	-3.8067281	Low	KHV	EAS	female
HG02140	-2.953956399999999	Intermediate	KHV	EAS	female
HG02141	-3.2920788000000005	Intermediate	KHV	EAS	male
HG02142	-3.5321782	Intermediate	KHV	EAS	female
HG02143	0.7062045999999986	High	ACB	AFR	male
HG02144	-1.1222299000000002	High	ACB	AFR	female
HG02146	-3.6908351	Low	PEL	AMR	male
HG02147	-3.3535334000000003	Intermediate	PEL	AMR	female
HG02150	-2.9138051000000007	Intermediate	PEL	AMR	male
HG02151	-2.7010244	Intermediate	CDX	EAS	female
HG02152	-1.7572093999999996	Intermediate	CDX	EAS	female
HG02153	-1.7343672000000003	Intermediate	CDX	EAS	female
HG02154	-3.682996900000001	Low	CDX	EAS	female
HG02155	-2.4016278	Intermediate	CDX	EAS	female
HG02156	-3.4636357	Intermediate	CDX	EAS	female
HG02164	-2.6628656700000004	Intermediate	CDX	EAS	female
HG02165	-3.12452071	Intermediate	CDX	EAS	female
HG02166	-3.3167808999999995	Intermediate	CDX	EAS	female
HG02178	-3.01597608	Intermediate	CDX	EAS	female
HG02179	-1.7130784699999997	Intermediate	CDX	EAS	female
HG02180	-3.7457679	Low	CDX	EAS	female
HG02181	-2.6074806	Intermediate	CDX	EAS	female
HG02182	-3.7217653	Low	CDX	EAS	female
HG02184	-3.2736639999999992	Intermediate	CDX	EAS	female
HG02185	-1.72708128	Intermediate	CDX	EAS	female
HG02186	-2.3485077000000003	Intermediate	CDX	EAS	female
HG02187	-2.5627828000000004	Intermediate	CDX	EAS	female
HG02188	-2.97006423	Intermediate	CDX	EAS	female
HG02190	-2.2562851800000003	Intermediate	CDX	EAS	female
HG02215	-4.1999484	Low	GBR	EUR	female
HG02219	-4.253955499999999	Low	IBS	EUR	male
HG02220	-3.847594	Low	IBS	EUR	female
HG02221	-2.29308078	Intermediate	IBS	EUR	male
HG02223	-1.9842444	Intermediate	IBS	EUR	female
HG02224	-4.353969800000001	Low	IBS	EUR	male
HG02230	-3.4650543	Intermediate	IBS	EUR	female
HG02231	-3.9759316	Low	IBS	EUR	male
HG02232	-4.271347	Low	IBS	EUR	female
HG02233	-3.559029	Intermediate	IBS	EUR	male
HG02235	-2.5696558	Intermediate	IBS	EUR	female
HG02236	-3.5606790000000004	Intermediate	IBS	EUR	male
HG02238	-4.5956335	Low	IBS	EUR	male
HG02239	-2.9261367000000007	Intermediate	IBS	EUR	female
HG02250	-2.9724317000000005	Intermediate	CDX	EAS	male
HG02252	-3.1620710000000005	Intermediate	PEL	AMR	female
HG02253	-3.58544463	Low	PEL	AMR	male
HG02255	-0.4810040999999999	High	ACB	AFR	male
HG02256	-1.1300065100000003	High	ACB	AFR	female
HG02259	-3.5999267	Low	PEL	AMR	male
HG02260	-3.6367611000000006	Low	PEL	AMR	female
HG02262	-3.143865299999999	Intermediate	PEL	AMR	male
HG02265	-3.433853000000001	Intermediate	PEL	AMR	male
HG02266	-4.053059599999999	Low	PEL	AMR	female
HG02271	-3.2727205	Intermediate	PEL	AMR	male
HG02272	-3.946890399999999	Low	PEL	AMR	female
HG02274	-4.5076258000000005	Low	PEL	AMR	male
HG02275	-3.8429999	Low	PEL	AMR	female
HG02277	-3.1638568	Intermediate	PEL	AMR	male
HG02278	-2.3913164000000005	Intermediate	PEL	AMR	female
HG02281	0.1829810000000007	High	ACB	AFR	male
HG02282	0.0792519799999997	High	ACB	AFR	female
HG02283	-1.5533239000000003	Intermediate	ACB	AFR	male
HG02284	-0.9925846000000002	High	ACB	AFR	male
HG02285	-3.3213468399999995	Intermediate	PEL	AMR	male
HG02286	-2.6663154	Intermediate	PEL	AMR	female
HG02291	-3.5318087000000005	Intermediate	PEL	AMR	male
HG02292	-4.3033336	Low	PEL	AMR	female
HG02298	-3.889292199999999	Low	PEL	AMR	female
HG02299	-3.897732720000001	Low	PEL	AMR	male
HG02301	-2.606582399999999	Intermediate	PEL	AMR	female
HG02304	-2.956730799999999	Intermediate	PEL	AMR	male
HG02307	-0.6938701464000004	High	ACB	AFR	male
HG02308	-1.1610461	High	ACB	AFR	female
HG02309	0.2370764000000007	High	ACB	AFR	female
HG02312	-2.5452967	Intermediate	PEL	AMR	female
HG02314	-0.4055199	High	ACB	AFR	male
HG02315	-0.5357120999999991	High	ACB	AFR	female
HG02317	-0.9062300099999998	High	ACB	AFR	male
HG02318	-1.4325040999999996	Intermediate	ACB	AFR	female
HG02322	-0.6350202999999996	High	ACB	AFR	female
HG02323	-1.1337561000000005	High	ACB	AFR	male
HG02325	-1.4884802600000002	Intermediate	ACB	AFR	female
HG02330	-1.4626204	Intermediate	ACB	AFR	male
HG02332	-0.6692416999999999	High	ACB	AFR	male
HG02334	-2.7143829000000004	Intermediate	ACB	AFR	male
HG02337	0.7643513710000003	High	ACB	AFR	female
HG02339	-0.6878973000000006	High	ACB	AFR	female
HG02343	-0.5870623400000001	High	ACB	AFR	male
HG02345	-2.7568196	Intermediate	PEL	AMR	female
HG02348	-4.813698400000001	Low	PEL	AMR	female
HG02351	-2.5737116000000007	Intermediate	CDX	EAS	male
HG02353	-2.6353597	Intermediate	CDX	EAS	male
HG02355	-3.3030091	Intermediate	CDX	EAS	male
HG02356	-2.7444260000000007	Intermediate	CDX	EAS	male
HG02360	-3.7415837	Low	CDX	EAS	male
HG02364	-2.0223237000000003	Intermediate	CDX	EAS	male
HG02367	-3.5092429	Intermediate	CDX	EAS	male
HG02371	-2.2723280000000003	Intermediate	CDX	EAS	male
HG02373	-3.2769545000000004	Intermediate	CDX	EAS	male
HG02374	-2.8921963	Intermediate	CDX	EAS	male
HG02375	-2.3366806	Intermediate	CDX	EAS	male
HG02379	-3.857903560000001	Low	CDX	EAS	male
HG02380	-1.7155326000000002	Intermediate	CDX	EAS	male
HG02382	-2.809773900000001	Intermediate	CDX	EAS	male
HG02383	-2.86290153	Intermediate	CDX	EAS	male
HG02384	-1.8063460999999992	Intermediate	CDX	EAS	male
HG02385	-2.9097677	Intermediate	CDX	EAS	male
HG02386	-2.9642492	Intermediate	CDX	EAS	male
HG02389	-2.4873472000000003	Intermediate	CDX	EAS	male
HG02390	-2.7072521000000007	Intermediate	CDX	EAS	male
HG02391	-2.7040960000000003	Intermediate	CDX	EAS	male
HG02392	-2.94186991	Intermediate	CDX	EAS	male
HG02394	-3.486203330000001	Intermediate	CDX	EAS	male
HG02395	-2.3510937	Intermediate	CDX	EAS	male
HG02396	-3.087429310000001	Intermediate	CDX	EAS	male
HG02397	-3.1984077	Intermediate	CDX	EAS	male
HG02398	-2.763447900000001	Intermediate	CDX	EAS	male
HG02399	-3.0056729000000004	Intermediate	CDX	EAS	male
HG02401	-2.366733700000001	Intermediate	CDX	EAS	male
HG02402	-3.374468105	Intermediate	CDX	EAS	male
HG02406	-1.9165745	Intermediate	CDX	EAS	male
HG02407	-2.213001700000001	Intermediate	CDX	EAS	male
HG02408	-2.2462092	Intermediate	CDX	EAS	male
HG02409	-3.9899473	Low	CDX	EAS	male
HG02410	-2.4073076	Intermediate	CDX	EAS	male
HG02419	-2.0157461500000005	Intermediate	ACB	AFR	female
HG02420	-1.5433281	Intermediate	ACB	AFR	male
HG02425	-4.3680152	Low	PEL	AMR	female
HG02427	-0.6037672999999996	High	ACB	AFR	female
HG02429	-1.7649083999999997	Intermediate	ACB	AFR	male
HG02433	-2.2169229	Intermediate	ACB	AFR	male
HG02439	-1.5019745999999998	Intermediate	ACB	AFR	male
HG02442	-1.0282479000000009	High	ACB	AFR	male
HG02445	0.4686985100000003	High	ACB	AFR	male
HG02449	-0.3761783000000003	High	ACB	AFR	male
HG02450	-0.7572451000000002	High	ACB	AFR	female
HG02455	-0.7066181000000001	High	ACB	AFR	male
HG02461	-0.8008024199999997	High	GWD	AFR	male
HG02462	-1.5739598	Intermediate	GWD	AFR	female
HG02464	-1.0985094170000005	High	GWD	AFR	male
HG02465	-0.8612640999999999	High	GWD	AFR	female
HG02470	-0.9412207	High	ACB	AFR	male
HG02471	-0.1945223999999996	High	ACB	AFR	female
HG02476	-0.4390040000000002	High	ACB	AFR	female
HG02477	-1.0936018999999992	High	ACB	AFR	female
HG02479	-1.6154990999999996	Intermediate	ACB	AFR	female
HG02481	-0.9243262999999998	High	ACB	AFR	male
HG02484	0.3979430000000006	High	ACB	AFR	male
HG02485	-1.4134873	Intermediate	ACB	AFR	female
HG02489	-0.0361020000000002	High	ACB	AFR	male
HG02490	-2.9096934	Intermediate	PJL	SAS	male
HG02491	-4.0943053	Low	PJL	SAS	female
HG02493	-3.4319469300000005	Intermediate	PJL	SAS	male
HG02494	-2.2498738	Intermediate	PJL	SAS	female
HG02496	-1.9272437	Intermediate	ACB	AFR	male
HG02497	0.3472662999999995	High	ACB	AFR	female
HG02501	-2.3331378	Intermediate	ACB	AFR	male
HG02502	-1.4037458000000005	Intermediate	ACB	AFR	female
HG02505	-0.5829219099999994	High	ACB	AFR	female
HG02508	-1.5503948999999997	Intermediate	ACB	AFR	female
HG02511	-0.9683138	High	ACB	AFR	female
HG02512	-3.3016893300000003	Intermediate	KHV	EAS	male
HG02513	-3.1942621999999994	Intermediate	KHV	EAS	female
HG02521	-2.4729795	Intermediate	KHV	EAS	male
HG02522	-2.8519061	Intermediate	KHV	EAS	female
HG02536	-0.5642378100000001	High	ACB	AFR	male
HG02537	-0.8146910800000001	High	ACB	AFR	female
HG02541	-1.6612122	Intermediate	ACB	AFR	male
HG02545	-1.2394491	High	ACB	AFR	male
HG02546	-1.6379385999999998	Intermediate	ACB	AFR	female
HG02549	-2.032885	Intermediate	ACB	AFR	female
HG02554	-0.2620101999999997	High	ACB	AFR	male
HG02555	-0.0575729600000005	High	ACB	AFR	female
HG02557	-0.9745104390000006	High	ACB	AFR	male
HG02558	-0.7702573999999991	High	ACB	AFR	female
HG02561	0.3126410339999997	High	GWD	AFR	male
HG02562	-0.4175564999999995	High	GWD	AFR	female
HG02568	-0.5728600000000001	High	GWD	AFR	female
HG02570	-0.5821615899999992	High	GWD	AFR	male
HG02571	-1.647794399999999	Intermediate	GWD	AFR	female
HG02573	-0.6315404000000001	High	GWD	AFR	male
HG02574	-1.4002015	Intermediate	GWD	AFR	female
HG02577	-0.4903511999999999	High	ACB	AFR	female
HG02580	-2.6199234	Intermediate	ACB	AFR	female
HG02582	-1.6940125000000008	Intermediate	GWD	AFR	male
