IID	PRS
HG02138	-24.416200000000007
HG02139	-21.486899999999995
HG02140	-23.552599999999998
HG02141	-21.797899999999995
HG02142	-21.507300000000008
HG02143	-22.372899999999994
HG02144	-20.989599999999996
HG02146	-23.450199999999995
HG02147	-26.265899999999995
HG02150	-22.209399999999995
HG02151	-23.3911
HG02152	-21.8324
HG02153	-22.5688
HG02154	-21.998500000000003
HG02155	-21.4884
HG02156	-22.536300000000004
HG02164	-22.714199999999998
HG02165	-22.978800000000003
HG02166	-19.419600000000003
HG02178	-22.147399999999998
HG02179	-20.942899999999998
HG02180	-22.162100000000002
HG02181	-24.536200000000004
HG02182	-21.061499999999995
HG02184	-23.3895
HG02185	-21.767199999999995
HG02186	-21.521199999999993
HG02187	-23.178800000000003
HG02188	-21.173899999999996
HG02190	-20.0091
HG02215	-23.411399999999997
HG02219	-20.370400000000004
HG02220	-24.047800000000002
HG02221	-21.8689
HG02223	-22.128099999999993
HG02224	-19.65629999999999
HG02230	-19.6712
HG02231	-22.469000000000005
HG02232	-22.662300000000002
HG02233	-17.932199999999998
HG02235	-23.975999999999996
HG02236	-21.75399999999999
HG02238	-21.277900000000006
HG02239	-22.8522
HG02250	-21.581999999999994
HG02252	-20.668800000000008
HG02253	-20.697699999999994
HG02255	-23.0356
HG02256	-21.429500000000004
HG02259	-23.079800000000002
HG02260	-25.025100000000005
HG02262	-20.636199999999995
HG02265	-22.5817
HG02266	-23.548499999999997
HG02271	-23.449199999999998
HG02272	-26.316900000000004
HG02274	-24.4043
HG02275	-25.275400000000005
HG02277	-19.0774
HG02278	-24.9754
HG02281	-20.5188
HG02282	-21.249
HG02283	-22.062099999999997
HG02284	-20.9889
HG02285	-23.7162
HG02286	-22.171399999999995
HG02291	-23.9627
HG02292	-26.6275
HG02298	-25.3404
HG02299	-22.0006
HG02301	-25.232099999999996
HG02304	-23.423199999999998
HG02307	-22.360100000000003
HG02308	-26.071899999999996
HG02309	-23.861900000000002
HG02312	-23.203999999999994
HG02314	-21.747699999999995
HG02315	-20.300000000000004
HG02317	-19.6864
HG02318	-21.3407
HG02322	-23.543000000000003
HG02323	-20.438299999999998
HG02325	-21.714100000000002
HG02330	-21.999399999999994
HG02332	-21.088100000000004
HG02334	-20.9465
HG02337	-22.974999999999998
HG02339	-25.906900000000004
HG02343	-20.876600000000003
HG02345	-24.0262
HG02348	-22.047700000000003
HG02351	-22.594
HG02353	-20.5949
HG02355	-21.717999999999996
HG02356	-20.323599999999995
HG02360	-21.705200000000005
HG02364	-25.505500000000005
HG02367	-20.146399999999996
HG02371	-21.129600000000003
HG02373	-22.8602
HG02374	-21.853399999999993
HG02375	-21.615900000000003
HG02379	-20.540599999999998
HG02380	-19.540100000000002
HG02382	-20.926100000000005
HG02383	-22.562099999999997
HG02384	-21.007599999999993
HG02385	-21.0357
HG02386	-18.820500000000003
HG02389	-20.456400000000002
HG02390	-19.229499999999998
HG02391	-21.540300000000006
HG02392	-20.934
HG02394	-22.200099999999996
HG02395	-22.5325
HG02396	-20.512999999999998
HG02397	-24.817700000000002
HG02398	-20.657599999999995
HG02399	-19.2097
HG02401	-26.0426
HG02402	-22.765999999999995
HG02406	-23.3069
HG02407	-21.94300000000001
HG02408	-20.983200000000004
HG02409	-21.9966
HG02410	-23.6586
HG02419	-22.7585
HG02420	-23.02839999999999
HG02425	-22.772799999999997
HG02427	-19.6624
HG02429	-21.187200000000004
HG02433	-18.732800000000005
HG02439	-23.471600000000002
HG02442	-21.381800000000002
HG02445	-20.0425
HG02449	-20.629899999999996
HG02450	-22.646399999999993
HG02455	-20.245899999999995
HG02461	-21.811200000000003
HG02462	-19.3151
HG02464	-20.538399999999996
HG02465	-20.755
HG02470	-23.098700000000004
HG02471	-21.1702
HG02476	-20.208199999999998
HG02477	-20.046700000000005
HG02479	-20.799800000000005
HG02481	-23.8633
HG02484	-18.83320000000001
HG02485	-22.611500000000003
HG02489	-22.8637
HG02490	-23.275100000000002
HG02491	-19.500700000000002
HG02493	-20.8562
HG02494	-18.670599999999997
HG02496	-20.950499999999998
HG02497	-23.778000000000006
HG02501	-19.925099999999997
