Disease	PGS_ID	N	Mean_PRS	SD_PRS	Median_PRS	Min_PRS	Q1_PRS	Q3_PRS	Max_PRS	P20	P80	Missing_PRS
Parkinson's disease	PGS000903	2504	-21.812748801916932	1.7292725796463964	-21.777350000000002	-27.9456	-22.948700000000002	-20.596649999999997	-16.0893	-23.252799999999997	-20.33898	0
