IID	PRS	Risk_Group
HG02047	-2.3679927	Intermediate
HG02048	-1.8362831999999991	Intermediate
HG02049	-3.8809617	Low
HG02050	-3.5673630000000003	Low
HG02051	-0.8548409999999996	High
HG02052	-1.0973042	High
HG02053	-1.0050985	High
HG02054	-0.2239388999999991	High
HG02057	-3.2418673999999994	Intermediate
HG02058	-3.5315917	Intermediate
HG02060	-2.499876579999999	Intermediate
HG02061	-3.2745796000000005	Intermediate
HG02064	-3.831601000000002	Low
HG02067	-3.3885618	Intermediate
HG02069	-1.8490482000000004	Intermediate
HG02070	-2.5805842	Intermediate
HG02072	-3.0726374999999995	Intermediate
HG02073	-3.6839312	Low
HG02075	-2.5767948	Intermediate
HG02076	-2.72462465	Intermediate
HG02078	-2.5153474	Intermediate
HG02079	-4.317007899999999	Low
HG02081	-3.348558499999999	Intermediate
HG02082	-1.7603885999999995	Intermediate
HG02084	-3.171756300000001	Intermediate
HG02085	-2.8457202999999995	Intermediate
HG02086	-3.466805800000001	Intermediate
HG02087	-3.0952977	Intermediate
HG02088	-2.9410699000000005	Intermediate
HG02089	-4.1007356	Low
HG02090	-4.8219553	Low
HG02095	-0.5719476000000003	High
HG02102	-3.7656049	Low
HG02104	-4.620323883000001	Low
HG02105	-3.565813	Low
HG02107	-2.1073044000000007	Intermediate
HG02108	-1.4491420000000002	Intermediate
HG02111	-1.1387206999999993	High
HG02113	-2.9218627999999995	Intermediate
HG02116	-2.789341899999999	Intermediate
HG02121	-2.8397243	Intermediate
HG02122	-4.0306431	Low
HG02127	-3.0063570000000004	Intermediate
HG02128	-1.6332962999999996	Intermediate
HG02130	-2.574186100000001	Intermediate
HG02131	-2.9236386	Intermediate
HG02133	-3.6795913	Low
HG02134	-2.5665399	Intermediate
HG02136	-4.957469229999998	Low
HG02137	-1.5171180999999996	Intermediate
HG02138	-3.6184565	Low
HG02139	-3.8067281	Low
HG02140	-2.953956399999999	Intermediate
HG02141	-3.2920788000000005	Intermediate
HG02142	-3.5321782	Intermediate
HG02143	0.7062045999999986	High
HG02144	-1.1222299000000002	High
HG02146	-3.6908351	Low
HG02147	-3.3535334000000003	Intermediate
HG02150	-2.9138051000000007	Intermediate
HG02151	-2.7010244	Intermediate
HG02152	-1.7572093999999996	Intermediate
HG02153	-1.7343672000000003	Intermediate
HG02154	-3.682996900000001	Low
HG02155	-2.4016278	Intermediate
HG02156	-3.4636357	Intermediate
HG02164	-2.6628656700000004	Intermediate
HG02165	-3.12452071	Intermediate
HG02166	-3.3167808999999995	Intermediate
HG02178	-3.01597608	Intermediate
HG02179	-1.7130784699999997	Intermediate
HG02180	-3.7457679	Low
HG02181	-2.6074806	Intermediate
HG02182	-3.7217653	Low
HG02184	-3.2736639999999992	Intermediate
HG02185	-1.72708128	Intermediate
HG02186	-2.3485077000000003	Intermediate
HG02187	-2.5627828000000004	Intermediate
HG02188	-2.97006423	Intermediate
HG02190	-2.2562851800000003	Intermediate
HG02215	-4.1999484	Low
HG02219	-4.253955499999999	Low
HG02220	-3.847594	Low
HG02221	-2.29308078	Intermediate
HG02223	-1.9842444	Intermediate
HG02224	-4.353969800000001	Low
HG02230	-3.4650543	Intermediate
HG02231	-3.9759316	Low
HG02232	-4.271347	Low
HG02233	-3.559029	Intermediate
HG02235	-2.5696558	Intermediate
HG02236	-3.5606790000000004	Intermediate
HG02238	-4.5956335	Low
HG02239	-2.9261367000000007	Intermediate
HG02250	-2.9724317000000005	Intermediate
HG02252	-3.1620710000000005	Intermediate
HG02253	-3.58544463	Low
HG02255	-0.4810040999999999	High
HG02256	-1.1300065100000003	High
HG02259	-3.5999267	Low
HG02260	-3.6367611000000006	Low
HG02262	-3.143865299999999	Intermediate
HG02265	-3.433853000000001	Intermediate
HG02266	-4.053059599999999	Low
HG02271	-3.2727205	Intermediate
HG02272	-3.946890399999999	Low
HG02274	-4.5076258000000005	Low
HG02275	-3.8429999	Low
HG02277	-3.1638568	Intermediate
HG02278	-2.3913164000000005	Intermediate
HG02281	0.1829810000000007	High
HG02282	0.0792519799999997	High
HG02283	-1.5533239000000003	Intermediate
HG02284	-0.9925846000000002	High
HG02285	-3.3213468399999995	Intermediate
HG02286	-2.6663154	Intermediate
HG02291	-3.5318087000000005	Intermediate
HG02292	-4.3033336	Low
HG02298	-3.889292199999999	Low
HG02299	-3.897732720000001	Low
HG02301	-2.606582399999999	Intermediate
HG02304	-2.956730799999999	Intermediate
HG02307	-0.6938701464000004	High
HG02308	-1.1610461	High
HG02309	0.2370764000000007	High
HG02312	-2.5452967	Intermediate
HG02314	-0.4055199	High
HG02315	-0.5357120999999991	High
HG02317	-0.9062300099999998	High
HG02318	-1.4325040999999996	Intermediate
HG02322	-0.6350202999999996	High
HG02323	-1.1337561000000005	High
HG02325	-1.4884802600000002	Intermediate
HG02330	-1.4626204	Intermediate
HG02332	-0.6692416999999999	High
HG02334	-2.7143829000000004	Intermediate
HG02337	0.7643513710000003	High
HG02339	-0.6878973000000006	High
HG02343	-0.5870623400000001	High
HG02345	-2.7568196	Intermediate
HG02348	-4.813698400000001	Low
HG02351	-2.5737116000000007	Intermediate
HG02353	-2.6353597	Intermediate
HG02355	-3.3030091	Intermediate
HG02356	-2.7444260000000007	Intermediate
HG02360	-3.7415837	Low
HG02364	-2.0223237000000003	Intermediate
HG02367	-3.5092429	Intermediate
HG02371	-2.2723280000000003	Intermediate
HG02373	-3.2769545000000004	Intermediate
HG02374	-2.8921962999999997	Intermediate
HG02375	-2.3366805999999998	Intermediate
HG02379	-3.857903560000001	Low
HG02380	-1.7155326000000002	Intermediate
HG02382	-2.809773900000001	Intermediate
HG02383	-2.86290153	Intermediate
HG02384	-1.8063460999999992	Intermediate
HG02385	-2.9097677	Intermediate
HG02386	-2.9642492	Intermediate
HG02389	-2.4873472000000003	Intermediate
HG02390	-2.7072521000000007	Intermediate
HG02391	-2.7040960000000003	Intermediate
HG02392	-2.94186991	Intermediate
HG02394	-3.486203330000001	Intermediate
HG02395	-2.3510937	Intermediate
HG02396	-3.087429310000001	Intermediate
HG02397	-3.1984076999999997	Intermediate
HG02398	-2.763447900000001	Intermediate
HG02399	-3.0056729000000004	Intermediate
HG02401	-2.366733700000001	Intermediate
HG02402	-3.374468105	Intermediate
HG02406	-1.9165745	Intermediate
HG02407	-2.213001700000001	Intermediate
HG02408	-2.2462092	Intermediate
HG02409	-3.9899473	Low
HG02410	-2.4073076	Intermediate
HG02419	-2.0157461500000005	Intermediate
HG02420	-1.5433281	Intermediate
HG02425	-4.3680152	Low
HG02427	-0.6037672999999996	High
HG02429	-1.7649083999999997	Intermediate
HG02433	-2.2169229	Intermediate
HG02439	-1.5019745999999998	Intermediate
HG02442	-1.0282479000000009	High
HG02445	0.4686985100000003	High
HG02449	-0.3761783000000003	High
HG02450	-0.7572451000000002	High
HG02455	-0.7066181000000001	High
HG02461	-0.8008024199999997	High
HG02462	-1.5739598	Intermediate
HG02464	-1.0985094170000005	High
HG02465	-0.8612640999999999	High
HG02470	-0.9412207	High
HG02471	-0.1945223999999996	High
HG02476	-0.4390040000000002	High
HG02477	-1.0936018999999992	High
HG02479	-1.6154990999999996	Intermediate
HG02481	-0.9243262999999998	High
HG02484	0.3979430000000006	High
HG02485	-1.4134873	Intermediate
HG02489	-0.0361020000000002	High
HG02490	-2.9096934	Intermediate
HG02491	-4.0943053	Low
HG02493	-3.4319469300000005	Intermediate
HG02494	-2.2498738	Intermediate
HG02496	-1.9272437	Intermediate
HG02497	0.3472662999999995	High
HG02501	-2.3331378	Intermediate
HG02502	-1.4037458000000005	Intermediate
HG02505	-0.5829219099999994	High
HG02508	-1.5503948999999997	Intermediate
HG02511	-0.9683138	High
HG02512	-3.3016893300000003	Intermediate
HG02513	-3.1942621999999994	Intermediate
HG02521	-2.4729795	Intermediate
HG02522	-2.8519061	Intermediate
HG02536	-0.5642378100000001	High
HG02537	-0.8146910800000001	High
HG02541	-1.6612122	Intermediate
HG02545	-1.2394491	High
HG02546	-1.6379385999999998	Intermediate
HG02549	-2.032885	Intermediate
HG02554	-0.2620101999999997	High
HG02555	-0.0575729600000005	High
HG02557	-0.9745104390000006	High
HG02558	-0.7702573999999991	High
HG02561	0.3126410339999997	High
HG02562	-0.4175564999999995	High
HG02568	-0.5728600000000001	High
HG02570	-0.5821615899999992	High
HG02571	-1.647794399999999	Intermediate
HG02573	-0.6315404000000001	High
HG02574	-1.4002015	Intermediate
HG02577	-0.4903511999999999	High
HG02580	-2.6199234	Intermediate
HG02582	-1.6940125000000008	Intermediate
HG02583	-1.3465661	Intermediate
HG02585	-1.3323838	Intermediate
HG02586	-1.7509130599999998	Intermediate
HG02588	-1.3479088300000006	Intermediate
HG02589	-1.7227511999999996	Intermediate
HG02594	-1.9881277999999996	Intermediate
HG02595	-1.5190583250000005	Intermediate
HG02597	-1.9453468000000007	Intermediate
HG02600	-3.544574800000001	Intermediate
HG02601	-3.057526	Intermediate
HG02603	-2.4307275	Intermediate
HG02604	-2.4920032699999988	Intermediate
HG02610	-1.1271835	High
HG02611	-0.2989862910000003	High
HG02613	-1.7174260000000003	Intermediate
HG02614	-0.4290770000000005	High
HG02620	-1.7150435	Intermediate
HG02621	-1.8054484	Intermediate
HG02623	-1.3583489000000004	Intermediate
HG02624	-0.4528455	High
HG02628	-2.1334315900000003	Intermediate
HG02629	-0.9750452700000002	High
HG02634	-0.6371435999999993	High
HG02635	-0.4647921999999997	High
HG02642	-0.8410898999999995	High
HG02643	-0.9413212	High
HG02645	-2.034486859999999	Intermediate
HG02646	-1.4283169999999992	Intermediate
HG02648	-2.5587702999999995	Intermediate
HG02649	-4.8775754	Low
HG02651	-2.9833975	Intermediate
HG02652	-2.648844411	Intermediate
HG02654	-2.1301886999999997	Intermediate
HG02655	-1.4624103	Intermediate
HG02657	-2.8357423000000006	Intermediate
HG02658	-2.16163177	Intermediate
HG02660	-2.0651284100000007	Intermediate
HG02661	-2.5464266000000007	Intermediate
HG02666	-1.3319468999999995	Intermediate
HG02667	0.2599363299999997	High
HG02675	-0.17850865	High
HG02676	-0.7705723999999998	High
HG02678	-1.1868064999999997	High
HG02679	-1.7126917999999995	Intermediate
HG02681	-3.4562209000000004	Intermediate
HG02682	-2.6672038	Intermediate
HG02684	-2.696326200000001	Intermediate
HG02685	-2.7603091	Intermediate
HG02687	-2.0246189	Intermediate
HG02688	-3.0916879700000006	Intermediate
HG02690	-1.14615483	High
HG02691	-1.95993736	Intermediate
HG02694	-1.7471961000000007	Intermediate
HG02696	-2.896724	Intermediate
HG02697	-2.87689151	Intermediate
HG02699	-2.234983300000001	Intermediate
HG02700	-2.555414470000001	Intermediate
HG02702	-1.3582160999999997	Intermediate
HG02703	-0.4709338000000004	High
HG02715	-0.5744769000000002	High
HG02716	-1.9431029599999996	Intermediate
HG02721	-1.2438083999999998	High
HG02722	-2.1164184	Intermediate
HG02724	-3.8444914	Low
HG02725	-1.6221161	Intermediate
HG02727	-3.1128980000000004	Intermediate
HG02728	-2.5969474000000003	Intermediate
HG02731	-3.0039947500000013	Intermediate
HG02733	-2.996602899999999	Intermediate
HG02734	-1.9798088000000005	Intermediate
HG02736	-0.7706049000000005	High
HG02737	-1.4945841600000005	Intermediate
HG02756	-1.1129375999999995	High
HG02757	-0.7578043999999999	High
HG02759	-0.7169458	High
HG02760	-0.7023289800000003	High
HG02763	-0.1421048	High
HG02768	-0.7652615999999999	High
HG02769	0.2556471000000008	High
HG02771	-0.8891109000000007	High
HG02772	-1.1024098999999996	High
HG02774	-2.3096961999999994	Intermediate
HG02775	-3.533177030000001	Intermediate
HG02778	-2.5818121999999994	Intermediate
HG02780	-4.107705900000001	Low
HG02783	-1.8725324	Intermediate
HG02784	-2.8161000599999984	Intermediate
HG02786	-2.9549432	Intermediate
HG02787	-3.175053000000001	Intermediate
HG02789	-2.325514679999999	Intermediate
HG02790	-4.092627600000001	Low
HG02792	-3.107982	Intermediate
HG02793	-3.5430910999999994	Intermediate
HG02798	-1.7877881000000002	Intermediate
HG02799	-1.5712369999999996	Intermediate
HG02804	-1.777325629999999	Intermediate
HG02805	-1.1614204000000006	High
HG02807	-0.7842020999999999	High
HG02808	-1.5363993000000002	Intermediate
HG02810	-1.1899246999999995	High
HG02811	0.2740369499999998	High
HG02813	-1.1721174999999997	High
HG02814	-0.4976059000000002	High
HG02816	-0.9954718999999992	High
HG02817	-0.8488146000000002	High
HG02819	-1.7980147	Intermediate
HG02820	-0.9902868000000008	High
HG02836	-1.8461158	Intermediate
HG02837	-0.9912699999999997	High
HG02839	-1.581790299999999	Intermediate
HG02840	-1.1407504000000004	High
HG02851	-1.706990400000001	Intermediate
HG02852	-1.4996817700000005	Intermediate
HG02854	-1.8834985999999996	Intermediate
HG02855	-0.2753199700000005	High
HG02860	-1.74042969	Intermediate
HG02861	-1.4644997000000002	Intermediate
HG02870	-0.1305054900000003	High
HG02878	-1.5611061999999998	Intermediate
HG02879	-1.2400910999999994	High
HG02881	-1.3755158000000007	Intermediate
HG02882	-0.8708775800000004	High
HG02884	-1.41382021	Intermediate
HG02885	-1.9998961	Intermediate
HG02887	-0.6282503000000002	High
HG02888	-0.7409799000000001	High
HG02890	-0.3805109999999995	High
HG02891	-0.3750454699999996	High
HG02895	-1.102006000000001	High
HG02896	-2.0444267000000007	Intermediate
HG02922	-1.0896542000000005	High
HG02923	-0.8852599999999997	High
HG02938	-1.672968	Intermediate
HG02941	-1.8339123	Intermediate
HG02943	-0.4848882000000009	High
HG02944	-0.9427203000000004	High
HG02946	-0.4426268000000006	High
HG02947	-1.3152828999999997	Intermediate
HG02952	-1.6028458000000003	Intermediate
HG02953	-0.4972304900000004	High
HG02968	0.3971512	High
HG02970	-0.9533518999999994	High
HG02971	-1.2227894	High
HG02973	-0.6319276000000001	High
HG02974	-1.3479189	Intermediate
HG02976	0.0162662000000002	High
HG02977	0.0118454000000009	High
HG02979	-0.2643728000000007	High
HG02981	-0.5608106000000002	High
HG02982	-0.8418262999999997	High
HG02983	-2.7300321	Intermediate
HG03006	-2.8932422	Intermediate
HG03007	-2.2111776999999995	Intermediate
HG03009	-2.86098606	Intermediate
HG03012	-4.0196243	Low
HG03015	-3.58044111	Low
HG03016	-0.9627170999999995	High
HG03018	-2.2619632000000003	Intermediate
HG03019	-2.941723968	Intermediate
HG03021	-2.4868723200000007	Intermediate
HG03022	-4.763661300000002	Low
HG03024	-2.5852766	Intermediate
HG03025	-1.9373963000000003	Intermediate
HG03027	-1.2397812999999993	High
HG03028	-1.8729813000000008	Intermediate
HG03039	-1.8612691	Intermediate
HG03040	-1.0619589000000005	High
HG03045	-0.9856473	High
HG03046	-0.1346727500000005	High
HG03048	-1.81516195	Intermediate
HG03049	-1.2724173999999997	High
HG03052	-0.5760064000000006	High
HG03054	-0.4247011999999996	High
HG03055	-1.42609314	Intermediate
HG03057	-1.2788812000000005	High
HG03058	-1.8870636	Intermediate
HG03060	-1.0657749999999997	High
HG03061	-2.5195408	Intermediate
HG03063	-1.5729195000000007	Intermediate
HG03064	-0.3269660000000001	High
HG03066	-0.8356048	High
HG03069	-2.1438914	Intermediate
HG03072	0.1504433999999998	High
HG03073	-0.8152487999999997	High
HG03074	0.1671780000000003	High
HG03077	-1.2994120000000005	High
HG03078	0.1155658999999995	High
HG03079	-1.7603528000000002	Intermediate
HG03081	0.0461096000000002	High
HG03082	0.0914525000000001	High
HG03084	-1.8126734999999996	Intermediate
HG03085	-0.4059911100000002	High
HG03086	0.1320783099999997	High
HG03088	-0.8843666699999994	High
HG03091	-0.1191540999999997	High
HG03095	-1.8387178000000004	Intermediate
HG03096	-2.699129397999999	Intermediate
HG03097	-1.3349293000000009	Intermediate
HG03099	-0.6201585999999996	High
HG03100	-0.95571743	High
HG03103	0.2913904999999996	High
HG03105	-1.0049795	High
HG03108	-1.8535615	Intermediate
HG03109	-1.1248130600000008	High
HG03111	-2.2292809999999994	Intermediate
HG03112	-0.7463393999999997	High
HG03114	-1.3240761	Intermediate
HG03115	-1.7147860999999995	Intermediate
HG03117	-2.141545604	Intermediate
HG03118	0.6416496	High
HG03120	-1.4723621000000002	Intermediate
HG03121	-1.3782178000000005	Intermediate
HG03123	-0.9111292000000004	High
HG03124	-0.9053519	High
HG03126	-0.2349386000000002	High
HG03127	-1.9991666000000003	Intermediate
HG03129	-0.4331154000000002	High
HG03130	-2.2102779	Intermediate
HG03132	-1.4394313999999997	Intermediate
HG03133	-0.5701760000000002	High
HG03135	-0.8435139599999999	High
HG03136	-0.4323271000000004	High
HG03139	-1.5165676499999996	Intermediate
HG03157	-0.4535285999999996	High
HG03159	-0.8894652000000003	High
HG03160	-1.2183549999999996	High
HG03162	-0.0549371000000007	High
HG03163	-1.4027403999999997	Intermediate
HG03166	-0.2234542000000003	High
HG03168	-0.6243274999999998	High
HG03169	-1.1368787800000002	High
HG03172	-1.21278615	High
HG03175	-2.5486571	Intermediate
HG03189	-1.0175571	High
HG03190	-0.2287612400000003	High
HG03193	-1.1105216999999996	High
HG03195	-0.6860801439000002	High
HG03196	-1.1387568999999995	High
HG03198	-1.1833463800000008	High
HG03199	-1.3350433999999998	Intermediate
HG03202	-0.1533844900000007	High
HG03209	-0.7095694000000003	High
HG03212	-1.2524011999999998	High
HG03224	-0.5456301000000002	High
HG03225	-1.4548286999999998	Intermediate
HG03228	-2.16808606	Intermediate
HG03229	-3.2967107	Intermediate
HG03234	-4.188078200000001	Low
HG03235	-2.0936671	Intermediate
HG03237	-3.3939581000000003	Intermediate
HG03238	-2.1442479000000003	Intermediate
HG03240	-0.9847945000000004	High
HG03241	-0.5165871	High
HG03246	-1.0090729	High
HG03247	-0.85437028	High
HG03258	-1.5268239199999998	Intermediate
HG03259	-0.5716422	High
HG03265	-1.4496191660000002	Intermediate
HG03267	-2.870486	Intermediate
HG03268	-0.5505900999999997	High
HG03270	0.1773879999999996	High
HG03271	-1.0711411000000002	High
HG03279	-0.4980872999999998	High
HG03280	-1.5389303999999993	Intermediate
HG03291	-0.9078246	High
HG03294	0.6356669	High
HG03295	0.1841278799999992	High
HG03297	-0.0692319000000003	High
HG03298	-0.4494447000000006	High
HG03300	-0.4608876000000002	High
HG03301	-2.00973119	Intermediate
HG03303	-0.910337	High
HG03304	-0.2366611000000003	High
HG03311	-1.7030610000000008	Intermediate
HG03313	-1.415507145	Intermediate
HG03342	-0.6439049500000004	High
HG03343	0.0595169900000003	High
HG03351	-0.0805289999999993	High
HG03352	-1.7869886999999998	Intermediate
HG03354	0.5975308000000001	High
HG03363	-0.4336991000000007	High
HG03366	-1.3747322600000005	Intermediate
HG03367	-1.3063301000000007	Intermediate
HG03369	-1.0762507	High
HG03370	-0.7812283000000008	High
HG03372	-1.1201415000000008	High
HG03376	-1.4706531999999997	Intermediate
HG03378	-0.7987654999999997	High
HG03380	-0.75518	High
HG03382	-0.5015213000000008	High
HG03385	-1.7323963000000009	Intermediate
HG03388	-1.6210174499999996	Intermediate
HG03391	-1.827958	Intermediate
HG03394	0.4463439699999996	High
HG03397	-0.5838260000000006	High
HG03401	0.2248311000000004	High
HG03410	-0.6918858000000001	High
HG03419	-1.0470593600000002	High
HG03428	-1.1111503000000005	High
HG03432	-0.8272095399999997	High
HG03433	-0.8446427000000005	High
HG03436	-1.0165253999999997	High
HG03437	-1.4880890999999998	Intermediate
HG03439	-0.1858668999999999	High
HG03442	-1.1405179999999997	High
HG03445	-1.7102121999999995	Intermediate
HG03446	-2.1151546199999998	Intermediate
HG03449	-2.0794425000000003	Intermediate
HG03451	-1.82897054	Intermediate
HG03452	-1.5364431999999997	Intermediate
HG03455	-1.1029485	High
HG03457	-1.2054037999999998	High
HG03458	-0.6099850999999993	High
HG03460	-1.2574135000000004	High
HG03461	-0.7910187999999999	High
HG03464	-0.8871207000000001	High
HG03469	-2.5349096	Intermediate
HG03470	-0.9393569	High
HG03472	-2.2121191	Intermediate
HG03473	-1.4033834	Intermediate
HG03476	-2.0324051	Intermediate
HG03478	-1.5042132000000006	Intermediate
HG03479	-0.9365978	High
HG03484	-1.1009016	High
HG03485	-1.6131667999999997	Intermediate
HG03488	-2.121437200000001	Intermediate
HG03490	-2.116091000000001	Intermediate
HG03491	-1.8872553600000004	Intermediate
HG03499	-1.1461301000000004	High
HG03511	-0.8475936	High
HG03514	-1.9002289000000008	Intermediate
HG03515	0.4295002999999995	High
HG03517	-2.1310487	Intermediate
HG03518	-1.6847078999999996	Intermediate
HG03520	-1.1830836000000005	High
HG03521	0.2077424100000004	High
HG03538	-1.5275673000000003	Intermediate
HG03539	-1.1249095	High
HG03547	-0.2364551999999996	High
HG03548	-1.4624188000000002	Intermediate
HG03556	0.0762259000000005	High
HG03557	-1.114950059	High
HG03558	-0.6851344999999995	High
HG03559	-1.9842047000000005	Intermediate
HG03563	-1.1886384	High
HG03565	-0.5501123000000006	High
HG03567	-1.4405045999999997	Intermediate
HG03571	-0.2302591	High
HG03572	-1.9708789999999992	Intermediate
HG03575	-0.7353388000000004	High
HG03577	-0.4441454999999999	High
HG03578	-1.6299739999999996	Intermediate
HG03583	-1.1397993999999994	High
HG03585	-2.4002631	Intermediate
HG03589	-1.2966399000000002	High
HG03593	-3.045123489999999	Intermediate
HG03594	-2.954127500000001	Intermediate
HG03595	-3.0861423	Intermediate
HG03598	-2.84035579	Intermediate
HG03600	-4.2159187	Low
HG03603	-2.554777699999999	Intermediate
HG03604	-2.0082146000000005	Intermediate
HG03607	-1.4792314999999998	Intermediate
HG03611	-2.9720531	Intermediate
HG03615	-3.2831393	Intermediate
HG03616	-2.7502686000000005	Intermediate
HG03619	-3.513708699999999	Intermediate
HG03624	-2.7819943	Intermediate
HG03625	-1.8818239999999995	Intermediate
HG03629	-2.5409132	Intermediate
HG03631	-2.3542273	Intermediate
HG03634	-3.1407412	Intermediate
HG03636	-2.1973236	Intermediate
HG03640	-3.2780728000000003	Intermediate
HG03642	-2.3905219	Intermediate
HG03643	-3.917861200000001	Low
HG03644	-3.6024399600000003	Low
HG03645	-2.7448372	Intermediate
HG03646	-2.5630991	Intermediate
HG03649	-2.38521474	Intermediate
HG03652	-2.4825696000000006	Intermediate
HG03653	-2.408407799999999	Intermediate
HG03660	-2.5658443	Intermediate
HG03663	-2.7712906	Intermediate
HG03667	-2.542106199999999	Intermediate
HG03668	-2.650178687000001	Intermediate
HG03672	-1.7371625	Intermediate
HG03673	-2.997457	Intermediate
HG03679	-2.5929070000000007	Intermediate
HG03680	-2.4716288800000004	Intermediate
HG03681	-1.968695700000001	Intermediate
HG03684	-2.8006207999999995	Intermediate
HG03685	-3.1501562000000005	Intermediate
HG03686	-2.5393398	Intermediate
HG03687	-3.0108204	Intermediate
HG03689	-2.32337604	Intermediate
HG03690	-2.9313063000000006	Intermediate
HG03691	-2.0678191500000005	Intermediate
HG03692	-3.66962151	Low
HG03693	-3.1590186	Intermediate
HG03694	-3.2535080300000003	Intermediate
HG03695	-3.975646099999999	Low
HG03696	-2.6057814	Intermediate
HG03697	-0.9248925	High
HG03698	-2.9524470000000003	Intermediate
HG03702	-1.9595842000000008	Intermediate
HG03703	-2.3957355	Intermediate
HG03705	-3.0776853	Intermediate
HG03706	-3.51523442	Intermediate
HG03708	-3.18446421	Intermediate
HG03709	-3.3069894	Intermediate
HG03711	-1.89213	Intermediate
HG03713	-2.4025874	Intermediate
HG03714	-3.585342390000001	Low
HG03716	-1.2063959700000004	High
HG03717	-2.7259211999999997	Intermediate
HG03718	-4.5154963	Low
HG03720	-3.894731800000001	Low
HG03722	-4.085740500000001	Low
HG03727	-3.615017	Low
HG03729	-3.0504972	Intermediate
HG03730	-2.810785799999999	Intermediate
HG03731	-1.5545637099999996	Intermediate
HG03733	-2.9308778	Intermediate
HG03736	-2.9160877000000003	Intermediate
HG03738	-1.9484842899999992	Intermediate
HG03740	-3.116203600000001	Intermediate
HG03741	-1.6791684	Intermediate
HG03742	-2.9294745000000004	Intermediate
HG03743	-3.8567149	Low
HG03744	-2.459535	Intermediate
HG03745	-3.953388999999999	Low
HG03746	-3.64819667	Low
HG03750	-2.3116255	Intermediate
HG03752	-3.11912234	Intermediate
HG03753	-2.2712851000000005	Intermediate
HG03754	-2.2661276999999997	Intermediate
HG03755	-2.8921230000000007	Intermediate
HG03756	-3.653280009999999	Low
HG03757	-3.2005551000000003	Intermediate
HG03760	-2.3731185000000004	Intermediate
HG03762	-3.086209	Intermediate
HG03765	-2.3423981	Intermediate
HG03767	-2.5219255199999995	Intermediate
HG03770	-3.729750099999999	Low
HG03771	-1.6421397999999996	Intermediate
HG03772	-2.60683767	Intermediate
HG03773	-2.709014300000001	Intermediate
HG03774	-4.073717399999999	Low
HG03775	-4.087675169999999	Low
HG03777	-4.035585499999999	Low
HG03778	-3.3526784999999992	Intermediate
HG03779	-2.1871976	Intermediate
HG03780	-2.8713367000000005	Intermediate
HG03781	-2.7254349	Intermediate
HG03782	-2.7281484000000003	Intermediate
HG03784	-4.1409369	Low
HG03785	-3.0356197	Intermediate
HG03786	-3.3010484999999994	Intermediate
HG03787	-2.2399690000000003	Intermediate
HG03788	-1.5800289900000004	Intermediate
HG03789	-2.0378624000000003	Intermediate
HG03790	-1.8318903000000009	Intermediate
HG03792	-2.15443915	Intermediate
HG03793	-2.6656937	Intermediate
HG03796	-2.97092174	Intermediate
HG03800	-0.6634142999999995	High
HG03802	-1.1693842200000002	High
HG03803	-2.8317754	Intermediate
HG03805	-2.727856299999999	Intermediate
HG03808	-4.212818463999999	Low
HG03809	-2.8744538800000003	Intermediate
HG03812	-3.3113478999999995	Intermediate
HG03814	-2.79845987	Intermediate
HG03815	-2.815303399999999	Intermediate
HG03817	-0.5584936	High
HG03821	-2.6663166999999994	Intermediate
HG03823	-2.1326055900000003	Intermediate
HG03824	-3.2680038	Intermediate
HG03826	-2.8161439	Intermediate
HG03829	-2.9364491	Intermediate
HG03830	-1.8291663	Intermediate
HG03832	-2.0005279	Intermediate
HG03833	-3.5088155999999997	Intermediate
HG03836	-2.1123566999999994	Intermediate
HG03837	-3.1424104000000006	Intermediate
HG03838	-2.1071508999999997	Intermediate
HG03844	-1.950227940000001	Intermediate
HG03846	-3.8611673	Low
HG03848	-1.766255635999999	Intermediate
HG03849	-1.8312111	Intermediate
HG03850	-2.1650579	Intermediate
HG03851	-1.2394904999999996	High
HG03854	-2.113470140999999	Intermediate
HG03856	-3.295292800000001	Intermediate
HG03857	-0.7890903000000002	High
HG03858	-2.78400307	Intermediate
HG03861	-4.175358800000001	Low
HG03862	-1.5324417999999995	Intermediate
HG03863	-2.9942331999999987	Intermediate
HG03864	-1.534167300000001	Intermediate
HG03866	-1.4567759000000005	Intermediate
HG03867	-3.3192153	Intermediate
HG03868	-2.2124305	Intermediate
HG03869	-1.8353070999999992	Intermediate
HG03870	-2.52367225	Intermediate
HG03871	-1.3308256999999997	Intermediate
HG03872	-3.0258169	Intermediate
HG03873	-4.01474084	Low
HG03874	-2.8267172	Intermediate
HG03875	-2.2859126999999995	Intermediate
HG03882	-3.6542189	Low
HG03884	-2.8820961	Intermediate
HG03885	-2.8539522000000006	Intermediate
HG03886	-1.8830051	Intermediate
HG03887	-2.7142603599999995	Intermediate
HG03888	-0.3734629200000006	High
HG03890	-3.9640811	Low
HG03894	-2.873578299999999	Intermediate
HG03895	-2.2620079	Intermediate
HG03896	-1.9970300000000003	Intermediate
HG03897	-0.8833485000000005	High
HG03898	-3.528373400000001	Intermediate
HG03899	-3.0266617	Intermediate
HG03900	-4.0549518	Low
HG03902	-4.1816026	Low
HG03905	-1.7202145899999994	Intermediate
HG03907	-2.8228041000000004	Intermediate
HG03908	-1.5801814999999997	Intermediate
HG03910	-3.504981	Intermediate
HG03911	-3.589493	Low
HG03913	-2.953208000000001	Intermediate
HG03914	-1.46349863	Intermediate
