IID	PRS	Risk_Group
HG03916	-1.4176023099999997	Intermediate
HG03917	-2.9420550000000008	Intermediate
HG03919	-2.5350683400000014	Intermediate
HG03920	-1.9779790999999995	Intermediate
HG03922	-3.2755224000000007	Intermediate
HG03925	-2.56543563	Intermediate
HG03926	-2.8712801	Intermediate
HG03928	-1.4237578299999996	Intermediate
HG03931	-2.395569	Intermediate
HG03934	-2.247126899999999	Intermediate
HG03937	-2.4317889700000004	Intermediate
HG03940	-2.239735499999999	Intermediate
HG03941	-1.2852553200000003	High
HG03943	-2.8164131300000004	Intermediate
HG03944	-3.3873324	Intermediate
HG03945	-2.9148167000000007	Intermediate
HG03947	-1.5837829	Intermediate
HG03949	-1.5904147000000008	Intermediate
HG03950	-2.4705906	Intermediate
HG03951	-2.7211075	Intermediate
HG03953	-1.6467991700000002	Intermediate
HG03955	-1.7220795000000009	Intermediate
HG03960	-2.897768	Intermediate
HG03963	-1.88616672	Intermediate
HG03965	-2.08381599	Intermediate
HG03967	-2.2198836000000006	Intermediate
HG03968	-2.325127	Intermediate
HG03969	-2.9404383499999995	Intermediate
HG03971	-2.156289120000001	Intermediate
HG03973	-2.0002951	Intermediate
HG03974	-3.1215442	Intermediate
HG03976	-4.233058980000001	Low
HG03977	-2.5754608000000005	Intermediate
HG03978	-2.7596978	Intermediate
HG03985	-3.00697548	Intermediate
HG03986	-2.8407411	Intermediate
HG03989	-1.3051208	Intermediate
HG03990	-1.969987	Intermediate
HG03991	-2.1968796	Intermediate
HG03995	-2.0955819999999994	Intermediate
HG03998	-3.4091792999999995	Intermediate
HG03999	-3.9476347	Low
HG04001	-2.7495117000000016	Intermediate
HG04002	-3.100520500000001	Intermediate
HG04003	-3.6785552999999993	Low
HG04006	-3.2453232	Intermediate
HG04014	-2.7950125000000003	Intermediate
HG04015	-1.7131093999999998	Intermediate
HG04017	-3.9584854	Low
HG04018	-3.2663934	Intermediate
HG04019	-3.2175366100000007	Intermediate
HG04020	-2.0651645000000003	Intermediate
HG04022	-1.7905836	Intermediate
HG04023	-2.9808575	Intermediate
HG04025	-3.3759833	Intermediate
HG04026	-2.143428070000001	Intermediate
HG04029	-2.03426177	Intermediate
HG04033	-1.02055526	High
HG04035	-1.7876669	Intermediate
HG04038	-3.229211699999999	Intermediate
HG04039	-2.5297534	Intermediate
HG04042	-2.667948999999999	Intermediate
HG04047	-3.7192083	Low
HG04054	-2.0669656	Intermediate
HG04056	-3.639902199999999	Low
HG04059	-3.1137844	Intermediate
HG04060	-3.7999932	Low
HG04061	-3.951145860000001	Low
HG04062	-3.134389032	Intermediate
HG04063	-3.3617184	Intermediate
HG04070	-1.9688352999999992	Intermediate
HG04075	-1.7782044999999995	Intermediate
HG04076	-2.3352867	Intermediate
HG04080	-2.63807851	Intermediate
HG04090	-1.7045753999999995	Intermediate
HG04093	-2.9552693000000003	Intermediate
HG04094	-2.92583037	Intermediate
HG04096	-2.4444968090000003	Intermediate
HG04098	-3.4607654000000005	Intermediate
HG04099	-2.72849322	Intermediate
HG04100	-2.6457852999999987	Intermediate
HG04106	-3.040086	Intermediate
HG04107	-3.027289100000001	Intermediate
HG04118	-3.399945399999999	Intermediate
HG04131	-3.2262301199999994	Intermediate
HG04134	-2.9436166000000004	Intermediate
HG04140	-3.809135	Low
HG04141	-1.6933287000000006	Intermediate
HG04144	-3.3164289000000005	Intermediate
HG04146	-1.4716728000000003	Intermediate
HG04152	-3.862145570000001	Low
HG04153	-2.059311400000001	Intermediate
HG04155	-3.2364543500000003	Intermediate
HG04156	-1.5624104000000008	Intermediate
HG04158	-2.625869719999999	Intermediate
HG04159	-2.96171035	Intermediate
HG04161	-3.75044854	Low
HG04162	-3.4664684999999995	Intermediate
HG04164	-3.6129702	Low
HG04171	-1.7673527000000002	Intermediate
HG04173	-1.6099564	Intermediate
HG04176	-3.3492817000000006	Intermediate
HG04177	-2.3790035	Intermediate
HG04180	-3.0168006799999985	Intermediate
HG04182	-2.7634940299999995	Intermediate
HG04183	-2.857244371	Intermediate
HG04185	-2.0431652	Intermediate
HG04186	-3.0738982999999998	Intermediate
HG04188	-2.6755531	Intermediate
HG04189	-2.3576367	Intermediate
HG04194	-1.5202757000000005	Intermediate
HG04195	-2.26763341	Intermediate
HG04198	-3.4915393000000003	Intermediate
HG04200	-2.6799927999999995	Intermediate
HG04202	-2.3901144100000007	Intermediate
HG04206	-1.5359687000000009	Intermediate
HG04209	-1.9468484	Intermediate
HG04210	-2.9841789	Intermediate
HG04211	-2.6008757000000013	Intermediate
HG04212	-1.8461661000000005	Intermediate
HG04214	-2.83085242	Intermediate
HG04216	-2.305502799999999	Intermediate
HG04219	-2.2697996000000003	Intermediate
HG04222	-2.4526015	Intermediate
HG04225	-2.2990584	Intermediate
HG04227	-1.7867875400000008	Intermediate
HG04229	-1.8849177000000004	Intermediate
HG04235	-3.15106795	Intermediate
HG04238	-3.07264559	Intermediate
HG04239	-3.5458976000000004	Intermediate
NA06984	-3.9980456000000006	Low
NA06985	-1.6162258	Intermediate
NA06986	-4.4000995	Low
NA06989	-3.787826699999999	Low
NA06994	-3.1199435000000006	Intermediate
NA07000	-3.8446794	Low
NA07037	-3.2944490000000006	Intermediate
NA07048	-2.7759578	Intermediate
NA07051	-2.5313997	Intermediate
NA07056	-2.8523467000000005	Intermediate
NA07347	-3.0905325	Intermediate
NA07357	-2.6389210999999992	Intermediate
NA10847	-3.0630789000000007	Intermediate
NA10851	-4.541108619999999	Low
NA11829	-5.332674760000001	Low
NA11830	-3.8018838	Low
NA11831	-1.9283567	Intermediate
NA11832	-1.4547810000000003	Intermediate
NA11840	-4.1720856	Low
NA11843	-3.2107700999999995	Intermediate
NA11881	-0.7119981	High
NA11892	-4.211810000000001	Low
NA11893	-4.9132243	Low
NA11894	-2.6751897000000007	Intermediate
NA11918	-2.783173299999999	Intermediate
NA11919	-4.062585299999999	Low
NA11920	-5.328549300000001	Low
NA11930	-2.0495437599999997	Intermediate
NA11931	-1.8256266000000003	Intermediate
NA11932	-3.8425311	Low
NA11933	-3.7768013	Low
NA11992	-2.2802088	Intermediate
NA11994	-3.6620013	Low
NA11995	-2.522555000000001	Intermediate
NA12003	-2.132024699999999	Intermediate
NA12004	-1.5056179999999992	Intermediate
NA12005	-1.2153490999999994	High
NA12006	-1.898741099999999	Intermediate
NA12043	-3.963597499999999	Low
NA12044	-2.1023675000000006	Intermediate
NA12045	-3.8220144	Low
NA12046	-4.3335763	Low
NA12058	-4.70990533	Low
NA12144	-4.519225499999999	Low
NA12154	-4.4235216999999984	Low
NA12155	-4.04977769	Low
NA12156	-4.897386500000001	Low
NA12234	-4.99931923	Low
NA12249	-4.1639671	Low
NA12272	-4.9001761	Low
NA12273	-4.3170895	Low
NA12275	-2.8836094	Intermediate
NA12282	-3.1215569400000005	Intermediate
NA12283	-3.8450833	Low
NA12286	-4.196738799999999	Low
NA12287	-2.6360119	Intermediate
NA12340	-2.093831	Intermediate
NA12341	-3.350483447	Intermediate
NA12342	-2.678897970000001	Intermediate
NA12347	-3.503599	Intermediate
NA12348	-4.3417397	Low
NA12383	-5.147492600000001	Low
NA12399	-3.4213307000000004	Intermediate
NA12400	-2.7102281999999995	Intermediate
NA12413	-0.7058549000000001	High
NA12414	-3.0055643	Intermediate
NA12489	-4.6618244	Low
NA12546	-2.998337380000001	Intermediate
NA12716	-4.805306930000001	Low
NA12717	-2.673476000000001	Intermediate
NA12718	-3.4526174	Intermediate
NA12748	-3.63747806	Low
NA12749	-3.3913032000000007	Intermediate
NA12750	-2.3636908999999995	Intermediate
NA12751	-4.1125069	Low
NA12760	-4.791091600000001	Low
NA12761	-1.5880861999999991	Intermediate
NA12762	-4.9608361	Low
NA12763	-3.677226800000001	Low
NA12775	-4.224743	Low
NA12776	-3.2161347000000005	Intermediate
NA12777	-2.8914044	Intermediate
NA12778	-3.5180205	Intermediate
NA12812	-4.3195349	Low
NA12813	-3.6147856	Low
NA12814	-2.0248686000000005	Intermediate
NA12815	-2.1567648000000004	Intermediate
NA12827	-1.99633259	Intermediate
NA12828	-3.6632975	Low
NA12829	-3.0241846	Intermediate
NA12830	-5.279733199999998	Low
NA12842	-3.2975640000000013	Intermediate
NA12843	-1.7468079000000003	Intermediate
NA12872	-4.104348600000001	Low
NA12873	0.4609229000000004	High
NA12874	-2.5781720000000004	Intermediate
NA12878	-2.127498400000001	Intermediate
NA12889	-2.49494021	Intermediate
NA12890	-3.135354778	Intermediate
NA18486	-0.1242776999999997	High
NA18488	-0.6921999999999995	High
NA18489	-1.0886643000000005	High
NA18498	1.153771600000001	High
NA18499	-1.0852893699999997	High
NA18501	-0.2321511800000007	High
NA18502	-1.6293218000000007	Intermediate
NA18504	-1.0301877999999998	High
NA18505	0.1896394200000003	High
NA18507	-0.8435619499999998	High
NA18508	-0.8275629000000003	High
NA18510	-0.9771316999999996	High
NA18511	-1.8525061000000007	Intermediate
NA18516	-2.2376190000000005	Intermediate
NA18517	-0.4394259000000003	High
NA18519	0.5250743700000002	High
NA18520	-0.5885219000000006	High
NA18522	-0.6542257800000002	High
NA18523	-1.4108976999999998	Intermediate
NA18525	-3.456789399999999	Intermediate
NA18526	-1.984399079	Intermediate
NA18528	-3.7377048	Low
NA18530	-3.4574732000000004	Intermediate
NA18531	-3.7464451	Low
NA18532	-3.7087085	Low
NA18533	-3.62012423	Low
NA18534	-2.9061135999999994	Intermediate
NA18535	-1.0590337000000003	High
NA18536	-2.8378452599999995	Intermediate
NA18537	-2.0809180000000005	Intermediate
NA18538	-3.361498800000001	Intermediate
NA18539	-3.4859858900000007	Intermediate
NA18541	-2.549849799999999	Intermediate
NA18542	-1.3383960000000008	Intermediate
NA18543	-1.71440581	Intermediate
NA18544	-4.095938100000001	Low
NA18545	-3.5152456	Intermediate
NA18546	-2.8244510000000003	Intermediate
NA18547	-1.0113455	High
NA18548	-3.286184599999999	Intermediate
NA18549	-3.5586865000000003	Intermediate
NA18550	-2.8678069350000004	Intermediate
NA18552	-3.428333234	Intermediate
NA18553	-3.3694621	Intermediate
NA18555	-3.5824152	Low
NA18557	-3.2593082999999994	Intermediate
NA18558	-2.9313966	Intermediate
NA18559	-2.637911887999999	Intermediate
NA18560	-3.3606952000000003	Intermediate
NA18561	-2.2499083000000004	Intermediate
NA18562	-4.1081525	Low
NA18563	-3.8448894	Low
NA18564	-3.739611499999999	Low
NA18565	-3.148739199999999	Intermediate
NA18566	-2.5349333	Intermediate
NA18567	-3.3662806	Intermediate
NA18570	-2.3735710000000005	Intermediate
NA18571	-2.9517027000000007	Intermediate
NA18572	-3.29100521	Intermediate
NA18573	-4.169170249999999	Low
NA18574	-4.0901293	Low
NA18577	-3.971401700000001	Low
NA18579	-3.6541604	Low
NA18582	-3.3324475	Intermediate
NA18591	-2.4506466	Intermediate
NA18592	-2.3958895	Intermediate
NA18593	-3.330450733000001	Intermediate
NA18595	-0.4990778999999999	High
NA18596	-3.3171437	Intermediate
NA18597	-4.752825700000001	Low
NA18599	-3.2511775	Intermediate
NA18602	-2.2944388000000004	Intermediate
NA18603	-3.3199543	Intermediate
NA18605	-3.5132203000000004	Intermediate
NA18606	-3.4500879	Intermediate
NA18608	-3.5296984	Intermediate
NA18609	-3.049552900000001	Intermediate
NA18610	-1.2224406999999995	High
NA18611	-3.299798299999999	Intermediate
NA18612	-2.446655	Intermediate
NA18613	-2.5710766	Intermediate
NA18614	-2.7831302	Intermediate
NA18615	-3.2285578000000004	Intermediate
NA18616	-3.0775600999999995	Intermediate
NA18617	-2.0064613	Intermediate
NA18618	-4.2245513	Low
NA18619	-3.3880338999999995	Intermediate
NA18620	-3.7466273	Low
NA18621	-3.6961354	Low
NA18622	-3.8034278000000006	Low
NA18623	-5.2018573	Low
NA18624	-3.0278711000000014	Intermediate
NA18625	-2.987445841	Intermediate
NA18626	-3.116872799999999	Intermediate
NA18627	-3.493737799999999	Intermediate
NA18628	-3.1958185	Intermediate
NA18629	-3.6401562	Low
NA18630	-3.205153399999999	Intermediate
NA18631	-3.151077500000001	Intermediate
NA18632	-3.536581700000001	Intermediate
NA18633	-3.3708849699999988	Intermediate
NA18634	-2.9949968	Intermediate
NA18635	-3.58145689	Low
NA18636	-3.144567500000001	Intermediate
NA18637	-3.4941847999999998	Intermediate
NA18638	-2.69867997	Intermediate
NA18639	-4.0482555	Low
NA18640	-2.9146157000000006	Intermediate
NA18641	-2.7061548	Intermediate
NA18642	-2.5097954	Intermediate
NA18643	-3.4007252999999995	Intermediate
NA18644	-3.4908809	Intermediate
NA18645	-3.0543850999999997	Intermediate
NA18646	-4.157588877	Low
NA18647	-3.87971959	Low
NA18648	-3.131285	Intermediate
NA18740	-2.3325746999999994	Intermediate
NA18745	-5.0327695	Low
NA18747	-1.6630409000000002	Intermediate
NA18748	-1.916544834	Intermediate
NA18749	-4.6898911	Low
NA18757	-1.8701006539999991	Intermediate
NA18853	-1.3360728899999996	Intermediate
NA18856	-0.4452592999999996	High
NA18858	0.335985	High
NA18861	-1.1058242999999996	High
NA18864	-0.8496925990000003	High
NA18865	-0.2227884999999994	High
NA18867	-0.3783913599999999	High
NA18868	-1.2782817000000002	High
NA18870	-2.2646689600000003	Intermediate
NA18871	-1.3200851300000005	Intermediate
NA18873	0.1440359000000006	High
NA18874	-1.3931999300000002	Intermediate
NA18876	-1.4881439999999997	Intermediate
NA18877	-1.1266553999999995	High
NA18878	-0.0001982000000002	High
NA18879	-1.5490350000000002	Intermediate
NA18881	-0.8766421999999997	High
NA18907	0.1257897700000002	High
NA18908	-1.2642914000000005	High
NA18909	-0.4060324999999999	High
NA18910	-0.8466467000000005	High
NA18912	-1.4997743	Intermediate
NA18915	-1.013728000000001	High
NA18916	-0.1161674999999994	High
NA18917	-0.5856744000000003	High
NA18923	0.0770216800000003	High
NA18924	-0.9107773000000003	High
NA18933	-0.6833998199999995	High
NA18934	-0.9970523000000008	High
NA18939	-1.7131046999999993	Intermediate
NA18940	-3.1777990000000003	Intermediate
NA18941	-3.009830900000001	Intermediate
NA18942	-3.4669804700000006	Intermediate
NA18943	-4.456518599999999	Low
NA18944	-3.0962101	Intermediate
NA18945	-3.57376665	Low
NA18946	-3.908205000000001	Low
NA18947	-2.3755622	Intermediate
NA18948	-3.4753816	Intermediate
NA18949	-2.02558649	Intermediate
NA18950	-3.638903200000001	Low
NA18951	-2.716579077	Intermediate
NA18952	-3.1143685000000003	Intermediate
NA18953	-3.02803631	Intermediate
NA18954	-3.680769	Low
NA18956	-3.81028502	Low
NA18957	-4.499671400000001	Low
NA18959	-2.241881	Intermediate
NA18960	-2.973815600000001	Intermediate
NA18961	-3.4040847400000005	Intermediate
NA18962	-2.59172034	Intermediate
NA18963	-2.9473211	Intermediate
NA18964	-2.81548249	Intermediate
NA18965	-3.337169500000001	Intermediate
NA18966	-2.580368700000001	Intermediate
NA18967	-4.035136499999999	Low
NA18968	-3.2193709	Intermediate
NA18969	-3.0102791000000013	Intermediate
NA18970	-2.5111083900000004	Intermediate
NA18971	-3.9804735	Low
NA18972	-2.8620535	Intermediate
NA18973	-3.39826638	Intermediate
NA18974	-3.6359871999999993	Low
NA18975	-3.40899101	Intermediate
NA18976	-3.1560993	Intermediate
NA18977	-4.2957666	Low
NA18978	-3.0440786200000014	Intermediate
NA18979	-3.155964400000001	Intermediate
NA18980	-3.5816528299999995	Low
NA18981	-3.167503860000001	Intermediate
NA18982	-3.142182799999999	Intermediate
NA18983	-3.2883867	Intermediate
NA18984	-2.5967755089999995	Intermediate
NA18985	-1.5947038999999998	Intermediate
NA18986	-3.422295	Intermediate
NA18987	-3.803964600000002	Low
NA18988	-3.3387111200000006	Intermediate
NA18989	-2.8717371000000003	Intermediate
NA18990	-3.1489861	Intermediate
NA18991	-3.5423785300000006	Intermediate
NA18992	-2.2427760999999995	Intermediate
NA18993	-4.044944800000001	Low
NA18994	-2.2782663900000006	Intermediate
NA18995	-3.2091772	Intermediate
NA18997	-2.6272406000000004	Intermediate
NA18998	-3.53224196	Intermediate
NA18999	-3.238676500000001	Intermediate
NA19000	-3.0939792000000006	Intermediate
NA19001	-4.636278300000002	Low
NA19002	-2.8912115000000007	Intermediate
NA19003	-3.2850329999999994	Intermediate
NA19004	-3.5905682000000008	Low
NA19005	-2.5167868	Intermediate
NA19006	-3.7367737	Low
NA19007	-3.6348165999999993	Low
NA19009	-1.7867564999999996	Intermediate
NA19010	-4.142957300000001	Low
NA19011	-3.247859900000001	Intermediate
NA19012	-3.508604157500001	Intermediate
NA19017	0.5631569999999999	High
NA19019	-1.4088154000000006	Intermediate
NA19020	-0.4983780000000009	High
NA19023	-0.7807825630000004	High
NA19024	-0.2085491999999998	High
NA19025	-0.1767937000000001	High
NA19026	-0.2983202900000007	High
NA19027	1.2711563600000002	High
NA19028	-0.3174574000000005	High
NA19030	-0.2441582999999998	High
NA19031	-0.8855065999999994	High
NA19035	-1.6180587	Intermediate
NA19036	0.2799352999999999	High
NA19037	-0.8390981999999995	High
NA19038	-1.1014044000000005	High
NA19041	-1.0848598	High
NA19042	-0.272543200000001	High
NA19043	0.312010600000001	High
NA19054	-3.0463113	Intermediate
NA19055	-3.995146010000001	Low
NA19056	-3.3785429	Intermediate
NA19057	-3.3855035999999994	Intermediate
NA19058	-2.9062431799999997	Intermediate
NA19059	-4.233162500000001	Low
NA19060	-2.25422719	Intermediate
NA19062	-2.5769234	Intermediate
NA19063	-3.62666113	Low
NA19064	-3.857753	Low
NA19065	-3.3966477999999998	Intermediate
NA19066	-2.806322699999999	Intermediate
NA19067	-2.7741506	Intermediate
NA19068	-2.7115934000000004	Intermediate
NA19070	-2.753391116	Intermediate
NA19072	-3.0201965000000004	Intermediate
NA19074	-3.49056279	Intermediate
NA19075	-3.2901576399999994	Intermediate
NA19076	-2.399854483	Intermediate
NA19077	-3.1104367	Intermediate
NA19078	-4.026659380000001	Low
NA19079	-2.777607900000001	Intermediate
NA19080	-2.49706044	Intermediate
NA19081	-2.6565360799999995	Intermediate
NA19082	-3.1619265	Intermediate
NA19083	-4.2070309	Low
NA19084	-3.6381926	Low
NA19085	-4.1825603000000005	Low
NA19086	-4.286883639999999	Low
NA19087	-3.0457722899999995	Intermediate
NA19088	-3.4851303100000006	Intermediate
NA19089	-2.9078857	Intermediate
NA19090	-3.4051133	Intermediate
NA19091	-2.6089786000000004	Intermediate
NA19092	-1.5698129000000005	Intermediate
NA19093	-1.7302751799999991	Intermediate
NA19095	-1.0727638999999995	High
NA19096	-1.1969429999999996	High
NA19098	-0.7878442999999999	High
NA19099	-2.0029240999999995	Intermediate
NA19102	0.9105306999999996	High
NA19107	-0.4691654999999999	High
NA19108	0.1466357900000002	High
NA19113	-2.2750227	Intermediate
NA19114	0.2560196000000001	High
NA19116	-1.1409852000000005	High
NA19117	-0.2642768999999993	High
NA19118	-0.2813488000000004	High
NA19119	-0.8155637000000003	High
NA19121	0.0102391000000012	High
NA19129	-0.4850270399999994	High
NA19130	-0.8864239299999992	High
NA19131	-0.637094299999999	High
NA19137	-0.3506110999999998	High
NA19138	-0.1534626	High
NA19141	-2.1542543999999992	Intermediate
NA19143	-0.9594615000000004	High
NA19144	-0.4074038999999999	High
NA19146	-1.3826201000000005	Intermediate
NA19147	-1.986780587	Intermediate
NA19149	-1.450136	Intermediate
NA19152	-0.7532202999999995	High
NA19153	-1.3916423999999994	Intermediate
NA19159	-1.5791502199999996	Intermediate
NA19160	-1.2527660000000005	High
NA19171	-0.2542555000000008	High
NA19172	-1.35764912	Intermediate
NA19175	-1.2996319999999997	Intermediate
NA19184	-0.4890990999999992	High
NA19185	-1.5218258999999992	Intermediate
NA19189	-0.6826002	High
NA19190	-1.3913975999999997	Intermediate
NA19197	-0.4210521799999999	High
NA19198	0.6124699	High
NA19200	-0.7247781000000004	High
NA19201	-1.6355962	Intermediate
NA19204	-1.2483831999999992	High
NA19206	-1.3808885000000004	Intermediate
NA19207	0.2643338999999996	High
NA19209	-0.9283826	High
NA19210	-1.44904637	Intermediate
NA19213	0.0301737000000005	High
NA19214	-0.3804472000000011	High
NA19222	-0.7200489800000007	High
NA19223	-0.72730932	High
NA19225	0.0025573200000005	High
NA19235	-0.7398706580000001	High
NA19236	-0.5749155400000006	High
NA19238	0.6585862000000008	High
NA19239	-1.0978158999999998	High
NA19247	-0.6663635000000001	High
NA19248	-1.8620061	Intermediate
NA19256	-0.2439984999999998	High
NA19257	-0.5801586	High
NA19307	-1.4873785	Intermediate
NA19308	-1.2409863000000012	High
NA19309	-1.8820513000000003	Intermediate
NA19310	-0.9409483999999996	High
NA19312	-0.644662	High
NA19314	0.0681922400000001	High
NA19315	-1.2418192000000006	High
NA19316	-1.4231586999999994	Intermediate
NA19317	-1.8015305	Intermediate
NA19318	0.2705922999999993	High
NA19319	-1.544478000000001	Intermediate
NA19320	-0.9043288319999996	High
NA19321	-1.1020880999999991	High
NA19323	-2.4677329	Intermediate
NA19324	-1.8407514999999997	Intermediate
NA19327	-1.3058085	Intermediate
NA19328	-2.4151764	Intermediate
NA19331	-0.4848931999999995	High
NA19332	-0.6052214999999995	High
NA19334	-2.2725739000000003	Intermediate
NA19338	0.6670234999999995	High
NA19346	-0.0110891699999997	High
NA19347	0.1230792800000001	High
NA19350	-1.0467295	High
NA19351	-0.0036149999999997	High
NA19355	-0.1986020999999999	High
NA19360	-0.7697881999999996	High
NA19372	-2.3026669400000004	Intermediate
NA19374	-1.5174718	Intermediate
NA19375	-2.1606210000000003	Intermediate
NA19376	0.1462477999999995	High
NA19377	-0.4067820000000005	High
NA19378	-0.8343668999999995	High
NA19379	0.1957379299999994	High
NA19380	-2.1809959000000005	Intermediate
NA19383	-0.7974175000000002	High
NA19384	-0.0734546499999997	High
NA19385	-0.7802921100000004	High
NA19390	-0.9429734	High
NA19391	-0.6007718000000009	High
NA19393	-1.7886456999999996	Intermediate
NA19394	0.8847113000000012	High
NA19395	-0.6250513500000006	High
NA19397	-0.3485892000000001	High
NA19399	-0.9705537999999992	High
NA19401	-1.0311533500000003	High
NA19403	-0.5472107	High
NA19404	-1.1442521999999995	High
NA19428	-0.5522818499999999	High
NA19429	-1.7533864	Intermediate
NA19430	-0.4767460999999998	High
NA19431	-0.3522691099999992	High
NA19434	-1.0441311300000002	High
NA19435	-0.3284885299999999	High
NA19436	-1.6530596999999996	Intermediate
NA19437	-0.1547376999999995	High
NA19438	-0.1719214940000009	High
NA19439	0.1513629999999989	High
NA19440	-1.1733741999999998	High
NA19443	-0.90127597	High
NA19445	-1.0205738800000002	High
NA19446	-1.0266326	High
NA19448	-0.5633379999999999	High
NA19449	-0.2875120999999999	High
NA19451	-0.9417516999999996	High
NA19452	-0.1672828400000003	High
NA19454	-0.7190085000000003	High
NA19455	-1.3673236000000002	Intermediate
NA19456	-0.2193261000000005	High
NA19457	-0.3783435999999994	High
NA19461	-2.0463028	Intermediate
NA19462	-2.0486581	Intermediate
NA19463	-2.3239701000000004	Intermediate
NA19466	-1.8130287999999997	Intermediate
NA19467	-1.1833724999999995	High
NA19468	-0.1785574000000004	High
NA19471	-0.6334968000000001	High
NA19472	-1.2960340000000006	High
NA19473	-0.3808943699999996	High
NA19474	-0.2351469000000004	High
NA19475	-1.24136408	High
NA19625	-0.2295278	High
NA19648	-2.98175991	Intermediate
NA19649	-3.63168441	Low
NA19651	-3.4319027	Intermediate
NA19652	-3.5186959000000004	Intermediate
NA19654	-4.492244	Low
NA19655	-3.4041913000000004	Intermediate
NA19657	-3.7742917	Low
NA19658	-3.1215335000000004	Intermediate
NA19661	-3.2288387000000003	Intermediate
NA19663	-4.059796980000001	Low
NA19664	-1.4372142	Intermediate
NA19669	-3.887194	Low
NA19670	-3.9087823	Low
NA19676	-3.340481	Intermediate
NA19678	-4.15973354	Low
NA19679	-2.1182568	Intermediate
NA19681	-3.0490350999999998	Intermediate
NA19682	-3.0869889999999995	Intermediate
NA19684	-3.5391124	Intermediate
NA19700	-1.4198566999999995	Intermediate
NA19701	-1.2839157000000003	High
NA19703	-2.5259308999999988	Intermediate
NA19704	-1.3719223999999997	Intermediate
NA19707	-2.1004222	Intermediate
NA19711	-1.4887107	Intermediate
NA19712	-0.7851539399999997	High
NA19713	-1.6332625999999992	Intermediate
NA19716	-3.1245240000000005	Intermediate
NA19717	-2.8796822000000004	Intermediate
NA19719	-3.073456230000001	Intermediate
NA19720	-2.6864192000000005	Intermediate
NA19722	-1.1355882000000002	High
NA19723	-3.325763999999999	Intermediate
NA19725	-3.2263043099999997	Intermediate
NA19726	-3.9899603	Low
NA19728	-3.80971	Low
NA19729	-4.88950686	Low
NA19731	-3.9322548	Low
NA19732	-4.1900400300000005	Low
NA19734	-3.67500022	Low
NA19735	-4.387354400000001	Low
NA19740	-3.3636422	Intermediate
NA19741	-3.2545815159999987	Intermediate
NA19746	-2.2473187999999995	Intermediate
NA19747	-3.68339197	Low
NA19749	-4.3255497	Low
NA19750	-3.408948800000001	Intermediate
NA19752	-3.5574948300000004	Intermediate
NA19755	-3.6413889	Low
NA19756	-5.2697123	Low
NA19758	-4.485600199999999	Low
NA19759	-3.92682352	Low
NA19761	-4.2564108164	Low
NA19762	-2.31570409	Intermediate
NA19764	-1.9788705600000005	Intermediate
NA19770	-2.990600899999999	Intermediate
NA19771	-1.9222434999999995	Intermediate
NA19773	-2.846402100000001	Intermediate
NA19774	-4.2322385	Low
NA19776	-3.5146537	Intermediate
NA19777	-2.7087113	Intermediate
NA19779	-3.0887561	Intermediate
NA19780	-4.08133935	Low
NA19782	-2.0693543000000005	Intermediate
NA19783	-3.4346439	Intermediate
NA19785	-3.3920667299999985	Intermediate
NA19786	-2.8942811	Intermediate
NA19788	-2.432162	Intermediate
NA19789	-3.5500711	Intermediate
NA19792	-3.7331853000000015	Low
NA19794	-3.6401036	Low
NA19795	-3.9683405	Low
NA19818	0.2814882999999989	High
NA19819	-1.7526924000000008	Intermediate
NA19834	-1.8231427000000004	Intermediate
NA19835	-2.189621630000001	Intermediate
NA19900	-0.2208771000000006	High
NA19901	-0.8421027999999999	High
NA19904	-1.7355684	Intermediate
NA19908	-0.2363735400000004	High
NA19909	-1.6752308999999992	Intermediate
NA19913	-2.8174439	Intermediate
NA19914	-3.3273014000000005	Intermediate
NA19916	-1.367364099999999	Intermediate
NA19917	-1.3160162000000002	Intermediate
NA19920	-0.3892018000000002	High
NA19921	-1.19188024	High
NA19922	-1.19331124	High
NA19923	-1.3326430999999994	Intermediate
NA19982	-3.281250200000001	Intermediate
NA19984	-0.1378936999999995	High
NA20126	-2.5541346	Intermediate
NA20127	-1.2878800999999998	High
NA20274	-1.2825970200000003	High
NA20276	-1.7494088999999995	Intermediate
NA20278	-2.5427231	Intermediate
NA20281	-1.2542815999999997	High
NA20282	-0.7034346000000001	High
NA20287	-1.9055812	Intermediate
NA20289	-2.796616400000001	Intermediate
NA20291	-0.4541591999999988	High
NA20294	-0.9963473000000006	High
NA20296	-1.5043112400000005	Intermediate
NA20298	-0.5828852200000004	High
NA20299	-4.388343100000001	Low
NA20314	-1.8657480999999996	Intermediate
NA20317	0.1401565000000004	High
NA20318	-0.4530925000000002	High
NA20320	0.892558599999999	High
NA20321	-0.7074107	High
NA20332	-0.6252282000000003	High
NA20334	-2.161215400000001	Intermediate
NA20339	-2.3656012000000004	Intermediate
NA20340	-2.722729	Intermediate
NA20342	-2.5451069000000004	Intermediate
NA20346	-1.1850630000000006	High
NA20348	-1.4314421000000008	Intermediate
NA20351	-1.4343345	Intermediate
NA20355	-0.7318247000000002	High
NA20356	-2.6446858000000004	Intermediate
NA20357	-1.648989299999999	Intermediate
NA20359	-2.3722689000000003	Intermediate
NA20362	-1.4189178999999998	Intermediate
NA20412	-1.2122891999999994	High
NA20502	-3.0011291000000004	Intermediate
NA20503	-4.0275207	Low
