Disease	PRS_ID	Risk_Group	N	Percentage	Mean_PRS	SD_PRS	Median_PRS	Min_PRS	Max_PRS
Schizophrenia	PGS002785	Low	501	20.007987220447284	0.03762431141007983	0.21337121893290167	0.07740284	-0.5602509820000001	0.3255726340000001
Schizophrenia	PGS002785	Intermediate	1502	59.98402555910543	0.7339463787995311	0.19499978494654882	0.7567861300000001	0.326366172	1.033486766
Schizophrenia	PGS002785	High	501	20.007987220447284	1.1716952745742515	0.10871353357429508	1.148372992	1.03368249	1.6667039699999997
Schizophrenia	PGS002785	Overall	2504	100.0	0.6822110916673505	0.40863973653884034	0.7567861300000001	-0.5602509820000001	1.6667039699999997
