IID	PRS	Risk_Group
HG02087	-1.256549	Low
HG02088	-0.837628	Intermediate
HG02089	-0.5615110000000002	High
HG02090	-0.760533	Intermediate
HG02095	-0.8229190000000002	Intermediate
HG02102	-1.2350710000000005	Low
HG02104	-0.2924849999999999	High
HG02105	-1.012302	Intermediate
HG02107	-0.5432729999999998	High
HG02108	-0.9587679999999996	Intermediate
HG02111	-0.8331340000000002	Intermediate
HG02113	-1.197485	Low
HG02116	-1.1725	Low
HG02121	-0.7721180000000001	Intermediate
HG02122	-0.7065170000000001	Intermediate
HG02127	-1.148909	Low
HG02128	-0.7532309999999999	Intermediate
HG02130	-1.1096510000000002	Intermediate
HG02131	-0.2429	High
HG02133	-0.794383	Intermediate
HG02134	-1.026255	Intermediate
HG02136	-1.06694	Intermediate
HG02137	-1.05403	Intermediate
HG02138	-1.021193	Intermediate
HG02139	-0.944301	Intermediate
HG02140	-0.576625	Intermediate
HG02141	-0.5293309999999999	High
HG02142	-0.614193	Intermediate
HG02143	-0.0617829999999999	High
HG02144	-0.7270350000000001	Intermediate
HG02146	-1.16588	Low
HG02147	-0.960832	Intermediate
HG02150	-0.7721599999999998	Intermediate
HG02151	-1.0813840000000003	Intermediate
HG02152	-0.8655159999999998	Intermediate
HG02153	-0.738869	Intermediate
HG02154	-0.982976	Intermediate
HG02155	-1.029793	Intermediate
HG02156	-0.848019	Intermediate
HG02164	-0.8548800000000002	Intermediate
HG02165	-0.928798	Intermediate
HG02166	-1.0739740000000002	Intermediate
HG02178	-1.123709	Intermediate
HG02179	-0.5374680000000001	High
HG02180	-0.990971	Intermediate
HG02181	-0.4842169999999999	High
HG02182	-0.927457	Intermediate
HG02184	-1.0633699999999997	Intermediate
HG02185	-0.494845	High
HG02186	-0.939586	Intermediate
HG02187	-1.1401930000000005	Low
HG02188	-0.4740930000000001	High
HG02190	-0.7660250000000001	Intermediate
HG02215	-0.8285039999999999	Intermediate
HG02219	-1.137178	Low
HG02220	-0.8828180000000001	Intermediate
HG02221	-1.195091	Low
HG02223	-0.586458	Intermediate
HG02224	-1.5694110000000006	Low
HG02230	-1.347633	Low
HG02231	-1.221175	Low
HG02232	-1.014172	Intermediate
HG02233	-0.946465	Intermediate
HG02235	-1.5788059999999997	Low
HG02236	-1.0943740000000002	Intermediate
HG02238	-1.134942	Intermediate
HG02239	-1.2019730000000004	Low
HG02250	-0.7199739999999999	Intermediate
HG02252	-0.45409	High
HG02253	-0.991579	Intermediate
HG02255	-0.8955309999999999	Intermediate
HG02256	-0.7522909999999998	Intermediate
HG02259	-0.7396799999999999	Intermediate
HG02260	-1.187294	Low
HG02262	-0.8537830000000001	Intermediate
HG02265	-0.346051	High
HG02266	-0.580598	Intermediate
HG02271	-0.330763	High
HG02272	-0.7234990000000001	Intermediate
HG02274	-0.9846760000000002	Intermediate
HG02275	-0.1951639999999999	High
HG02277	-1.02445	Intermediate
HG02278	-0.2662059999999998	High
HG02281	-0.1497159999999999	High
HG02282	-0.8080520000000001	Intermediate
HG02283	-0.710697	Intermediate
HG02284	-0.8972419999999998	Intermediate
HG02285	-0.931734	Intermediate
HG02286	-1.22467	Low
HG02291	-0.718203	Intermediate
HG02292	-0.470053	High
HG02298	-1.5107620000000002	Low
HG02299	-0.43796	High
HG02301	-0.3977500000000001	High
HG02304	-0.823646	Intermediate
HG02307	-0.410137	High
HG02308	-0.7890379999999999	Intermediate
HG02309	-0.728635	Intermediate
HG02312	-0.786606	Intermediate
HG02314	-0.2655349999999999	High
HG02315	-0.6330389999999997	Intermediate
HG02317	-0.793493	Intermediate
HG02318	-0.534533	High
HG02322	-0.84328	Intermediate
HG02323	-0.7369289999999998	Intermediate
HG02325	-0.550911	High
HG02330	-0.768851	Intermediate
HG02332	-0.7564170000000001	Intermediate
HG02334	-0.438938	High
HG02337	-0.8735109999999999	Intermediate
HG02339	-0.6124839999999999	Intermediate
HG02343	-0.9502530000000002	Intermediate
HG02345	-1.0894130000000002	Intermediate
HG02348	-0.8647050000000001	Intermediate
HG02351	-0.6891589999999999	Intermediate
HG02353	-0.696973	Intermediate
HG02355	-0.6029140000000001	Intermediate
HG02356	-0.6813620000000001	Intermediate
HG02360	-0.941937	Intermediate
HG02364	-0.416668	High
HG02367	-0.86486	Intermediate
HG02371	-0.908539	Intermediate
HG02373	-0.899899	Intermediate
HG02374	-0.9003479999999999	Intermediate
HG02375	-1.055444	Intermediate
HG02379	-1.269429	Low
HG02380	-0.945363	Intermediate
HG02382	-0.904315	Intermediate
HG02383	-0.532869	High
HG02384	-0.7897359999999999	Intermediate
HG02385	-0.8808779999999998	Intermediate
HG02386	-0.8136930000000001	Intermediate
HG02389	-0.6282640000000002	Intermediate
HG02390	-0.567551	High
HG02391	-0.6039629999999999	Intermediate
HG02392	-1.006093	Intermediate
HG02394	-0.951866	Intermediate
HG02395	-0.999822	Intermediate
HG02396	-0.80418	Intermediate
HG02397	-0.8994939999999999	Intermediate
HG02398	-0.9129379999999998	Intermediate
HG02399	-0.8841089999999998	Intermediate
HG02401	-0.626515	Intermediate
HG02402	-0.927592	Intermediate
HG02406	-0.7909660000000001	Intermediate
HG02407	-0.803825	Intermediate
HG02408	-0.340932	High
HG02409	-0.973132	Intermediate
HG02410	-1.055884	Intermediate
HG02419	-0.883061	Intermediate
HG02420	-0.6370040000000001	Intermediate
HG02425	-1.048127	Intermediate
HG02427	-0.5464499999999999	High
HG02429	-0.8459700000000002	Intermediate
HG02433	-0.4894499999999999	High
HG02439	-0.8422959999999999	Intermediate
HG02442	-1.0949870000000002	Intermediate
HG02445	-0.467579	High
HG02449	-0.3935659999999999	High
HG02450	-1.067473	Intermediate
HG02455	-0.5549289999999999	High
HG02461	-0.5050109999999999	High
HG02462	-0.6001119999999998	Intermediate
HG02464	-0.307592	High
HG02465	-1.0148589999999995	Intermediate
HG02470	-0.380354	High
HG02471	-0.792197	Intermediate
HG02476	-0.5326000000000001	High
HG02477	-0.7055560000000001	Intermediate
HG02479	-0.651751	Intermediate
HG02481	-0.600953	Intermediate
HG02484	-0.5599500000000001	High
HG02485	-0.6779289999999999	Intermediate
HG02489	-0.8442930000000002	Intermediate
HG02490	-0.9125540000000002	Intermediate
HG02491	-0.5293970000000001	High
HG02493	-1.012255	Intermediate
HG02494	-0.899942	Intermediate
HG02496	-0.4185460000000001	High
HG02497	-1.225233	Low
HG02501	-0.1035079999999999	High
HG02502	-0.6639039999999999	Intermediate
HG02505	-0.8995009999999998	Intermediate
HG02508	-0.797017	Intermediate
HG02511	-0.602968	Intermediate
HG02512	-0.874238	Intermediate
HG02513	-0.747957	Intermediate
HG02521	-1.033351	Intermediate
HG02522	-1.173577	Low
HG02536	-0.7811079999999998	Intermediate
HG02537	-0.525496	High
HG02541	-1.145007	Low
HG02545	-0.5668200000000001	High
HG02546	-0.5292879999999999	High
HG02549	-0.694501	Intermediate
HG02554	-0.476715	High
HG02555	-0.4471540000000002	High
HG02557	-0.3942699999999999	High
HG02558	-0.977185	Intermediate
HG02561	-0.683192	Intermediate
HG02562	-0.421398	High
HG02568	-0.259025	High
HG02570	-0.4520729999999999	High
HG02571	-0.4158059999999999	High
HG02573	-0.82169	Intermediate
HG02574	-0.2598689999999999	High
HG02577	-0.926118	Intermediate
HG02580	-0.423733	High
HG02582	-0.566242	High
HG02583	-0.695934	Intermediate
HG02585	-0.72959	Intermediate
HG02586	-0.55739	High
HG02588	-0.952701	Intermediate
HG02589	-0.44797	High
HG02594	-0.5026319999999999	High
HG02595	-0.6956120000000001	Intermediate
HG02597	-1.156738	Low
HG02600	-0.929133	Intermediate
HG02601	-0.9086019999999998	Intermediate
HG02603	-1.013505	Intermediate
HG02604	-0.646305	Intermediate
HG02610	-0.510515	High
HG02611	-0.3579820000000001	High
HG02613	-0.6519069999999999	Intermediate
HG02614	-0.7194320000000001	Intermediate
HG02620	-0.378351	High
HG02621	-0.4687219999999999	High
HG02623	-0.6216589999999999	Intermediate
HG02624	-0.416936	High
HG02628	-0.3501489999999999	High
HG02629	-0.4665660000000001	High
HG02634	-0.2758409999999999	High
HG02635	-0.2154799999999999	High
HG02642	-0.5376999999999998	High
HG02643	-0.4367239999999999	High
HG02645	-0.8578630000000002	Intermediate
HG02646	-0.58388	Intermediate
HG02648	-1.134637	Intermediate
HG02649	-1.175537	Low
HG02651	-1.02613	Intermediate
HG02652	-0.4824189999999999	High
HG02654	-0.420869	High
HG02655	-1.126208	Intermediate
HG02657	-0.8793309999999999	Intermediate
HG02658	-0.389756	High
HG02660	-0.8158429999999999	Intermediate
HG02661	-1.044549	Intermediate
HG02666	-0.6083399999999998	Intermediate
HG02667	-0.6032609999999999	Intermediate
HG02675	-0.590534	Intermediate
HG02676	-0.8117280000000001	Intermediate
HG02678	-0.7441939999999998	Intermediate
HG02679	-0.6333850000000001	Intermediate
HG02681	-0.389504	High
HG02682	-1.2591520000000005	Low
HG02684	-1.3462650000000005	Low
HG02685	-0.2406680000000001	High
HG02687	-0.9251930000000002	Intermediate
HG02688	-0.93642	Intermediate
HG02690	-0.383003	High
HG02691	-0.8621710000000001	Intermediate
HG02694	-0.925229	Intermediate
HG02696	-1.4932470000000002	Low
HG02697	-1.335589	Low
HG02699	-0.8480549999999998	Intermediate
HG02700	-0.5474240000000001	High
HG02702	-0.479268	High
HG02703	-0.7647409999999998	Intermediate
HG02715	-0.5781330000000001	Intermediate
HG02716	-0.918172	Intermediate
HG02721	-0.6485929999999999	Intermediate
HG02722	-0.2981379999999999	High
HG02724	-0.7297429999999999	Intermediate
HG02725	-0.5504570000000002	High
HG02727	-0.607028	Intermediate
HG02728	-0.8850200000000001	Intermediate
HG02731	-0.9991280000000002	Intermediate
HG02733	-1.2471660000000002	Low
HG02734	-1.3787369999999994	Low
HG02736	-1.241376	Low
HG02737	-0.70657	Intermediate
HG02756	-0.3827270000000001	High
HG02757	-0.7164279999999996	Intermediate
HG02759	-0.886834	Intermediate
HG02760	-0.6618280000000002	Intermediate
HG02763	-0.907019	Intermediate
HG02768	-0.7227610000000001	Intermediate
HG02769	-0.5591500000000001	High
HG02771	-0.3225909999999999	High
HG02772	-0.516849	High
HG02774	-0.7536359999999998	Intermediate
HG02775	-1.00047	Intermediate
HG02778	-0.939894	Intermediate
HG02780	-1.450742	Low
HG02783	-1.0880800000000004	Intermediate
HG02784	-0.8622469999999999	Intermediate
HG02786	-0.620623	Intermediate
HG02787	-0.8717469999999999	Intermediate
HG02789	-0.8460940000000001	Intermediate
HG02790	-0.95774	Intermediate
HG02792	-0.656892	Intermediate
HG02793	-0.6692879999999999	Intermediate
HG02798	-0.465801	High
HG02799	-0.8536879999999999	Intermediate
HG02804	-0.4512290000000001	High
HG02805	-0.6317829999999999	Intermediate
HG02807	-0.605858	Intermediate
HG02808	-0.5795089999999998	Intermediate
HG02810	-0.6118079999999999	Intermediate
HG02811	-0.593542	Intermediate
HG02813	-0.407206	High
HG02814	-0.4198479999999999	High
HG02816	-0.599975	Intermediate
HG02817	-0.5200469999999999	High
HG02819	-0.430911	High
HG02820	-0.5531690000000001	High
HG02836	-0.5979509999999999	Intermediate
HG02837	-0.750066	Intermediate
HG02839	-0.5187639999999999	High
HG02840	-0.595069	Intermediate
HG02851	-0.7969870000000002	Intermediate
HG02852	-0.5273650000000001	High
HG02854	-0.5945120000000003	Intermediate
HG02855	-0.5836229999999999	Intermediate
HG02860	-0.712248	Intermediate
HG02861	-0.8863979999999999	Intermediate
HG02870	-0.8366060000000003	Intermediate
HG02878	-0.7890680000000001	Intermediate
HG02879	-0.582598	Intermediate
HG02881	-0.272549	High
HG02882	-0.310049	High
HG02884	-0.6454500000000001	Intermediate
HG02885	-0.3340499999999999	High
HG02887	-0.533655	High
HG02888	-0.519947	High
HG02890	-0.949245	Intermediate
HG02891	-0.6283430000000001	Intermediate
HG02895	-0.447598	High
HG02896	-0.7690680000000002	Intermediate
HG02922	-0.724769	Intermediate
HG02923	-0.8712620000000002	Intermediate
HG02938	-0.608567	Intermediate
HG02941	-0.6367339999999999	Intermediate
HG02943	-0.7593359999999999	Intermediate
HG02944	-0.553999	High
HG02946	-0.5800570000000004	Intermediate
HG02947	-0.539534	High
HG02952	-0.7227520000000002	Intermediate
HG02953	-0.414362	High
HG02968	-0.347725	High
HG02970	-0.7401029999999998	Intermediate
HG02971	-0.5093859999999999	High
HG02973	-0.553051	High
HG02974	-0.4710770000000001	High
HG02976	-0.548112	High
HG02977	-0.5025059999999999	High
HG02979	-0.467979	High
HG02981	-0.7803349999999998	Intermediate
HG02982	-0.689853	Intermediate
HG02983	-0.8775539999999998	Intermediate
HG03006	-0.8072980000000001	Intermediate
HG03007	-0.7832319999999998	Intermediate
HG03009	-0.8195679999999999	Intermediate
HG03012	-0.8100140000000001	Intermediate
HG03015	-1.064971	Intermediate
HG03016	-0.467583	High
HG03018	-1.2750660000000005	Low
HG03019	-1.2146450000000004	Low
HG03021	-1.2042540000000004	Low
HG03022	-0.7977469999999999	Intermediate
HG03024	-0.5286819999999999	High
HG03025	-0.4710829999999999	High
HG03027	-0.7627840000000001	Intermediate
HG03028	-0.4808660000000001	High
HG03039	-0.5230069999999999	High
HG03040	-0.5150060000000001	High
HG03045	-0.4424910000000001	High
HG03046	-0.6512500000000001	Intermediate
HG03048	-0.4987739999999999	High
HG03049	-0.35561	High
HG03052	-0.540465	High
HG03054	-0.4014870000000001	High
HG03055	-0.533295	High
HG03057	-0.3917879999999999	High
HG03058	-0.627593	Intermediate
HG03060	-0.76713	Intermediate
HG03061	-0.7098570000000001	Intermediate
HG03063	-0.503956	High
HG03064	-0.824981	Intermediate
HG03066	-0.730459	Intermediate
HG03069	-0.3243890000000001	High
HG03072	-0.948023	Intermediate
HG03073	-0.6737870000000002	Intermediate
HG03074	-0.796254	Intermediate
HG03077	-0.538313	High
HG03078	-0.5384850000000001	High
HG03079	-0.592964	Intermediate
HG03081	-0.359625	High
HG03082	-0.697477	Intermediate
HG03084	-0.7004920000000001	Intermediate
HG03085	-0.882385	Intermediate
HG03086	-0.272443	High
HG03088	-0.4568919999999999	High
HG03091	-0.1764069999999999	High
HG03095	-0.7694739999999999	Intermediate
HG03096	-0.956126	Intermediate
HG03097	-0.902943	Intermediate
HG03099	-0.4387509999999998	High
HG03100	-0.6927239999999999	Intermediate
HG03103	-0.397354	High
HG03105	-0.4681379999999999	High
HG03108	-0.7573669999999999	Intermediate
HG03109	-0.7499920000000001	Intermediate
HG03111	-0.5510390000000002	High
HG03112	-0.61459	Intermediate
HG03114	-0.6794779999999999	Intermediate
HG03115	-0.307246	High
HG03117	-0.6858259999999999	Intermediate
HG03118	-0.6339499999999999	Intermediate
HG03120	-0.021632	High
HG03121	-0.504798	High
HG03123	-0.6362290000000002	Intermediate
HG03124	-0.899607	Intermediate
HG03126	-0.53456	High
HG03127	-0.61344	Intermediate
HG03129	-0.5248819999999998	High
HG03130	-0.8411860000000001	Intermediate
HG03132	-0.255522	High
HG03133	-0.598048	Intermediate
HG03135	-0.4485659999999999	High
HG03136	-0.780359	Intermediate
HG03139	-0.881122	Intermediate
HG03157	-0.3392020000000001	High
HG03159	-0.3167319999999999	High
HG03160	-0.977515	Intermediate
HG03162	-0.6460520000000001	Intermediate
HG03163	-0.5795909999999999	Intermediate
HG03166	-0.5658219999999999	High
HG03168	-0.3116480000000001	High
HG03169	-0.352612	High
HG03172	-0.4252929999999999	High
HG03175	-0.8661299999999997	Intermediate
HG03189	-0.5523239999999999	High
HG03190	-0.5075110000000002	High
HG03193	-0.906282	Intermediate
HG03195	-0.752119	Intermediate
HG03196	-0.6562149999999997	Intermediate
HG03198	-0.6262110000000001	Intermediate
HG03199	-0.8741949999999999	Intermediate
HG03202	-0.360718	High
HG03209	-0.7232740000000001	Intermediate
HG03212	-0.573869	Intermediate
HG03224	-0.3573759999999999	High
HG03225	-0.968959	Intermediate
HG03228	-0.637569	Intermediate
HG03229	-0.477039	High
HG03234	-0.8127150000000001	Intermediate
HG03235	-1.3744080000000003	Low
HG03237	-0.4032340000000001	High
HG03238	-0.792014	Intermediate
HG03240	-0.518957	High
HG03241	-0.3564289999999999	High
HG03246	-0.7636320000000001	Intermediate
HG03247	-0.657433	Intermediate
HG03258	-0.798932	Intermediate
HG03259	-0.672029	Intermediate
HG03265	-0.5889880000000001	Intermediate
HG03267	-0.963303	Intermediate
HG03268	-0.483759	High
HG03270	-0.593478	Intermediate
HG03271	-0.5762950000000001	Intermediate
HG03279	-0.5101789999999999	High
HG03280	-0.5525969999999999	High
HG03291	-0.4137100000000001	High
HG03294	-0.6520970000000001	Intermediate
HG03295	-0.294299	High
HG03297	-0.788586	Intermediate
HG03298	-0.490251	High
HG03300	-0.4747149999999999	High
HG03301	-0.835924	Intermediate
HG03303	-0.537744	High
HG03304	-0.5879159999999999	Intermediate
HG03311	-0.34219	High
HG03313	-0.7438080000000001	Intermediate
HG03342	-0.8413160000000002	Intermediate
HG03343	-0.799503	Intermediate
HG03351	-0.244355	High
HG03352	-0.2107979999999999	High
HG03354	-0.5669239999999999	High
HG03363	-0.420227	High
HG03366	-0.6755599999999999	Intermediate
HG03367	-0.496082	High
HG03369	-0.43989	High
HG03370	-0.4133569999999998	High
HG03372	-0.447347	High
HG03376	-0.4923749999999999	High
HG03378	-0.7765749999999997	Intermediate
HG03380	-0.66907	Intermediate
HG03382	-0.3719530000000001	High
HG03385	-0.490018	High
HG03388	-0.325246	High
HG03391	-0.723506	Intermediate
HG03394	-0.4626680000000001	High
HG03397	-0.6789690000000002	Intermediate
HG03401	-0.6335970000000001	Intermediate
HG03410	-0.6494289999999999	Intermediate
HG03419	-0.5352049999999999	High
HG03428	-0.353437	High
HG03432	-0.7072940000000001	Intermediate
HG03433	-0.3807390000000001	High
HG03436	-0.661567	Intermediate
HG03437	-0.4097019999999999	High
HG03439	-0.376345	High
HG03442	-0.6880010000000002	Intermediate
HG03445	-0.8483950000000001	Intermediate
HG03446	-0.741502	Intermediate
HG03449	-0.7105219999999999	Intermediate
HG03451	-0.3468149999999999	High
HG03452	-0.378945	High
HG03455	-0.3591779999999999	High
HG03457	-0.17947	High
HG03458	-0.943647	Intermediate
HG03460	-0.444811	High
HG03461	-0.5183080000000001	High
HG03464	-0.6207920000000002	Intermediate
HG03469	-0.3979219999999999	High
HG03470	-0.498261	High
HG03472	-0.651058	Intermediate
HG03473	-0.4633050000000001	High
HG03476	-0.7276779999999999	Intermediate
HG03478	-0.4081319999999998	High
HG03479	-0.3304730000000001	High
HG03484	-0.4876440000000001	High
HG03485	-0.7471109999999999	Intermediate
HG03488	-0.8854609999999999	Intermediate
HG03490	-1.329478	Low
HG03491	-1.051217	Intermediate
HG03499	-0.5642220000000001	High
HG03511	-0.877694	Intermediate
HG03514	-0.4425389999999999	High
HG03515	-0.5053850000000001	High
HG03517	-0.441034	High
HG03518	-0.565383	High
HG03520	-1.08395	Intermediate
HG03521	-0.360989	High
HG03538	-0.436346	High
HG03539	-0.765404	Intermediate
HG03547	-0.6344720000000003	Intermediate
HG03548	-0.6792190000000001	Intermediate
HG03556	-0.2276679999999999	High
HG03557	-0.5455979999999999	High
HG03558	-0.7268919999999999	Intermediate
HG03559	-0.538926	High
HG03563	-0.5092159999999999	High
HG03565	-0.4608120000000001	High
HG03567	-0.474393	High
HG03571	-0.3865669999999999	High
HG03572	-0.46333	High
HG03575	-0.644033	Intermediate
HG03577	-0.7423350000000002	Intermediate
HG03578	-0.546923	High
HG03583	-0.3271269999999999	High
HG03585	-1.205362	Low
HG03589	-0.960963	Intermediate
HG03593	-0.8615619999999999	Intermediate
HG03594	-0.5399529999999999	High
HG03595	-0.8302470000000003	Intermediate
HG03598	-1.345419	Low
HG03600	-0.8593199999999999	Intermediate
HG03603	-0.926489	Intermediate
HG03604	-0.7021619999999998	Intermediate
HG03607	-0.7340540000000001	Intermediate
HG03611	-0.6069830000000002	Intermediate
HG03615	-0.4559809999999999	High
HG03616	-0.946772	Intermediate
HG03619	-0.5836410000000001	Intermediate
HG03624	-1.1565789999999998	Low
HG03625	-0.7433540000000002	Intermediate
HG03629	-0.925308	Intermediate
HG03631	-0.7967639999999999	Intermediate
HG03634	-1.0052659999999998	Intermediate
HG03636	-1.0348379999999997	Intermediate
HG03640	-0.667515	Intermediate
HG03642	-0.7035549999999999	Intermediate
HG03643	-1.272487	Low
HG03644	-0.430301	High
HG03645	-0.6401770000000001	Intermediate
HG03646	-0.5339670000000001	High
HG03649	-1.004863	Intermediate
HG03652	-1.1264249999999998	Intermediate
HG03653	-0.6507769999999999	Intermediate
HG03660	-0.991192	Intermediate
HG03663	-1.0431560000000002	Intermediate
HG03667	-1.286379	Low
HG03668	-1.001234	Intermediate
HG03672	-1.2084430000000006	Low
HG03673	-1.655318	Low
HG03679	-1.2740959999999997	Low
HG03680	-1.0630950000000003	Intermediate
HG03681	-0.75915	Intermediate
HG03684	-0.953503	Intermediate
HG03685	-1.221747	Low
HG03686	-1.044653	Intermediate
HG03687	-0.7309859999999999	Intermediate
HG03689	-0.6798679999999999	Intermediate
HG03690	-1.0578099999999997	Intermediate
HG03691	-0.933569	Intermediate
HG03692	-1.2667059999999997	Low
HG03693	-0.982404	Intermediate
HG03694	-1.0661099999999997	Intermediate
HG03695	-0.6938249999999997	Intermediate
HG03696	-0.730589	Intermediate
HG03697	-1.2375820000000002	Low
HG03698	-0.6183919999999999	Intermediate
HG03702	-1.2303659999999994	Low
HG03703	-1.111711	Intermediate
HG03705	-0.8717569999999997	Intermediate
HG03706	-1.255257	Low
HG03708	-1.216068	Low
HG03709	-0.963394	Intermediate
HG03711	-1.1062	Intermediate
HG03713	-1.078123	Intermediate
HG03714	-0.9898379999999996	Intermediate
HG03716	-1.005692	Intermediate
HG03717	-1.2853439999999996	Low
HG03718	-0.596604	Intermediate
HG03720	-0.664208	Intermediate
HG03722	-0.79937	Intermediate
HG03727	-0.715206	Intermediate
HG03729	-1.249364	Low
HG03730	-0.5623730000000001	High
HG03731	-0.5105810000000003	High
HG03733	-0.612833	Intermediate
HG03736	-0.4962260000000001	High
HG03738	-1.047023	Intermediate
HG03740	-1.070782	Intermediate
HG03741	-1.344449	Low
HG03742	-1.039025	Intermediate
HG03743	-1.184316	Low
HG03744	-0.8278160000000002	Intermediate
HG03745	-0.8726999999999999	Intermediate
HG03746	-0.8807049999999998	Intermediate
HG03750	-0.8842629999999999	Intermediate
HG03752	-1.5060509999999998	Low
HG03753	-0.863649	Intermediate
HG03754	-1.3805620000000005	Low
HG03755	-1.261199	Low
HG03756	-1.352763	Low
HG03757	-1.064667	Intermediate
HG03760	-1.266071	Low
HG03762	-0.956483	Intermediate
HG03765	-0.781703	Intermediate
HG03767	-0.932264	Intermediate
HG03770	-0.8472689999999998	Intermediate
HG03771	-0.452963	High
HG03772	-1.282868	Low
HG03773	-1.377579	Low
HG03774	-0.9753240000000002	Intermediate
HG03775	-1.252874	Low
HG03777	-1.343305	Low
HG03778	-1.257904	Low
HG03779	-0.8184960000000001	Intermediate
HG03780	-0.943317	Intermediate
HG03781	-1.1502770000000002	Low
HG03782	-0.614307	Intermediate
HG03784	-1.096369	Intermediate
HG03785	-1.030622	Intermediate
HG03786	-0.9795839999999996	Intermediate
HG03787	-0.7532959999999999	Intermediate
HG03788	-1.202878	Low
HG03789	-1.1672189999999998	Low
HG03790	-1.3459939999999997	Low
HG03792	-0.8850659999999998	Intermediate
HG03793	-1.147436	Low
HG03796	-0.892182	Intermediate
HG03800	-0.724582	Intermediate
HG03802	-0.564758	High
HG03803	-0.7443739999999998	Intermediate
HG03805	-1.2964869999999995	Low
HG03808	-0.8854780000000001	Intermediate
HG03809	-0.81816	Intermediate
HG03812	-1.1840760000000004	Low
HG03814	-0.969074	Intermediate
HG03815	-1.4115479999999996	Low
HG03817	-0.6821679999999998	Intermediate
HG03821	-0.3118249999999999	High
HG03823	-0.725298	Intermediate
HG03824	-1.274997	Low
HG03826	-0.7952890000000001	Intermediate
HG03829	-0.9683329999999998	Intermediate
HG03830	-0.5304860000000001	High
HG03832	-0.73533	Intermediate
HG03833	-0.4121269999999999	High
HG03836	-0.675959	Intermediate
HG03837	-0.969556	Intermediate
HG03838	-0.814088	Intermediate
HG03844	-0.978379	Intermediate
HG03846	-1.5798859999999997	Low
HG03848	-0.6078269999999999	Intermediate
HG03849	-1.5517869999999998	Low
HG03850	-0.721538	Intermediate
HG03851	-0.536939	High
HG03854	-0.97989	Intermediate
HG03856	-1.056011	Intermediate
HG03857	-0.920682	Intermediate
HG03858	-1.108445	Intermediate
HG03861	-0.901502	Intermediate
HG03862	-1.137763	Low
HG03863	-0.7415439999999999	Intermediate
HG03864	-0.5750290000000001	Intermediate
HG03866	-1.075103	Intermediate
HG03867	-1.147192	Low
HG03868	-0.7819130000000001	Intermediate
HG03869	-1.2313790000000002	Low
HG03870	-0.544698	High
HG03871	-0.7557400000000002	Intermediate
HG03872	-1.10029	Intermediate
HG03873	-0.628977	Intermediate
HG03874	-0.966088	Intermediate
HG03875	-1.0247500000000005	Intermediate
HG03882	-0.5112	High
HG03884	-0.5234150000000002	High
HG03885	-0.7356820000000003	Intermediate
HG03886	-1.2926190000000002	Low
HG03887	-1.0123290000000005	Intermediate
HG03888	-1.118793	Intermediate
HG03890	-1.388269	Low
HG03894	-1.103641	Intermediate
HG03895	-1.013982	Intermediate
HG03896	-0.9017	Intermediate
HG03897	-1.4516759999999995	Low
HG03898	-0.961771	Intermediate
HG03899	-0.9767160000000004	Intermediate
HG03900	-1.4645700000000004	Low
HG03902	-0.606814	Intermediate
HG03905	-0.6764119999999999	Intermediate
HG03907	-0.6223379999999998	Intermediate
HG03908	-0.483941	High
HG03910	-1.167956	Low
HG03911	-1.201618	Low
HG03913	-1.3833219999999995	Low
HG03914	-1.3990139999999995	Low
HG03916	-1.082891	Intermediate
HG03917	-1.153131	Low
HG03919	-0.7812509999999999	Intermediate
HG03920	-1.033302	Intermediate
HG03922	-0.92439	Intermediate
HG03925	-1.186281	Low
HG03926	-1.042061	Intermediate
HG03928	-0.493067	High
HG03931	-0.1388179999999999	High
HG03934	-1.415978	Low
HG03937	-0.754399	Intermediate
HG03940	-1.203377	Low
HG03941	-0.7703839999999998	Intermediate
HG03943	-0.7080560000000004	Intermediate
HG03944	-0.981795	Intermediate
HG03945	-1.0546019999999998	Intermediate
HG03947	-0.63434	Intermediate
HG03949	-1.33099	Low
HG03950	-1.123107	Intermediate
HG03951	-0.950697	Intermediate
HG03953	-0.285733	High
HG03955	-1.553951	Low
HG03960	-0.790936	Intermediate
HG03963	-1.416453	Low
HG03965	-0.9245380000000002	Intermediate
HG03967	-0.465034	High
HG03968	-0.747373	Intermediate
HG03969	-1.326341	Low
HG03971	-1.025958	Intermediate
HG03973	-0.944041	Intermediate
HG03974	-0.995705	Intermediate
HG03976	-0.772964	Intermediate
HG03977	-0.7889400000000001	Intermediate
HG03978	-0.6801119999999999	Intermediate
HG03985	-0.7684529999999997	Intermediate
HG03986	-0.6061909999999999	Intermediate
HG03989	-0.9252800000000002	Intermediate
HG03990	-0.958708	Intermediate
HG03991	-1.2074300000000002	Low
HG03995	-1.0922019999999997	Intermediate
HG03998	-0.8973550000000001	Intermediate
HG03999	-1.0214549999999998	Intermediate
HG04001	-0.423382	High
HG04002	-1.483118	Low
HG04003	-0.673544	Intermediate
HG04006	-0.8029189999999997	Intermediate
HG04014	-1.2227329999999998	Low
HG04015	-1.2853100000000004	Low
HG04017	-1.014226	Intermediate
HG04018	-0.6503789999999999	Intermediate
HG04019	-0.9000460000000001	Intermediate
HG04020	-1.772263	Low
HG04022	-0.731925	Intermediate
HG04023	-1.0440539999999998	Intermediate
HG04025	-1.049249	Intermediate
HG04026	-1.306209	Low
HG04029	-0.9330339999999998	Intermediate
