Disease	PGS_ID	N	Mean	SD	Median	Min	Q1	Q3	Max	P20	P80	Missing
Major depressive disorder	PGS000907	2504	-0.8559629920127795	0.3232223307203974	-0.8365565000000001	-2.0475939999999997	-1.07028825	-0.62144225	0.206117	-1.1363565999999998	-0.5712055999999999	0
